Date,ETFS Physical Platinum Shares_Open_average,ETFS Physical Platinum Shares_Open_max,ETFS Physical Platinum Shares_Open_min,ETFS Physical Platinum Shares_High_average,ETFS Physical Platinum Shares_High_max,ETFS Physical Platinum Shares_High_min,ETFS Physical Platinum Shares_Low_average,ETFS Physical Platinum Shares_Low_max,ETFS Physical Platinum Shares_Low_min,ETFS Physical Platinum Shares_Close_average,ETFS Physical Platinum Shares_Close_max,ETFS Physical Platinum Shares_Close_min
2018-04-08,-1.1818995350912476,-1.1818995350912476,-1.1818995350912476,-1.1567457464855022,-1.1567457464855022,-1.1567457464855022,-1.089945738778578,-1.089945738778578,-1.089945738778578,-1.1498722760668287,-1.1498722760668287,-1.1498722760668287
2018-04-15,-1.0527052277519349,-1.0527052277519349,-1.0527052277519349,-1.0913165817694905,-1.0913165817694905,-1.0913165817694905,-0.9925774208072062,-0.9925774208072062,-0.9925774208072062,-1.091797626451231,-1.091797626451231,-1.091797626451231
2018-04-22,-1.4381157974981396,-1.4381157974981396,-1.4381157974981396,-1.370068971992566,-1.370068971992566,-1.370068971992566,-1.3212634278549582,-1.3212634278549582,-1.3212634278549582,-1.3244304097212587,-1.3244304097212587,-1.3244304097212587
2018-04-29,-1.5411643213614559,-1.5411643213614559,-1.5411643213614559,-1.3347016664351532,-1.3347016664351532,-1.3347016664351532,-1.4313941358398805,-1.4313941358398805,-1.4313941358398805,-1.271693139219614,-1.271693139219614,-1.271693139219614
2018-05-06,-0.5609420420774651,-0.5609420420774651,-0.5609420420774651,-0.6486372886979509,-0.6486372886979509,-0.6486372886979509,-0.6405810990006641,-0.6405810990006641,-0.6405810990006641,-0.7189050316595418,-0.7189050316595418,-0.7189050316595418
2018-05-13,-1.7253449370573473,-1.7253449370573473,-1.7253449370573473,-1.7466232315932766,-1.7466232315932766,-1.7466232315932766,-1.6898177370559986,-1.6898177370559986,-1.6898177370559986,-1.7143422381426816,-1.7143422381426816,-1.7143422381426816
2018-05-20,-0.8972886528358708,-0.8972886528358708,-0.8972886528358708,-0.9895204696141308,-0.9895204696141308,-0.9895204696141308,-1.0809539020022043,-1.0809539020022043,-1.0809539020022043,-1.163452943325464,-1.163452943325464,-1.163452943325464
2018-05-27,-0.8195932925604671,-0.8195932925604671,-0.8195932925604671,-0.8054338274290548,-0.8054338274290548,-0.8054338274290548,-0.824949342777197,-0.824949342777197,-0.824949342777197,-0.9235089228090572,-0.9235089228090572,-0.9235089228090572
2018-06-03,-0.7906285953903217,-0.7906285953903217,-0.7906285953903217,-0.8416635746349367,-0.8416635746349367,-0.8416635746349367,-0.6912083893026444,-0.6912083893026444,-0.6912083893026444,-0.715725065025852,-0.715725065025852,-0.715725065025852
2018-06-10,-0.9711762716535853,-0.9711762716535853,-0.9711762716535853,-1.0929081368526936,-1.0929081368526936,-1.0929081368526936,-1.3993526295742238,-1.3993526295742238,-1.3993526295742238,-1.4365630945305625,-1.4365630945305625,-1.4365630945305625
2018-06-17,-2.090603475713132,-2.090603475713132,-2.090603475713132,-1.9939758072683325,-1.9939758072683325,-1.9939758072683325,-2.000991934008542,-2.000991934008542,-2.000991934008542,-1.8768754751037988,-1.8768754751037988,-1.8768754751037988
2018-06-24,-2.226664912804967,-2.226664912804967,-2.226664912804967,-2.2595492385858975,-2.2595492385858975,-2.2595492385858975,-2.1588530382570847,-2.1588530382570847,-2.1588530382570847,-2.217829029703133,-2.217829029703133,-2.217829029703133
2018-07-01,-1.9869268284502715,-1.9869268284502715,-1.9869268284502715,-1.9755803214192207,-1.9755803214192207,-1.9755803214192207,-1.9877879652119343,-1.9877879652119343,-1.9877879652119343,-1.9722796963166302,-1.9722796963166302,-1.9722796963166302
