Date,KraneShares CSI China Internet_Open_average,KraneShares CSI China Internet_Open_max,KraneShares CSI China Internet_Open_min,KraneShares CSI China Internet_High_average,KraneShares CSI China Internet_High_max,KraneShares CSI China Internet_High_min,KraneShares CSI China Internet_Low_average,KraneShares CSI China Internet_Low_max,KraneShares CSI China Internet_Low_min,KraneShares CSI China Internet_Close_average,KraneShares CSI China Internet_Close_max,KraneShares CSI China Internet_Close_min
2018-04-08,-1.3791972648115158,-1.3791972648115158,-1.3791972648115158,-1.5549569322851595,-1.5549569322851595,-1.5549569322851595,-1.2094844079544191,-1.2094844079544191,-1.2094844079544191,-1.2976668473889026,-1.2976668473889026,-1.2976668473889026
2018-04-15,-1.1327389968077248,-1.1327389968077248,-1.1327389968077248,-1.3187766449128915,-1.3187766449128915,-1.3187766449128915,-1.122912919087426,-1.122912919087426,-1.122912919087426,-1.2958709694511892,-1.2958709694511892,-1.2958709694511892
2018-04-22,-1.2498826235426304,-1.2498826235426304,-1.2498826235426304,-1.258326222915997,-1.258326222915997,-1.258326222915997,-1.0569253930853153,-1.0569253930853153,-1.0569253930853153,-1.1000050172490505,-1.1000050172490505,-1.1000050172490505
2018-04-29,-0.9446231248288256,-0.9446231248288256,-0.9446231248288256,-0.6726643265073101,-0.6726643265073101,-0.6726643265073101,-0.7475606028015276,-0.7475606028015276,-0.7475606028015276,-0.5519571368226499,-0.5519571368226499,-0.5519571368226499
2018-05-06,-0.21734312654575272,-0.21734312654575272,-0.21734312654575272,-0.09948817137149783,-0.09948817137149783,-0.09948817137149783,0.017207033927927926,0.017207033927927926,0.017207033927927926,-0.06621548544079929,-0.06621548544079929,-0.06621548544079929
2018-05-13,-0.4236551437040899,-0.4236551437040899,-0.4236551437040899,-0.562401107950452,-0.562401107950452,-0.562401107950452,-0.5637204549868285,-0.5637204549868285,-0.5637204549868285,-0.7003820666544605,-0.7003820666544605,-0.7003820666544605
2018-05-20,-0.44699742289377375,-0.44699742289377375,-0.44699742289377375,-0.6111660368372119,-0.6111660368372119,-0.6111660368372119,-0.2986257769802417,-0.2986257769802417,-0.2986257769802417,-0.47728182735980673,-0.47728182735980673,-0.47728182735980673
2018-05-27,0.6591407878992954,0.6591407878992954,0.6591407878992954,0.7884838976717584,0.7884838976717584,0.7884838976717584,0.9152538891317454,0.9152538891317454,0.9152538891317454,0.9463086193459095,0.9463086193459095,0.9463086193459095
2018-06-03,1.4783484915260405,1.4783484915260405,1.4783484915260405,1.5291563349080608,1.5291563349080608,1.5291563349080608,1.682354496640025,1.682354496640025,1.682354496640025,1.5247043523173027,1.5247043523173027,1.5247043523173027
2018-06-10,1.7295305859438515,1.7295305859438515,1.7295305859438515,1.707260198080833,1.707260198080833,1.707260198080833,1.6642268457885483,1.6642268457885483,1.6642268457885483,1.7818981506434914,1.7818981506434914,1.7818981506434914
2018-06-17,0.29878874554245366,0.29878874554245366,0.29878874554245366,0.11054582807979772,0.11054582807979772,0.11054582807979772,-0.32490994048454036,-0.32490994048454036,-0.32490994048454036,-0.31585227975251745,-0.31585227975251745,-0.31585227975251745
2018-06-24,-1.1670425901875037,-1.1670425901875037,-1.1670425901875037,-1.0468201282540555,-1.0468201282540555,-1.0468201282540555,-1.0580457030417507,-1.0580457030417507,-1.0580457030417507,-0.8207756251088874,-0.8207756251088874,-0.8207756251088874
2018-07-01,-0.301986401366496,-0.301986401366496,-0.301986401366496,-0.3761818727825984,-0.3761818727825984,-0.3761818727825984,-0.2766240008301267,-0.2766240008301267,-0.2766240008301267,-0.24631149284632306,-0.24631149284632306,-0.24631149284632306
2018-07-08,-0.6722541550293105,-0.6722541550293105,-0.6722541550293105,-0.737649635797486,-0.737649635797486,-0.737649635797486,-0.48007267782562774,-0.48007267782562774,-0.48007267782562774,-0.5889760845884878,-0.5889760845884878,-0.5889760845884878
2018-07-15,-1.1529318254784902,-1.1529318254784902,-1.1529318254784902,-1.261494670183029,-1.261494670183029,-1.261494670183029,-1.1455960812049157,-1.1455960812049157,-1.1455960812049157,-1.1973103855753098,-1.1973103855753098,-1.1973103855753098
2018-07-22,-1.2822187035359653,-1.2822187035359653,-1.2822187035359653,-1.440177142431917,-1.440177142431917,-1.440177142431917,-1.7003404279202337,-1.7003404279202337,-1.7003404279202337,-1.725102769663713,-1.725102769663713,-1.725102769663713
2018-07-29,-2.0631569669518046,-2.0631569669518046,-2.0631569669518046,-2.015328427647943,-2.015328427647943,-2.015328427647943,-1.8830168511072605,-1.8830168511072605,-1.8830168511072605,-1.8889389869153244,-1.8889389869153244,-1.8889389869153244
2018-08-05,-1.841392012019833,-1.841392012019833,-1.841392012019833,-1.8363613577084261,-1.8363613577084261,-1.8363613577084261,-1.86380725597421,-1.86380725597421,-1.86380725597421,-1.8659204548370938,-1.8659204548370938,-1.8659204548370938
2018-08-12,-1.9269070562094173,-1.9269070562094173,-1.9269070562094173,-1.8308428771315035,-1.8308428771315035,-1.8308428771315035,-1.8178754171181537,-1.8178754171181537,-1.8178754171181537,-1.7382853581416773,-1.7382853581416773,-1.7382853581416773
2018-08-19,-1.2962649373635686,-1.2962649373635686,-1.2962649373635686,-1.210323129653335,-1.210323129653335,-1.210323129653335,-1.2246482592453634,-1.2246482592453634,-1.2246482592453634,-1.1300107900524878,-1.1300107900524878,-1.1300107900524878
2018-08-26,-1.3707908119861139,-1.3707908119861139,-1.3707908119861139,-1.3436441034000628,-1.3436441034000628,-1.3436441034000628,-1.3518561696219564,-1.3518561696219564,-1.3518561696219564,-1.2672237474207297,-1.2672237474207297,-1.2672237474207297
2018-09-02,-1.5670884862826773,-1.5670884862826773,-1.5670884862826773,-1.6647681487866781,-1.6647681487866781,-1.6647681487866781,-1.747333000327766,-1.747333000327766,-1.747333000327766,-1.78509358014603,-1.78509358014603,-1.78509358014603
