Date,ProShares UltraShort Utilities_Open_average,ProShares UltraShort Utilities_Open_max,ProShares UltraShort Utilities_Open_min,ProShares UltraShort Utilities_High_average,ProShares UltraShort Utilities_High_max,ProShares UltraShort Utilities_High_min,ProShares UltraShort Utilities_Low_average,ProShares UltraShort Utilities_Low_max,ProShares UltraShort Utilities_Low_min,ProShares UltraShort Utilities_Close_average,ProShares UltraShort Utilities_Close_max,ProShares UltraShort Utilities_Close_min
2018-04-08,-0.7024696430586486,-0.7024696430586486,-0.7024696430586486,-1.0503979377106072,-1.0503979377106072,-1.0503979377106072,-1.0466098133259314,-1.0466098133259314,-1.0466098133259314,-1.3861167581289493,-1.3861167581289493,-1.3861167581289493
2018-04-15,-1.167504962985567,-1.167504962985567,-1.167504962985567,-1.2279229856642944,-1.2279229856642944,-1.2279229856642944,-1.0237943731311587,-1.0237943731311587,-1.0237943731311587,-1.0576488181823192,-1.0576488181823192,-1.0576488181823192
2018-04-22,-1.8796813374255072,-1.8796813374255072,-1.8796813374255072,-1.9949698682236754,-1.9949698682236754,-1.9949698682236754,-2.0248223703448374,-2.0248223703448374,-2.0248223703448374,-2.0631461444167782,-2.0631461444167782,-2.0631461444167782
2018-04-29,-1.378999121445079,-1.378999121445079,-1.378999121445079,-1.5104741654005822,-1.5104741654005822,-1.5104741654005822,-1.3807164576305502,-1.3807164576305502,-1.3807164576305502,-1.5716842079220683,-1.5716842079220683,-1.5716842079220683
2018-05-06,-0.6241737976142836,-0.6241737976142836,-0.6241737976142836,-0.8516542770194757,-0.8516542770194757,-0.8516542770194757,-0.4902892371744444,-0.4902892371744444,-0.4902892371744444,-0.7653438008786404,-0.7653438008786404,-0.7653438008786404
2018-05-13,0.5193996234299509,0.5193996234299509,0.5193996234299509,0.6860936112477684,0.6860936112477684,0.6860936112477684,0.9877553739597837,0.9877553739597837,0.9877553739597837,0.9421143884215419,0.9421143884215419,0.9421143884215419
2018-05-20,-0.6803364307361854,-0.6803364307361854,-0.6803364307361854,-0.8308623327298867,-0.8308623327298867,-0.8308623327298867,-0.5965938400087836,-0.5965938400087836,-0.5965938400087836,-0.8270176799580378,-0.8270176799580378,-0.8270176799580378
2018-05-27,-0.5592595146923848,-0.5592595146923848,-0.5592595146923848,-0.16880061133915533,-0.16880061133915533,-0.16880061133915533,-0.44399000861565846,-0.44399000861565846,-0.44399000861565846,-0.036694030698325567,-0.036694030698325567,-0.036694030698325567
2018-06-03,1.616421882802303,1.616421882802303,1.616421882802303,1.3669548810498875,1.3669548810498875,1.3669548810498875,1.9611082248278278,1.9611082248278278,1.9611082248278278,1.7609524219939212,1.7609524219939212,1.7609524219939212
2018-06-10,-0.018866836227100475,-0.018866836227100475,-0.018866836227100475,-0.21955925729033698,-0.21955925729033698,-0.21955925729033698,0.059283097612623785,0.059283097612623785,0.059283097612623785,-0.1447983963878713,-0.1447983963878713,-0.1447983963878713
2018-06-17,-1.346881949569518,-1.346881949569518,-1.346881949569518,-1.4895965152817754,-1.4895965152817754,-1.4895965152817754,-1.6995314566295419,-1.6995314566295419,-1.6995314566295419,-1.87597598710615,-1.87597598710615,-1.87597598710615
2018-06-24,-1.516352408623848,-1.516352408623848,-1.516352408623848,-1.581016770342247,-1.581016770342247,-1.581016770342247,-1.8432812184150402,-1.8432812184150402,-1.8432812184150402,-1.9242639274595565,-1.9242639274595565,-1.9242639274595565
