Date,PowerShares PureBeta FTSE EM PortfolioEtf_Open_average,PowerShares PureBeta FTSE EM PortfolioEtf_Open_max,PowerShares PureBeta FTSE EM PortfolioEtf_Open_min,PowerShares PureBeta FTSE EM PortfolioEtf_High_average,PowerShares PureBeta FTSE EM PortfolioEtf_High_max,PowerShares PureBeta FTSE EM PortfolioEtf_High_min,PowerShares PureBeta FTSE EM PortfolioEtf_Low_average,PowerShares PureBeta FTSE EM PortfolioEtf_Low_max,PowerShares PureBeta FTSE EM PortfolioEtf_Low_min,PowerShares PureBeta FTSE EM PortfolioEtf_Close_average,PowerShares PureBeta FTSE EM PortfolioEtf_Close_max,PowerShares PureBeta FTSE EM PortfolioEtf_Close_min
2018-06-17,-1.9684852406880102,-1.9684852406880102,-1.9684852406880102,-2.106343775357584,-2.106343775357584,-2.106343775357584,-1.9641218311834263,-1.9641218311834263,-1.9641218311834263,-2.0900654044305664,-2.0900654044305664,-2.0900654044305664
2018-06-24,-2.1189835916430733,-2.1189835916430733,-2.1189835916430733,-2.177158446595232,-2.177158446595232,-2.177158446595232,-2.1165064247581182,-2.1165064247581182,-2.1165064247581182,-2.1732872744408915,-2.1732872744408915,-2.1732872744408915
2018-07-01,-1.677648956432363,-1.677648956432363,-1.677648956432363,-1.7186024080977746,-1.7186024080977746,-1.7186024080977746,-1.6761982484709008,-1.6761982484709008,-1.6761982484709008,-1.7171636992592683,-1.7171636992592683,-1.7171636992592683
2018-07-08,-1.4263841517563445,-1.4263841517563445,-1.4263841517563445,-1.4513221952023758,-1.4513221952023758,-1.4513221952023758,-1.4254810073793638,-1.4254810073793638,-1.4254810073793638,-1.4513673504567342,-1.4513673504567342,-1.4513673504567342
2018-07-15,-1.2164421007445296,-1.2164421007445296,-1.2164421007445296,-1.2318573518996594,-1.2318573518996594,-1.2318573518996594,-1.2158714970405917,-1.2158714970405917,-1.2158714970405917,-1.2328558480213647,-1.2328558480213647,-1.2328558480213647
2018-07-22,-1.0541460301856063,-1.0541460301856063,-1.0541460301856063,-1.0617822735417484,-1.0617822735417484,-1.0617822735417484,-1.0538524217592482,-1.0538524217592482,-1.0538524217592482,-1.0638441337028506,-1.0638441337028506,-1.0638441337028506
2018-07-29,-0.9261790849293006,-0.9261790849293006,-0.9261790849293006,-0.9246109640763893,-0.9246109640763893,-0.9246109640763893,-0.9262278660500121,-0.9262278660500121,-0.9262278660500121,-0.9283043162891553,-0.9283043162891553,-0.9283043162891553
2018-08-05,-0.8008835091127511,-0.8008835091127511,-0.8008835091127511,-0.7942189232266744,-0.7942189232266744,-0.7942189232266744,-0.8011550068080232,-0.8011550068080232,-0.8011550068080232,-0.7985605624923722,-0.7985605624923722,-0.7985605624923722
2018-08-12,-1.574274474384983,-1.574274474384983,-1.574274474384983,-1.4670888643334208,-1.4670888643334208,-1.4670888643334208,-1.5783210493406237,-1.5783210493406237,-1.5783210493406237,-1.49262079019008,-1.49262079019008,-1.49262079019008
2018-08-19,-1.3232754428254763,-1.3232754428254763,-1.3232754428254763,-1.236733755407636,-1.236733755407636,-1.236733755407636,-1.3265926159486041,-1.3265926159486041,-1.3265926159486041,-1.2569410052862964,-1.2569410052862964,-1.2569410052862964
2018-08-26,-1.1344340473264223,-1.1344340473264223,-1.1344340473264223,-1.0571538166281078,-1.0571538166281078,-1.0571538166281078,-1.1374842631765094,-1.1374842631765094,-1.1374842631765094,-1.0746180881037366,-1.0746180881037366,-1.0746180881037366
2018-09-02,-1.0007789223117274,-1.0007789223117274,-1.0007789223117274,-1.0007789223117274,-1.0007789223117274,-1.0007789223117274,-1.0031043987504527,-1.0031043987504527,-1.0031043987504527,-1.0007789223117274,-1.0007789223117274,-1.0007789223117274
2018-09-09,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285,-1.9771431765424285
2018-09-16,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558,-0.3043825189675558
2018-09-23,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256,-0.8813359228443256
2018-09-30,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175,-1.552441915987175
2018-10-07,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627,-1.3124642399565627
2018-10-14,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578,-2.0582473504578
2018-10-21,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028,-2.33188581179028
2018-10-28,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943,-1.8548071131567943
2018-11-04,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216,-0.012258412739372216
2018-11-11,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866,0.046862407044410866
2018-11-18,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023,-0.5749743621914023
2018-11-25,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065,-0.47268927132675065
2018-12-02,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614,-0.9827853448754614
2018-12-09,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979,-0.7272338317047979
2018-12-16,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083,-1.4613775683270083
2018-12-23,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099,-0.9128998334360099
2018-12-30,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955,-0.1047135551800955
2019-01-06,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893,1.1564976878518893
2019-01-13,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961,1.645697916031961
2019-01-20,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992,1.732956015970992
2019-01-27,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148,1.839546507049148
2019-02-03,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504,1.2721482163850504
2019-02-10,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265,1.0339665211238265
2019-02-17,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982,1.449570565079982
2019-02-24,1.4586074739076145,1.4586074739076145,1.4586074739076145,1.4744438700504372,1.4744438700504372,1.4744438700504372,1.2327997209329091,1.2327997209329091,1.2327997209329091,1.2327997209329091,1.2327997209329091,1.2327997209329091
2019-03-03,0.41004100115805037,0.41004100115805037,0.41004100115805037,0.4072793050627104,0.4072793050627104,0.4072793050627104,0.4473196323520182,0.4473196323520182,0.4473196323520182,0.4473196323520182,0.4473196323520182,0.4473196323520182
2019-03-10,1.1627913608457032,1.1627913608457032,1.1627913608457032,1.158561755608561,1.158561755608561,1.158561755608561,1.2177171582807405,1.2177171582807405,1.2177171582807405,1.2177171582807405,1.2177171582807405,1.2177171582807405
2019-03-17,0.9589069025290798,0.9589069025290798,0.9589069025290798,0.9546722247835518,0.9546722247835518,0.9546722247835518,1.013512486671485,1.013512486671485,1.013512486671485,1.013512486671485,1.013512486671485,1.013512486671485
2019-03-24,0.7186337130092539,0.7186337130092539,0.7186337130092539,0.7140159179722977,0.7140159179722977,0.7140159179722977,0.7781682742762207,0.7781682742762207,0.7781682742762207,0.7781682742762207,0.7781682742762207,0.7781682742762207
2019-03-31,1.805244405453298,1.805244405453298,1.805244405453298,1.7971408601539516,1.7971408601539516,1.7971408601539516,1.900263544121574,1.900263544121574,1.900263544121574,1.900263544121574,1.900263544121574,1.900263544121574
2019-04-07,1.5469303050428795,1.5469303050428795,1.5469303050428795,1.540153178362075,1.540153178362075,1.540153178362075,1.6222697999039373,1.6222697999039373,1.6222697999039373,1.6222697999039373,1.6222697999039373,1.6222697999039373
2019-04-14,1.5810404976453287,1.5810404976453287,1.5810404976453287,1.57564614740782,1.57564614740782,1.57564614740782,1.636388175430662,1.636388175430662,1.636388175430662,1.636388175430662,1.636388175430662,1.636388175430662
2019-04-21,0.9575772027521161,0.9575772027521161,0.9575772027521161,0.9535646195903549,0.9535646195903549,0.9535646195903549,1.0003899549181754,1.0003899549181754,1.0003899549181754,1.0003899549181754,1.0003899549181754,1.0003899549181754
2019-04-28,1.1034316857631,1.1034316857631,1.1034316857631,1.0999783702326305,1.0999783702326305,1.0999783702326305,1.1376989233838843,1.1376989233838843,1.1376989233838843,1.1376989233838843,1.1376989233838843,1.1376989233838843
2019-05-05,-0.606111722377153,-0.606111722377153,-0.606111722377153,-0.6090772198046311,-0.6090772198046311,-0.6090772198046311,-0.6312326937629522,-0.6312326937629522,-0.6312326937629522,-0.6312326937629522,-0.6312326937629522,-0.6312326937629522
2019-05-12,-2.348239815009389,-2.348239815009389,-2.348239815009389,-2.34979264974702,-2.34979264974702,-2.34979264974702,-2.297359218174742,-2.297359218174742,-2.297359218174742,-2.297359218174742,-2.297359218174742,-2.297359218174742
2019-05-19,-1.9326496394028412,-1.9326496394028412,-1.9326496394028412,-1.8997398215038337,-1.8997398215038337,-1.8997398215038337,-1.9032457659142425,-1.9032457659142425,-1.9032457659142425,-1.8947168219024677,-1.8947168219024677,-1.8947168219024677
2019-05-26,-1.2326035548629959,-1.2326035548629959,-1.2326035548629959,-1.2452918728692235,-1.2452918728692235,-1.2452918728692235,-1.2282436651219972,-1.2282436651219972,-1.2282436651219972,-1.2314015471867896,-1.2314015471867896,-1.2314015471867896
2019-06-02,-0.9057088815331391,-0.9057088815331391,-0.9057088815331391,-0.9158538015955294,-0.9158538015955294,-0.9158538015955294,-0.901559296990022,-0.901559296990022,-0.901559296990022,-0.9040830444636507,-0.9040830444636507,-0.9040830444636507
2019-06-09,-0.7049403950252713,-0.7049403950252713,-0.7049403950252713,-0.7132013997306299,-0.7132013997306299,-0.7132013997306299,-0.7011762985529636,-0.7011762985529636,-0.7011762985529636,-0.703233257954775,-0.703233257954775,-0.703233257954775
2019-06-16,0.3522523551347904,0.3522523551347904,0.3522523551347904,0.3506447490140752,0.3506447490140752,0.3506447490140752,0.3560627428794279,0.3560627428794279,0.3560627428794279,0.35567226579694244,0.35567226579694244,0.35567226579694244
2019-06-23,0.17457075030506264,0.17457075030506264,0.17457075030506264,0.1718509371009452,0.1718509371009452,0.1718509371009452,0.17836854960234327,0.17836854960234327,0.17836854960234327,0.17769951490889063,0.17769951490889063,0.17769951490889063
2019-06-30,0.41506975095176013,0.41506975095176013,0.41506975095176013,0.41383154826578955,0.41383154826578955,0.41383154826578955,0.4191256904886246,0.4191256904886246,0.4191256904886246,0.41882895467015796,0.41882895467015796,0.41882895467015796
2019-07-07,0.5191974769894722,0.5191974769894722,0.5191974769894722,0.5186584598354802,0.5186584598354802,0.5186584598354802,0.523559395897451,0.523559395897451,0.523559395897451,0.5234393251692835,0.5234393251692835,0.5234393251692835
2019-07-14,0.651686350810336,0.651686350810336,0.651686350810336,0.6522398034086073,0.6522398034086073,0.6522398034086073,0.6566647624520504,0.6566647624520504,0.6566647624520504,0.6568216321447345,0.6568216321447345,0.6568216321447345
2019-07-21,0.7731012050522286,0.7731012050522286,0.7731012050522286,0.7747412236793141,0.7747412236793141,0.7747412236793141,0.7130569056467898,0.7130569056467898,0.7130569056467898,0.7133585495190564,0.7133585495190564,0.7133585495190564
2019-07-28,-0.7169890426690568,-0.7169890426690568,-0.7169890426690568,-0.7137607159769543,-0.7137607159769543,-0.7137607159769543,-0.7123370010201868,-0.7123370010201868,-0.7123370010201868,-0.7006305190717432,-0.7006305190717432,-0.7006305190717432
2019-08-04,-1.4116579521959305,-1.4116579521959305,-1.4116579521959305,-1.4273909969868939,-1.4273909969868939,-1.4273909969868939,-1.4153927030950464,-1.4153927030950464,-1.4153927030950464,-1.4208996460270424,-1.4208996460270424,-1.4208996460270424
2019-08-11,-1.565641254783673,-1.565641254783673,-1.565641254783673,-1.5804196346154038,-1.5804196346154038,-1.5804196346154038,-1.56989975664044,-1.56989975664044,-1.56989975664044,-1.575041338939828,-1.575041338939828,-1.575041338939828
2019-08-18,-1.6460752399762748,-1.6460752399762748,-1.6460752399762748,-1.6477039063256746,-1.6477039063256746,-1.6477039063256746,-1.6683896744013786,-1.6683896744013786,-1.6683896744013786,-1.6700184996318859,-1.6700184996318859,-1.6700184996318859
2019-08-25,-0.929848479497661,-0.929848479497661,-0.929848479497661,-0.9311365636968025,-0.9311365636968025,-0.9311365636968025,-0.9249188357964294,-0.9249188357964294,-0.9249188357964294,-0.9262018424618176,-0.9262018424618176,-0.9262018424618176
2019-09-01,-0.17352175378247048,-0.17352175378247048,-0.17352175378247048,-0.174561544714383,-0.174561544714383,-0.174561544714383,-0.2608290258523471,-0.2608290258523471,-0.2608290258523471,-0.26189471216968113,-0.26189471216968113,-0.26189471216968113
2019-09-08,0.23886713349079253,0.23886713349079253,0.23886713349079253,0.23797738106202573,0.23797738106202573,0.23797738106202573,0.2534718625353549,0.2534718625353549,0.2534718625353549,0.2525839013797938,0.2525839013797938,0.2525839013797938
2019-09-15,-0.028472313135315827,-0.028472313135315827,-0.028472313135315827,-0.029498501317926078,-0.029498501317926078,-0.029498501317926078,-0.013232368382122411,-0.013232368382122411,-0.013232368382122411,-0.014254515346528064,-0.014254515346528064,-0.014254515346528064
2019-09-22,-0.6656921750001015,-0.6656921750001015,-0.6656921750001015,-0.666843438126764,-0.666843438126764,-0.666843438126764,-0.6522907449584555,-0.6522907449584555,-0.6522907449584555,-0.6534321996786661,-0.6534321996786661,-0.6534321996786661
2019-09-29,-0.46378991384291207,-0.46378991384291207,-0.46378991384291207,-0.4648944922143133,-0.4648944922143133,-0.4648944922143133,-0.45017918048598443,-0.45017918048598443,-0.45017918048598443,-0.45128118761090297,-0.45128118761090297,-0.45128118761090297
2019-10-06,0.4192605049053437,0.4192605049053437,0.4192605049053437,0.418042773053353,0.418042773053353,0.418042773053353,0.4410141050346297,0.4410141050346297,0.4410141050346297,0.43977327710687336,0.43977327710687336,0.43977327710687336
2019-10-13,0.567822990752035,0.567822990752035,0.567822990752035,0.5663314025993678,0.5663314025993678,0.5663314025993678,0.5963769197998335,0.5963769197998335,0.5963769197998335,0.5948366969644515,0.5948366969644515,0.5948366969644515
2019-10-20,1.3882593037173359,1.3882593037173359,1.3882593037173359,1.3860383520889235,1.3860383520889235,1.3860383520889235,1.403976150017324,1.403976150017324,1.403976150017324,1.401710543400017,1.401710543400017,1.401710543400017
2019-10-27,1.6428939734391623,1.6428939734391623,1.6428939734391623,1.6428939734391623,1.6428939734391623,1.6428939734391623,1.6537593041945733,1.6537593041945733,1.6537593041945733,1.6537593041945733,1.6537593041945733,1.6537593041945733
2019-11-03,1.6381106520883095,1.6381106520883095,1.6381106520883095,1.6381106520883095,1.6381106520883095,1.6381106520883095,1.6436340514830545,1.6436340514830545,1.6436340514830545,1.6436340514830545,1.6436340514830545,1.6436340514830545
2019-11-10,0.9504356150742211,0.9504356150742211,0.9504356150742211,0.9504356150742211,0.9504356150742211,0.9504356150742211,0.956332680551031,0.956332680551031,0.956332680551031,0.956332680551031,0.956332680551031,0.956332680551031
2019-11-17,0.8543283072042496,0.8543283072042496,0.8543283072042496,0.924372479453747,0.924372479453747,0.924372479453747,0.861410003287365,0.861410003287365,0.861410003287365,0.9309248951497356,0.9309248951497356,0.9309248951497356
2019-11-24,0.5987619892746626,0.5987619892746626,0.5987619892746626,0.5880303190477096,0.5880303190477096,0.5880303190477096,0.6061649603671181,0.6061649603671181,0.6061649603671181,0.5954838463133894,0.5954838463133894,0.5954838463133894
2019-12-01,1.153718200659309,1.153718200659309,1.153718200659309,1.1417199163987688,1.1417199163987688,1.1417199163987688,1.153718200659309,1.153718200659309,1.153718200659309,1.1417199163987688,1.1417199163987688,1.1417199163987688
2019-12-08,1.7668218456626488,1.7668218456626488,1.7668218456626488,1.9752853023195076,1.9752853023195076,1.9752853023195076,1.7668218456626488,1.7668218456626488,1.7668218456626488,1.9752853023195076,1.9752853023195076,1.9752853023195076
2019-12-15,2.177953640122982,2.177953640122982,2.177953640122982,2.09230668974126,2.09230668974126,2.09230668974126,2.177953640122982,2.177953640122982,2.177953640122982,2.09230668974126,2.09230668974126,2.09230668974126
2019-12-22,1.7794026190880627,1.7794026190880627,1.7794026190880627,1.7219916708199445,1.7219916708199445,1.7219916708199445,1.7794026190880627,1.7794026190880627,1.7794026190880627,1.7219916708199445,1.7219916708199445,1.7219916708199445
2019-12-29,1.624980953338032,1.624980953338032,1.624980953338032,1.5811614605468451,1.5811614605468451,1.5811614605468451,1.624980953338032,1.624980953338032,1.624980953338032,1.5811614605468451,1.5811614605468451,1.5811614605468451
