Date,PowerShares S&P International Developed High DividEtf_Open_average,PowerShares S&P International Developed High DividEtf_Open_max,PowerShares S&P International Developed High DividEtf_Open_min,PowerShares S&P International Developed High DividEtf_High_average,PowerShares S&P International Developed High DividEtf_High_max,PowerShares S&P International Developed High DividEtf_High_min,PowerShares S&P International Developed High DividEtf_Low_average,PowerShares S&P International Developed High DividEtf_Low_max,PowerShares S&P International Developed High DividEtf_Low_min,PowerShares S&P International Developed High DividEtf_Close_average,PowerShares S&P International Developed High DividEtf_Close_max,PowerShares S&P International Developed High DividEtf_Close_min
2018-05-27,-0.8682906570909688,-0.8682906570909688,-0.8682906570909688,-1.0321390035013016,-1.0321390035013016,-1.0321390035013016,-0.9212002803874176,-0.9212002803874176,-0.9212002803874176,-0.9755234623436894,-0.9755234623436894,-0.9755234623436894
2018-06-03,-0.4912436085757657,-0.4912436085757657,-0.4912436085757657,-0.6838424640712488,-0.6838424640712488,-0.6838424640712488,-0.3638156969343365,-0.3638156969343365,-0.3638156969343365,-0.5431787884404954,-0.5431787884404954,-0.5431787884404954
2018-06-10,-0.9243535682937851,-0.9243535682937851,-0.9243535682937851,-1.1599460472399685,-1.1599460472399685,-1.1599460472399685,-1.144304388279295,-1.144304388279295,-1.144304388279295,-1.3241865579688505,-1.3241865579688505,-1.3241865579688505
2018-06-17,-2.6394460578562375,-2.6394460578562375,-2.6394460578562375,-2.2327359916106264,-2.2327359916106264,-2.2327359916106264,-2.4905063634021927,-2.4905063634021927,-2.4905063634021927,-2.001160381013367,-2.001160381013367,-2.001160381013367
2018-06-24,-2.167933035687812,-2.167933035687812,-2.167933035687812,-2.372177935424413,-2.372177935424413,-2.372177935424413,-2.0163301463145884,-2.0163301463145884,-2.0163301463145884,-2.1502830179267827,-2.1502830179267827,-2.1502830179267827
2018-07-01,-0.610353915206532,-0.610353915206532,-0.610353915206532,-0.8401178403202003,-0.8401178403202003,-0.8401178403202003,-0.4686871443873075,-0.4686871443873075,-0.4686871443873075,-0.6691007604088235,-0.6691007604088235,-0.6691007604088235
2018-07-08,-1.0813576400367102,-1.0813576400367102,-1.0813576400367102,-1.2676041739058148,-1.2676041739058148,-1.2676041739058148,-0.9571667155606566,-0.9571667155606566,-0.9571667155606566,-1.1150123122130058,-1.1150123122130058,-1.1150123122130058
2018-07-15,-1.2985810414305732,-1.2985810414305732,-1.2985810414305732,-1.3988814640340177,-1.3988814640340177,-1.3988814640340177,-1.1877230743661151,-1.1877230743661151,-1.1877230743661151,-1.274083036244186,-1.274083036244186,-1.274083036244186
2018-07-22,-0.40184187473385397,-0.40184187473385397,-0.40184187473385397,-0.5488698213141523,-0.5488698213141523,-0.5488698213141523,-0.8451580327224919,-0.8451580327224919,-0.8451580327224919,-0.921104133154695,-0.921104133154695,-0.921104133154695
2018-07-29,-0.5413422839749061,-0.5413422839749061,-0.5413422839749061,-0.6711327026657256,-0.6711327026657256,-0.6711327026657256,-0.5093147725371436,-0.5093147725371436,-0.5093147725371436,-0.627419810087828,-0.627419810087828,-0.627419810087828
2018-08-05,-1.300793638093913,-1.300793638093913,-1.300793638093913,-1.3558773591047002,-1.3558773591047002,-1.3558773591047002,-1.2016461504482434,-1.2016461504482434,-1.2016461504482434,-1.2543880486411698,-1.2543880486411698,-1.2543880486411698
2018-08-12,-2.022471053166937,-2.022471053166937,-2.022471053166937,-1.9880498977991383,-1.9880498977991383,-1.9880498977991383,-1.973129805105578,-1.973129805105578,-1.973129805105578,-1.9317860404648954,-1.9317860404648954,-1.9317860404648954
2018-08-19,-1.154216990552931,-1.154216990552931,-1.154216990552931,-1.1819263111184506,-1.1819263111184506,-1.1819263111184506,-1.1294452208223875,-1.1294452208223875,-1.1294452208223875,-1.1545409259080668,-1.1545409259080668,-1.1545409259080668
2018-08-26,-0.7410297193597077,-0.7410297193597077,-0.7410297193597077,-0.7969656835976102,-0.7969656835976102,-0.7969656835976102,-0.9673054797392977,-0.9673054797392977,-0.9673054797392977,-1.0054168945045832,-1.0054168945045832,-1.0054168945045832
2018-09-02,-1.864968859720857,-1.864968859720857,-1.864968859720857,-1.8676006742213267,-1.8676006742213267,-1.8676006742213267,-1.8622431948016107,-1.8622431948016107,-1.8622431948016107,-1.877940609513001,-1.877940609513001,-1.877940609513001
2018-09-09,-0.6797230438873413,-0.6797230438873413,-0.6797230438873413,-0.7251071025573722,-0.7251071025573722,-0.7251071025573722,-0.5998854393749464,-0.5998854393749464,-0.5998854393749464,-0.649304019684123,-0.649304019684123,-0.649304019684123
2018-09-16,-0.2581416520492707,-0.2581416520492707,-0.2581416520492707,-0.2715692451428273,-0.2715692451428273,-0.2715692451428273,-0.24101138448665435,-0.24101138448665435,-0.24101138448665435,-0.29185130086474015,-0.29185130086474015,-0.29185130086474015
2018-09-23,-1.3253602447004473,-1.3253602447004473,-1.3253602447004473,-1.3002065968544185,-1.3002065968544185,-1.3002065968544185,-1.3909364982852563,-1.3909364982852563,-1.3909364982852563,-1.4719975374742433,-1.4719975374742433,-1.4719975374742433
2018-09-30,-1.685141344152322,-1.685141344152322,-1.685141344152322,-1.7817707071898625,-1.7817707071898625,-1.7817707071898625,-2.9542749745202554,-2.9542749745202554,-2.9542749745202554,-2.5050598189448516,-2.5050598189448516,-2.5050598189448516
2018-10-07,-1.5544454544808062,-1.5544454544808062,-1.5544454544808062,-1.6333420128204834,-1.6333420128204834,-1.6333420128204834,-2.3768075991090916,-2.3768075991090916,-2.3768075991090916,-2.5553184952848347,-2.5553184952848347,-2.5553184952848347
2018-10-14,-2.7085932809096054,-2.7085932809096054,-2.7085932809096054,-2.4033715420529016,-2.4033715420529016,-2.4033715420529016,-2.678457689615808,-2.678457689615808,-2.678457689615808,-2.0785686544018103,-2.0785686544018103,-2.0785686544018103
2018-10-21,-2.508910914633102,-2.508910914633102,-2.508910914633102,-2.6727914257222616,-2.6727914257222616,-2.6727914257222616,-1.7580834771487395,-1.7580834771487395,-1.7580834771487395,-2.2174650162497604,-2.2174650162497604,-2.2174650162497604
2018-10-28,-1.0671155582064038,-1.0671155582064038,-1.0671155582064038,-1.111733647580354,-1.111733647580354,-1.111733647580354,-0.7544548806409446,-0.7544548806409446,-0.7544548806409446,-1.0370106135421602,-1.0370106135421602,-1.0370106135421602
2018-11-04,-0.8941482745852102,-0.8941482745852102,-0.8941482745852102,-0.7165029700685136,-0.7165029700685136,-0.7165029700685136,-0.6333081449923974,-0.6333081449923974,-0.6333081449923974,-0.8118753563941093,-0.8118753563941093,-0.8118753563941093
2018-11-11,-1.010015110119421,-1.010015110119421,-1.010015110119421,-1.1243660247663696,-1.1243660247663696,-1.1243660247663696,-0.6109075305440168,-0.6109075305440168,-0.6109075305440168,-0.8340809230360111,-0.8340809230360111,-0.8340809230360111
2018-11-18,-1.378886102314205,-1.378886102314205,-1.378886102314205,-1.50322691560341,-1.50322691560341,-1.50322691560341,-0.9373100875387796,-0.9373100875387796,-0.9373100875387796,-1.2129248646291149,-1.2129248646291149,-1.2129248646291149
2018-11-25,-0.7094421604408444,-0.7094421604408444,-0.7094421604408444,-0.5908607583069834,-0.5908607583069834,-0.5908607583069834,-0.47471156848233576,-0.47471156848233576,-0.47471156848233576,-0.6727780875380007,-0.6727780875380007,-0.6727780875380007
2018-12-02,-1.206347061400804,-1.206347061400804,-1.206347061400804,-1.3130769724127422,-1.3130769724127422,-1.3130769724127422,-1.093120473469263,-1.093120473469263,-1.093120473469263,-1.2098100450611347,-1.2098100450611347,-1.2098100450611347
2018-12-09,-1.9028382272065054,-1.9028382272065054,-1.9028382272065054,-1.6148905976152843,-1.6148905976152843,-1.6148905976152843,-1.4684593105477948,-1.4684593105477948,-1.4684593105477948,-1.3393054601428291,-1.3393054601428291,-1.3393054601428291
2018-12-16,-1.415611663133625,-1.415611663133625,-1.415611663133625,-1.6122504368284305,-1.6122504368284305,-1.6122504368284305,-2.003702058333932,-2.003702058333932,-2.003702058333932,-1.9277413659385576,-1.9277413659385576,-1.9277413659385576
2018-12-23,-1.5615720440733103,-1.5615720440733103,-1.5615720440733103,-1.7112363434214999,-1.7112363434214999,-1.7112363434214999,-1.3394291817591837,-1.3394291817591837,-1.3394291817591837,-1.6746631348248682,-1.6746631348248682,-1.6746631348248682
2018-12-30,-1.387877833618666,-1.387877833618666,-1.387877833618666,-1.3985857680897538,-1.3985857680897538,-1.3985857680897538,-0.9132691383548719,-0.9132691383548719,-0.9132691383548719,-1.21292795244599,-1.21292795244599,-1.21292795244599
2019-01-06,-0.23838706122304168,-0.23838706122304168,-0.23838706122304168,-0.3039171291569028,-0.3039171291569028,-0.3039171291569028,0.03902537782102399,0.03902537782102399,0.03902537782102399,-0.14860998366891923,-0.14860998366891923,-0.14860998366891923
2019-01-13,0.31536068013833385,0.31536068013833385,0.31536068013833385,0.22616867998691836,0.22616867998691836,0.22616867998691836,0.5333639403454793,0.5333639403454793,0.5333639403454793,0.42485097770495045,0.42485097770495045,0.42485097770495045
2019-01-20,0.13296833229806196,0.13296833229806196,0.13296833229806196,0.2049232474191901,0.2049232474191901,0.2049232474191901,0.3205055382316588,0.3205055382316588,0.3205055382316588,0.28859648117113673,0.28859648117113673,0.28859648117113673
2019-01-27,0.714811917528456,0.714811917528456,0.714811917528456,0.6248951324679305,0.6248951324679305,0.6248951324679305,0.9464503032583814,0.9464503032583814,0.9464503032583814,0.902386733795738,0.902386733795738,0.902386733795738
2019-02-03,0.6577036151467365,0.6577036151467365,0.6577036151467365,0.5505755998076112,0.5505755998076112,0.5505755998076112,0.9295478355575345,0.9295478355575345,0.9295478355575345,0.8840451068046109,0.8840451068046109,0.8840451068046109
2019-02-10,1.4421564305528092,1.4421564305528092,1.4421564305528092,1.3933586027299232,1.3933586027299232,1.3933586027299232,1.5734291653770527,1.5734291653770527,1.5734291653770527,1.6963583285813655,1.6963583285813655,1.6963583285813655
2019-02-17,1.5354326620201497,1.5354326620201497,1.5354326620201497,1.6149903382565876,1.6149903382565876,1.6149903382565876,1.5068594765456573,1.5068594765456573,1.5068594765456573,1.7635112133242137,1.7635112133242137,1.7635112133242137
2019-02-24,1.5930570623244624,1.5930570623244624,1.5930570623244624,1.6967337677393184,1.6967337677393184,1.6967337677393184,1.4466687330635932,1.4466687330635932,1.4466687330635932,1.706780018498981,1.706780018498981,1.706780018498981
2019-03-03,0.8674318296910374,0.8674318296910374,0.8674318296910374,1.0850683200789355,1.0850683200789355,1.0850683200789355,0.8359142023588247,0.8359142023588247,0.8359142023588247,1.1301127573519467,1.1301127573519467,1.1301127573519467
2019-03-10,1.2382935369032324,1.2382935369032324,1.2382935369032324,1.7603558078440964,1.7603558078440964,1.7603558078440964,1.12691230798787,1.12691230798787,1.12691230798787,1.7131156673920076,1.7131156673920076,1.7131156673920076
2019-03-17,1.5374842318500208,1.5374842318500208,1.5374842318500208,1.3658197594784591,1.3658197594784591,1.3658197594784591,1.302568163622853,1.302568163622853,1.302568163622853,1.2372791686359013,1.2372791686359013,1.2372791686359013
2019-03-24,1.181250992423538,1.181250992423538,1.181250992423538,1.2371957807269474,1.2371957807269474,1.2371957807269474,1.113247837003487,1.113247837003487,1.113247837003487,1.1391309654260742,1.1391309654260742,1.1391309654260742
2019-03-31,1.3891156199900432,1.3891156199900432,1.3891156199900432,1.488058038298727,1.488058038298727,1.488058038298727,1.221202978799167,1.221202978799167,1.221202978799167,1.3577184959512665,1.3577184959512665,1.3577184959512665
2019-04-07,1.2187314753624316,1.2187314753624316,1.2187314753624316,1.1597715448106483,1.1597715448106483,1.1597715448106483,1.1509705850941458,1.1509705850941458,1.1509705850941458,1.1594418566497033,1.1594418566497033,1.1594418566497033
2019-04-14,1.228526161458491,1.228526161458491,1.228526161458491,1.116185852422114,1.116185852422114,1.116185852422114,1.1549326568649325,1.1549326568649325,1.1549326568649325,1.1041286835455972,1.1041286835455972,1.1041286835455972
2019-04-21,0.9002989517959715,0.9002989517959715,0.9002989517959715,0.8124728310027818,0.8124728310027818,0.8124728310027818,0.8428109489694127,0.8428109489694127,0.8428109489694127,0.7582090860540069,0.7582090860540069,0.7582090860540069
2019-04-28,1.1925183963936352,1.1925183963936352,1.1925183963936352,1.127334298259885,1.127334298259885,1.127334298259885,1.0440396516562374,1.0440396516562374,1.0440396516562374,1.0381341524413308,1.0381341524413308,1.0381341524413308
2019-05-05,0.43702432862783064,0.43702432862783064,0.43702432862783064,0.7563743284183458,0.7563743284183458,0.7563743284183458,0.46699625179408655,0.46699625179408655,0.46699625179408655,0.7803286323853562,0.7803286323853562,0.7803286323853562
2019-05-12,0.05218002957274317,0.05218002957274317,0.05218002957274317,0.060920252724086216,0.060920252724086216,0.060920252724086216,0.0914040814002711,0.0914040814002711,0.0914040814002711,0.11711484453921282,0.11711484453921282,0.11711484453921282
2019-05-19,1.0026153057540983,1.0026153057540983,1.0026153057540983,1.0358755025727258,1.0358755025727258,1.0358755025727258,1.042224639752843,1.042224639752843,1.042224639752843,1.0160373151967181,1.0160373151967181,1.0160373151967181
