Date,iShares US Consumer ServicesEtf_Open_average,iShares US Consumer ServicesEtf_Open_max,iShares US Consumer ServicesEtf_Open_min,iShares US Consumer ServicesEtf_High_average,iShares US Consumer ServicesEtf_High_max,iShares US Consumer ServicesEtf_High_min,iShares US Consumer ServicesEtf_Low_average,iShares US Consumer ServicesEtf_Low_max,iShares US Consumer ServicesEtf_Low_min,iShares US Consumer ServicesEtf_Close_average,iShares US Consumer ServicesEtf_Close_max,iShares US Consumer ServicesEtf_Close_min
2018-05-27,0.2889337313648201,0.2889337313648201,0.2889337313648201,0.23202706864514647,0.23202706864514647,0.23202706864514647,0.5296835721443893,0.5296835721443893,0.5296835721443893,0.39424288956625636,0.39424288956625636,0.39424288956625636
2018-06-03,1.4932559567917212,1.4932559567917212,1.4932559567917212,1.4412744657995644,1.4412744657995644,1.4412744657995644,1.488865547708544,1.488865547708544,1.488865547708544,1.527889528896273,1.527889528896273,1.527889528896273
2018-06-10,2.389171492856652,2.389171492856652,2.389171492856652,2.42117717547053,2.42117717547053,2.42117717547053,2.1717143172410083,2.1717143172410083,2.1717143172410083,2.4065504090484113,2.4065504090484113,2.4065504090484113
2018-06-17,2.443727210706987,2.443727210706987,2.443727210706987,2.3484221557945304,2.3484221557945304,2.3484221557945304,2.0824397092478577,2.0824397092478577,2.0824397092478577,2.0904399306919013,2.0904399306919013,2.0904399306919013
2018-06-24,1.289210155843645,1.289210155843645,1.289210155843645,1.226250574518834,1.226250574518834,1.226250574518834,1.1549824517452625,1.1549824517452625,1.1549824517452625,1.0216883430768542,1.0216883430768542,1.0216883430768542
2018-07-01,1.1475115881280735,1.1475115881280735,1.1475115881280735,1.3426295490315763,1.3426295490315763,1.3426295490315763,1.144280069619876,1.144280069619876,1.144280069619876,1.3507089000207504,1.3507089000207504,1.3507089000207504
2018-07-08,1.787519611407867,1.787519611407867,1.787519611407867,1.8305822892356818,1.8305822892356818,1.8305822892356818,1.7694836490628985,1.7694836490628985,1.7694836490628985,1.7850762557612099,1.7850762557612099,1.7850762557612099
2018-07-15,1.664115814497929,1.664115814497929,1.664115814497929,1.5961020704307511,1.5961020704307511,1.5961020704307511,1.556986976387102,1.556986976387102,1.556986976387102,1.46612514306037,1.46612514306037,1.46612514306037
2018-07-22,1.7214289678082166,1.7214289678082166,1.7214289678082166,1.7235108664931016,1.7235108664931016,1.7235108664931016,1.2895652616790576,1.2895652616790576,1.2895652616790576,1.3793837008141925,1.3793837008141925,1.3793837008141925
2018-07-29,1.1742660859338754,1.1742660859338754,1.1742660859338754,1.1544208915964935,1.1544208915964935,1.1544208915964935,1.2290841449729748,1.2290841449729748,1.2290841449729748,1.2081714117555067,1.2081714117555067,1.2081714117555067
