Date,FlexShares International Quality Dividend Dynamic_etf_Open_average,FlexShares International Quality Dividend Dynamic_etf_Open_max,FlexShares International Quality Dividend Dynamic_etf_Open_min,FlexShares International Quality Dividend Dynamic_etf_High_average,FlexShares International Quality Dividend Dynamic_etf_High_max,FlexShares International Quality Dividend Dynamic_etf_High_min,FlexShares International Quality Dividend Dynamic_etf_Low_average,FlexShares International Quality Dividend Dynamic_etf_Low_max,FlexShares International Quality Dividend Dynamic_etf_Low_min,FlexShares International Quality Dividend Dynamic_etf_Close_average,FlexShares International Quality Dividend Dynamic_etf_Close_max,FlexShares International Quality Dividend Dynamic_etf_Close_min
2018-04-08,-0.6509567928093504,-0.6509567928093504,-0.6509567928093504,-0.6567725389156988,-0.6567725389156988,-0.6567725389156988,-0.5473898560049081,-0.5473898560049081,-0.5473898560049081,-0.6721026622201136,-0.6721026622201136,-0.6721026622201136
2018-04-15,-0.5017256104859347,-0.5017256104859347,-0.5017256104859347,-0.48470054176418664,-0.48470054176418664,-0.48470054176418664,-0.4450083399021585,-0.4450083399021585,-0.4450083399021585,-0.568835271036693,-0.568835271036693,-0.568835271036693
2018-04-22,-0.38068318950775265,-0.38068318950775265,-0.38068318950775265,1.0408163887961808,1.0408163887961808,1.0408163887961808,-0.24433638470571278,-0.24433638470571278,-0.24433638470571278,-0.3218657734240495,-0.3218657734240495,-0.3218657734240495
2018-04-29,-1.1322394198366215,-1.1322394198366215,-1.1322394198366215,-0.7451541121910727,-0.7451541121910727,-0.7451541121910727,-0.9440165712841662,-0.9440165712841662,-0.9440165712841662,-0.5089885842764704,-0.5089885842764704,-0.5089885842764704
2018-05-06,0.0320841446099479,0.0320841446099479,0.0320841446099479,-0.35222715174177055,-0.35222715174177055,-0.35222715174177055,0.06449500451790753,0.06449500451790753,0.06449500451790753,-0.13418908676937774,-0.13418908676937774,-0.13418908676937774
2018-05-13,-0.5596254577186809,-0.5596254577186809,-0.5596254577186809,-0.8287040526889315,-0.8287040526889315,-0.8287040526889315,-0.48883364831007486,-0.48883364831007486,-0.48883364831007486,-0.6428411829823413,-0.6428411829823413,-0.6428411829823413
2018-05-20,-1.7602232706116299,-1.7602232706116299,-1.7602232706116299,-1.6772841006291799,-1.6772841006291799,-1.6772841006291799,-1.5642344809703599,-1.5642344809703599,-1.5642344809703599,-1.6551873612216796,-1.6551873612216796,-1.6551873612216796
2018-05-27,-1.8511005987178144,-1.8511005987178144,-1.8511005987178144,-1.6435390675822215,-1.6435390675822215,-1.6435390675822215,-1.7236111804213203,-1.7236111804213203,-1.7236111804213203,-1.723733442079015,-1.723733442079015,-1.723733442079015
2018-06-03,-1.4049828829155464,-1.4049828829155464,-1.4049828829155464,-1.2287598743810224,-1.2287598743810224,-1.2287598743810224,-1.3966072534759433,-1.3966072534759433,-1.3966072534759433,-1.285153538506626,-1.285153538506626,-1.285153538506626
2018-06-10,-1.8751417370454362,-1.8751417370454362,-1.8751417370454362,-1.601475591515226,-1.601475591515226,-1.601475591515226,-1.9178985661715815,-1.9178985661715815,-1.9178985661715815,-1.8997000733979859,-1.8997000733979859,-1.8997000733979859
2018-06-17,-2.4690121353954355,-2.4690121353954355,-2.4690121353954355,-2.1703275627440086,-2.1703275627440086,-2.1703275627440086,-2.445896254375394,-2.445896254375394,-2.445896254375394,-2.522237997136279,-2.522237997136279,-2.522237997136279
2018-06-24,-2.1481910401941096,-2.1481910401941096,-2.1481910401941096,-2.0104730067160137,-2.0104730067160137,-2.0104730067160137,-2.1730224258625603,-2.1730224258625603,-2.1730224258625603,-2.2033794663753006,-2.2033794663753006,-2.2033794663753006
2018-07-01,-1.5144387152294392,-1.5144387152294392,-1.5144387152294392,-1.4305078985579822,-1.4305078985579822,-1.4305078985579822,-1.5088762431867702,-1.5088762431867702,-1.5088762431867702,-1.5331500395591189,-1.5331500395591189,-1.5331500395591189
2018-07-08,-1.4565827268755802,-1.4565827268755802,-1.4565827268755802,-1.3675689659527361,-1.3675689659527361,-1.3675689659527361,-1.4353795889219105,-1.4353795889219105,-1.4353795889219105,-1.4369604349092127,-1.4369604349092127,-1.4369604349092127
2018-07-15,-1.3529066100702098,-1.3529066100702098,-1.3529066100702098,-1.2243752583528467,-1.2243752583528467,-1.2243752583528467,-1.3358773633390797,-1.3358773633390797,-1.3358773633390797,-1.337814908623731,-1.337814908623731,-1.337814908623731
2018-07-22,-0.5408270310678792,-0.5408270310678792,-0.5408270310678792,-0.5755193813222353,-0.5755193813222353,-0.5755193813222353,-0.5237013583361708,-0.5237013583361708,-0.5237013583361708,-0.5415283444952818,-0.5415283444952818,-0.5415283444952818
2018-07-29,-0.7484099678405299,-0.7484099678405299,-0.7484099678405299,-0.782502429366857,-0.782502429366857,-0.782502429366857,-0.7341896780311283,-0.7341896780311283,-0.7341896780311283,-0.7475216471526714,-0.7475216471526714,-0.7475216471526714
2018-08-05,-1.363912387859055,-1.363912387859055,-1.363912387859055,-1.3487721707706923,-1.3487721707706923,-1.3487721707706923,-1.3560626543539809,-1.3560626543539809,-1.3560626543539809,-1.3096094866076193,-1.3096094866076193,-1.3096094866076193
2018-08-12,-1.5805881162320794,-1.5805881162320794,-1.5805881162320794,-1.5984004724551046,-1.5984004724551046,-1.5984004724551046,-1.6080174320122713,-1.6080174320122713,-1.6080174320122713,-1.5599456141373746,-1.5599456141373746,-1.5599456141373746
2018-08-19,-0.9290700749570819,-0.9290700749570819,-0.9290700749570819,-0.9566068822236412,-0.9566068822236412,-0.9566068822236412,-1.0051768496040114,-1.0051768496040114,-1.0051768496040114,-1.0127148582548422,-1.0127148582548422,-1.0127148582548422
2018-08-26,-1.0470678308442665,-1.0470678308442665,-1.0470678308442665,-1.0679941183326922,-1.0679941183326922,-1.0679941183326922,-1.1837853597137247,-1.1837853597137247,-1.1837853597137247,-1.0880399183706693,-1.0880399183706693,-1.0880399183706693
2018-09-02,-2.0665187116514123,-2.0665187116514123,-2.0665187116514123,-2.041000487659057,-2.041000487659057,-2.041000487659057,-2.0353254856653957,-2.0353254856653957,-2.0353254856653957,-2.052437344495374,-2.052437344495374,-2.052437344495374
2018-09-09,-1.3572554942451875,-1.3572554942451875,-1.3572554942451875,-1.3340327148076079,-1.3340327148076079,-1.3340327148076079,-1.4016737396715715,-1.4016737396715715,-1.4016737396715715,-1.438475079648391,-1.438475079648391,-1.438475079648391
2018-09-16,0.23933820966614133,0.23933820966614133,0.23933820966614133,0.2587118062602555,0.2587118062602555,0.2587118062602555,0.2687865438871111,0.2687865438871111,0.2687865438871111,0.2638202556384198,0.2638202556384198,0.2638202556384198
2018-09-23,-0.705503064474161,-0.705503064474161,-0.705503064474161,-0.6329505270016565,-0.6329505270016565,-0.6329505270016565,-0.6348583246842219,-0.6348583246842219,-0.6348583246842219,-0.547713502032016,-0.547713502032016,-0.547713502032016
2018-09-30,-1.316772223443961,-1.316772223443961,-1.316772223443961,-1.2863423218128762,-1.2863423218128762,-1.2863423218128762,-1.5374516848021997,-1.5374516848021997,-1.5374516848021997,-1.5752031363217445,-1.5752031363217445,-1.5752031363217445
2018-10-07,-2.4082202233249004,-2.4082202233249004,-2.4082202233249004,-2.4420019083995257,-2.4420019083995257,-2.4420019083995257,-2.3040192878639982,-2.3040192878639982,-2.3040192878639982,-2.3123950719787927,-2.3123950719787927,-2.3123950719787927
2018-10-14,-1.7720583242663526,-1.7720583242663526,-1.7720583242663526,-1.7781181718192447,-1.7781181718192447,-1.7781181718192447,-1.7218737230319008,-1.7218737230319008,-1.7218737230319008,-1.7335871658328679,-1.7335871658328679,-1.7335871658328679
2018-10-21,-2.147990472885533,-2.147990472885533,-2.147990472885533,-2.0984700101589016,-2.0984700101589016,-2.0984700101589016,-2.214085970924859,-2.214085970924859,-2.214085970924859,-2.100118771744492,-2.100118771744492,-2.100118771744492
2018-10-28,-0.8059052103834893,-0.8059052103834893,-0.8059052103834893,-0.8548149402582099,-0.8548149402582099,-0.8548149402582099,-0.8409836619394521,-0.8409836619394521,-0.8409836619394521,-0.8984287459062558,-0.8984287459062558,-0.8984287459062558
2018-11-04,-1.028376373678928,-1.028376373678928,-1.028376373678928,-1.0567796857371625,-1.0567796857371625,-1.0567796857371625,-0.9508536865194093,-0.9508536865194093,-0.9508536865194093,-0.9881569888963646,-0.9881569888963646,-0.9881569888963646
2018-11-11,-1.008359762686013,-1.008359762686013,-1.008359762686013,-0.9496817008617802,-0.9496817008617802,-0.9496817008617802,-0.9426456331795252,-0.9426456331795252,-0.9426456331795252,-0.8912669640042423,-0.8912669640042423,-0.8912669640042423
2018-11-18,-1.1529221485009842,-1.1529221485009842,-1.1529221485009842,-1.1169278221823007,-1.1169278221823007,-1.1169278221823007,-1.0972336576939123,-1.0972336576939123,-1.0972336576939123,-1.1379544546111215,-1.1379544546111215,-1.1379544546111215
