Date,SPDR Barclays International Treasury Bond_Open_average,SPDR Barclays International Treasury Bond_Open_max,SPDR Barclays International Treasury Bond_Open_min,SPDR Barclays International Treasury Bond_High_average,SPDR Barclays International Treasury Bond_High_max,SPDR Barclays International Treasury Bond_High_min,SPDR Barclays International Treasury Bond_Low_average,SPDR Barclays International Treasury Bond_Low_max,SPDR Barclays International Treasury Bond_Low_min,SPDR Barclays International Treasury Bond_Close_average,SPDR Barclays International Treasury Bond_Close_max,SPDR Barclays International Treasury Bond_Close_min
2018-04-08,1.1150607997407975,1.1150607997407975,1.1150607997407975,0.8303647040824194,0.8303647040824194,0.8303647040824194,1.105328673516847,1.105328673516847,1.105328673516847,0.9861736728695126,0.9861736728695126,0.9861736728695126
2018-04-15,-0.936496847089007,-0.936496847089007,-0.936496847089007,-1.2606145674388778,-1.2606145674388778,-1.2606145674388778,-1.3683267816670825,-1.3683267816670825,-1.3683267816670825,-1.686654846830881,-1.686654846830881,-1.686654846830881
2018-04-22,-1.9259344087412311,-1.9259344087412311,-1.9259344087412311,-1.920660030244897,-1.920660030244897,-1.920660030244897,-1.71528717520699,-1.71528717520699,-1.71528717520699,-1.9190499017813292,-1.9190499017813292,-1.9190499017813292
2018-04-29,-2.104576992865663,-2.104576992865663,-2.104576992865663,-2.1405458367171883,-2.1405458367171883,-2.1405458367171883,-2.0356176508423194,-2.0356176508423194,-2.0356176508423194,-2.0482753324585468,-2.0482753324585468,-2.0482753324585468
2018-05-06,-1.7443742252197212,-1.7443742252197212,-1.7443742252197212,-1.816074314537253,-1.816074314537253,-1.816074314537253,-1.8503389048600198,-1.8503389048600198,-1.8503389048600198,-1.8481009383371114,-1.8481009383371114,-1.8481009383371114
2018-05-13,-2.093934345629304,-2.093934345629304,-2.093934345629304,-2.1166937497081038,-2.1166937497081038,-2.1166937497081038,-2.11701295303107,-2.11701295303107,-2.11701295303107,-2.0098978946732338,-2.0098978946732338,-2.0098978946732338
2018-05-20,-1.525279387334175,-1.525279387334175,-1.525279387334175,-1.5214748084782954,-1.5214748084782954,-1.5214748084782954,-1.5028579752015199,-1.5028579752015199,-1.5028579752015199,-1.475617370947974,-1.475617370947974,-1.475617370947974
2018-05-27,-1.254199432172167,-1.254199432172167,-1.254199432172167,-1.279214473683123,-1.279214473683123,-1.279214473683123,-1.2921403697837623,-1.2921403697837623,-1.2921403697837623,-1.3105653799515606,-1.3105653799515606,-1.3105653799515606
2018-06-03,-1.187093138393971,-1.187093138393971,-1.187093138393971,-1.1994062258463958,-1.1994062258463958,-1.1994062258463958,-1.1886075906596474,-1.1886075906596474,-1.1886075906596474,-1.1875304725758262,-1.1875304725758262,-1.1875304725758262
2018-06-10,-1.3065971607329365,-1.3065971607329365,-1.3065971607329365,-1.3044454104501777,-1.3044454104501777,-1.3044454104501777,-1.2712271326716558,-1.2712271326716558,-1.2712271326716558,-1.275667100729021,-1.275667100729021,-1.275667100729021
