Date,First Trust South Korea AlphaDEXEtf_Open_average,First Trust South Korea AlphaDEXEtf_Open_max,First Trust South Korea AlphaDEXEtf_Open_min,First Trust South Korea AlphaDEXEtf_High_average,First Trust South Korea AlphaDEXEtf_High_max,First Trust South Korea AlphaDEXEtf_High_min,First Trust South Korea AlphaDEXEtf_Low_average,First Trust South Korea AlphaDEXEtf_Low_max,First Trust South Korea AlphaDEXEtf_Low_min,First Trust South Korea AlphaDEXEtf_Close_average,First Trust South Korea AlphaDEXEtf_Close_max,First Trust South Korea AlphaDEXEtf_Close_min
2018-05-27,-1.4774941293044623,-1.4774941293044623,-1.4774941293044623,-1.5972245706228103,-1.5972245706228103,-1.5972245706228103,-1.5028677413134237,-1.5028677413134237,-1.5028677413134237,-1.5978555226913378,-1.5978555226913378,-1.5978555226913378
2018-06-03,-1.1917277774832191,-1.1917277774832191,-1.1917277774832191,-1.162055069794999,-1.162055069794999,-1.162055069794999,-1.1906687624986003,-1.1906687624986003,-1.1906687624986003,-1.1356938964877912,-1.1356938964877912,-1.1356938964877912
2018-06-10,-2.114757836674095,-2.114757836674095,-2.114757836674095,-2.1876362590458167,-2.1876362590458167,-2.1876362590458167,-2.183801828787101,-2.183801828787101,-2.183801828787101,-2.2265996821966962,-2.2265996821966962,-2.2265996821966962
2018-06-17,-2.655090189679981,-2.655090189679981,-2.655090189679981,-2.6205468712418756,-2.6205468712418756,-2.6205468712418756,-2.709700559490875,-2.709700559490875,-2.709700559490875,-2.7001393462687706,-2.7001393462687706,-2.7001393462687706
2018-06-24,-2.597445286282324,-2.597445286282324,-2.597445286282324,-2.5898140820561086,-2.5898140820561086,-2.5898140820561086,-2.6061326321609486,-2.6061326321609486,-2.6061326321609486,-2.570420215239899,-2.570420215239899,-2.570420215239899
2018-07-01,-2.5939715109735495,-2.5939715109735495,-2.5939715109735495,-2.4903421695006434,-2.4903421695006434,-2.4903421695006434,-2.603108978910616,-2.603108978910616,-2.603108978910616,-2.4907895350514795,-2.4907895350514795,-2.4907895350514795
2018-07-08,-2.1353160036214804,-2.1353160036214804,-2.1353160036214804,-2.1203301760077986,-2.1203301760077986,-2.1203301760077986,-2.1281632515972895,-2.1281632515972895,-2.1281632515972895,-2.1036260068417625,-2.1036260068417625,-2.1036260068417625
2018-07-15,-1.9796936518584074,-1.9796936518584074,-1.9796936518584074,-2.0067570972681663,-2.0067570972681663,-2.0067570972681663,-1.991947346060555,-1.991947346060555,-1.991947346060555,-2.000658699503751,-2.000658699503751,-2.000658699503751
2018-07-22,-1.447364160894713,-1.447364160894713,-1.447364160894713,-1.4552243693884184,-1.4552243693884184,-1.4552243693884184,-1.5158122228325253,-1.5158122228325253,-1.5158122228325253,-1.4444847622615617,-1.4444847622615617,-1.4444847622615617
2018-07-29,-1.3820923175242423,-1.3820923175242423,-1.3820923175242423,-1.4024010986645092,-1.4024010986645092,-1.4024010986645092,-1.3611868624335361,-1.3611868624335361,-1.3611868624335361,-1.3931588882080141,-1.3931588882080141,-1.3931588882080141
2018-08-05,-1.330030169061515,-1.330030169061515,-1.330030169061515,-1.3451009282971933,-1.3451009282971933,-1.3451009282971933,-1.3120904147440364,-1.3120904147440364,-1.3120904147440364,-1.3380262674301497,-1.3380262674301497,-1.3380262674301497
2018-08-12,-1.312483480842187,-1.312483480842187,-1.312483480842187,-1.3295255753919488,-1.3295255753919488,-1.3295255753919488,-1.2969523682654438,-1.2969523682654438,-1.2969523682654438,-1.324887180148709,-1.324887180148709,-1.324887180148709
2018-08-19,-0.912471908522343,-0.912471908522343,-0.912471908522343,-0.8826990507515189,-0.8826990507515189,-0.8826990507515189,-0.8990671363956727,-0.8990671363956727,-0.8990671363956727,-0.8864650150750437,-0.8864650150750437,-0.8864650150750437
2018-08-26,-0.7404071962897144,-0.7404071962897144,-0.7404071962897144,-0.6960705522326458,-0.6960705522326458,-0.6960705522326458,-0.7274842940333998,-0.7274842940333998,-0.7274842940333998,-0.6884589388364022,-0.6884589388364022,-0.6884589388364022
2018-09-02,-0.8775281397351409,-0.8775281397351409,-0.8775281397351409,-0.9042548249114519,-0.9042548249114519,-0.9042548249114519,-0.8646623220321453,-0.8646623220321453,-0.8646623220321453,-0.8991918266885861,-0.8991918266885861,-0.8991918266885861
2018-09-09,-0.6246139693558225,-0.6246139693558225,-0.6246139693558225,-0.5892709736214488,-0.5892709736214488,-0.5892709736214488,-0.6126675362189291,-0.6126675362189291,-0.6126675362189291,-0.5827734954729987,-0.5827734954729987,-0.5827734954729987
2018-09-16,-0.4025735690522636,-0.4025735690522636,-0.4025735690522636,-0.43165363449367483,-0.43165363449367483,-0.43165363449367483,-0.3908234750813965,-0.3908234750813965,-0.3908234750813965,-0.4248512594802387,-0.4248512594802387,-0.4248512594802387
2018-09-23,-0.13585010745645865,-0.13585010745645865,-0.13585010745645865,-0.07902883195783127,-0.07902883195783127,-0.07902883195783127,-0.17630120843749356,-0.17630120843749356,-0.17630120843749356,-0.07696839481815869,-0.07696839481815869,-0.07696839481815869
2018-09-30,-0.6912606955901882,-0.6912606955901882,-0.6912606955901882,-0.7293656608507594,-0.7293656608507594,-0.7293656608507594,-0.6737393070650078,-0.6737393070650078,-0.6737393070650078,-0.7223772393437198,-0.7223772393437198,-0.7223772393437198
2018-10-07,-1.5927222812173876,-1.5927222812173876,-1.5927222812173876,-1.620940276792198,-1.620940276792198,-1.620940276792198,-1.5735135494060777,-1.5735135494060777,-1.5735135494060777,-1.6167636562177936,-1.6167636562177936,-1.6167636562177936
2018-10-14,-1.6790833730729404,-1.6790833730729404,-1.6790833730729404,-1.6852664346105735,-1.6852664346105735,-1.6852664346105735,-1.663739082601861,-1.663739082601861,-1.663739082601861,-1.6912225022931586,-1.6912225022931586,-1.6912225022931586
2018-10-21,-2.668243980656538,-2.668243980656538,-2.668243980656538,-2.672037488739015,-2.672037488739015,-2.672037488739015,-2.8022278854480507,-2.8022278854480507,-2.8022278854480507,-2.8139980216829548,-2.8139980216829548,-2.8139980216829548
2018-10-28,-1.789249087147928,-1.789249087147928,-1.789249087147928,-1.773104784423615,-1.773104784423615,-1.773104784423615,-1.711354366406966,-1.711354366406966,-1.711354366406966,-1.7039389233862867,-1.7039389233862867,-1.7039389233862867
2018-11-04,-1.6855768216328706,-1.6855768216328706,-1.6855768216328706,-1.6849941812473637,-1.6849941812473637,-1.6849941812473637,-1.6162738218149946,-1.6162738218149946,-1.6162738218149946,-1.6162415869717897,-1.6162415869717897,-1.6162415869717897
2018-11-11,-1.3776702526198374,-1.3776702526198374,-1.3776702526198374,-1.2617472956217848,-1.2617472956217848,-1.2617472956217848,-1.3224273134261026,-1.3224273134261026,-1.3224273134261026,-1.20967563922914,-1.20967563922914,-1.20967563922914
2018-11-18,-1.5410188983998556,-1.5410188983998556,-1.5410188983998556,-1.550905986898369,-1.550905986898369,-1.550905986898369,-1.6235801461169679,-1.6235801461169679,-1.6235801461169679,-1.6275139335165079,-1.6275139335165079,-1.6275139335165079
2018-11-25,-1.1709273513751741,-1.1709273513751741,-1.1709273513751741,-1.057926264839137,-1.057926264839137,-1.057926264839137,-1.111354616680718,-1.111354616680718,-1.111354616680718,-1.0014632539834298,-1.0014632539834298,-1.0014632539834298
2018-12-02,-0.8300622369118008,-0.8300622369118008,-0.8300622369118008,-0.8578489282957892,-0.8578489282957892,-0.8578489282957892,-0.7825698890188976,-0.7825698890188976,-0.7825698890188976,-0.8107940407786262,-0.8107940407786262,-0.8107940407786262
2018-12-09,-0.6729317377072839,-0.6729317377072839,-0.6729317377072839,-0.6997409015737641,-0.6997409015737641,-0.6997409015737641,-0.6327642774862541,-0.6327642774862541,-0.6327642774862541,-0.6583427994990294,-0.6583427994990294,-0.6583427994990294
2018-12-16,-1.1996868162122838,-1.1996868162122838,-1.1996868162122838,-1.2165859329815076,-1.2165859329815076,-1.2165859329815076,-1.149905974561764,-1.149905974561764,-1.149905974561764,-1.164233735050635,-1.164233735050635,-1.164233735050635
2018-12-23,-1.096890253071108,-1.096890253071108,-1.096890253071108,-0.9711838871627965,-0.9711838871627965,-0.9711838871627965,-1.0807066301668904,-1.0807066301668904,-1.0807066301668904,-0.9278728670571803,-0.9278728670571803,-0.9278728670571803
2018-12-30,-1.1591844049774342,-1.1591844049774342,-1.1591844049774342,-0.9662671898367075,-0.9662671898367075,-0.9662671898367075,-1.1148265657253187,-1.1148265657253187,-1.1148265657253187,-0.9256096784618894,-0.9256096784618894,-0.9256096784618894
2019-01-06,-0.938743618419726,-0.938743618419726,-0.938743618419726,-0.9897359651270515,-0.9897359651270515,-0.9897359651270515,-1.031869847985139,-1.031869847985139,-1.031869847985139,-0.9912548753315763,-0.9912548753315763,-0.9912548753315763
2019-01-13,-0.05311636921442266,-0.05311636921442266,-0.05311636921442266,-0.10027827116957246,-0.10027827116957246,-0.10027827116957246,-0.019989619433458027,-0.019989619433458027,-0.019989619433458027,-0.07517985312611368,-0.07517985312611368,-0.07517985312611368
2019-01-20,-0.25186589789809055,-0.25186589789809055,-0.25186589789809055,-0.3016145289296679,-0.3016145289296679,-0.3016145289296679,-0.21245625327526746,-0.21245625327526746,-0.21245625327526746,-0.27046630861421966,-0.27046630861421966,-0.27046630861421966
2019-01-27,0.7463981586968331,0.7463981586968331,0.7463981586968331,0.7074920667636484,0.7074920667636484,0.7074920667636484,0.7630421836317569,0.7630421836317569,0.7630421836317569,0.7133793325904658,0.7133793325904658,0.7133793325904658
2019-02-03,0.23859100425299679,0.23859100425299679,0.23859100425299679,0.2067087871867813,0.2067087871867813,0.2067087871867813,0.2727693704350984,0.2727693704350984,0.2727693704350984,0.22903722939396953,0.22903722939396953,0.22903722939396953
2019-02-10,0.5923215721965285,0.5923215721965285,0.5923215721965285,0.5511927309568256,0.5511927309568256,0.5511927309568256,0.6031671936792147,0.6031671936792147,0.6031671936792147,0.5588139949150019,0.5588139949150019,0.5588139949150019
2019-02-17,0.3680140586602505,0.3680140586602505,0.3680140586602505,0.30148063128721064,0.30148063128721064,0.30148063128721064,0.39494079756040007,0.39494079756040007,0.39494079756040007,0.3254070702088231,0.3254070702088231,0.3254070702088231
2019-02-24,0.6663788538965678,0.6663788538965678,0.6663788538965678,0.615491214919599,0.615491214919599,0.615491214919599,0.6659438068645653,0.6659438068645653,0.6659438068645653,0.6122218297277321,0.6122218297277321,0.6122218297277321
2019-03-03,0.24074681669429193,0.24074681669429193,0.24074681669429193,0.16264977915796922,0.16264977915796922,0.16264977915796922,0.28090342698427506,0.28090342698427506,0.28090342698427506,0.19884397395187575,0.19884397395187575,0.19884397395187575
