Date,SPDR Dow Jones International Real EstateEtf_Open_average,SPDR Dow Jones International Real EstateEtf_Open_max,SPDR Dow Jones International Real EstateEtf_Open_min,SPDR Dow Jones International Real EstateEtf_High_average,SPDR Dow Jones International Real EstateEtf_High_max,SPDR Dow Jones International Real EstateEtf_High_min,SPDR Dow Jones International Real EstateEtf_Low_average,SPDR Dow Jones International Real EstateEtf_Low_max,SPDR Dow Jones International Real EstateEtf_Low_min,SPDR Dow Jones International Real EstateEtf_Close_average,SPDR Dow Jones International Real EstateEtf_Close_max,SPDR Dow Jones International Real EstateEtf_Close_min
2018-05-27,-0.32950246473605616,-0.32950246473605616,-0.32950246473605616,-0.4193678421883953,-0.4193678421883953,-0.4193678421883953,-0.2214431006260892,-0.2214431006260892,-0.2214431006260892,-0.3662100023141983,-0.3662100023141983,-0.3662100023141983
2018-06-03,0.1553237477870814,0.1553237477870814,0.1553237477870814,0.021361335118873313,0.021361335118873313,0.021361335118873313,0.16014414596594226,0.16014414596594226,0.16014414596594226,0.13641331893534606,0.13641331893534606,0.13641331893534606
2018-06-10,-1.2638235243673095,-1.2638235243673095,-1.2638235243673095,-1.4287747948774927,-1.4287747948774927,-1.4287747948774927,-0.9095850704524695,-0.9095850704524695,-0.9095850704524695,-1.1618812962970733,-1.1618812962970733,-1.1618812962970733
2018-06-17,-1.0384232660880275,-1.0384232660880275,-1.0384232660880275,-1.3408429842000773,-1.3408429842000773,-1.3408429842000773,-0.8828277039390544,-0.8828277039390544,-0.8828277039390544,-1.255444870336498,-1.255444870336498,-1.255444870336498
2018-06-24,-1.8342106678627312,-1.8342106678627312,-1.8342106678627312,-1.8872149242761265,-1.8872149242761265,-1.8872149242761265,-1.6022492407471924,-1.6022492407471924,-1.6022492407471924,-1.6902632707460774,-1.6902632707460774,-1.6902632707460774
2018-07-01,-0.8596334414248293,-0.8596334414248293,-0.8596334414248293,-0.7464619047176014,-0.7464619047176014,-0.7464619047176014,-0.6650751948364337,-0.6650751948364337,-0.6650751948364337,-0.6819377146855382,-0.6819377146855382,-0.6819377146855382
2018-07-08,-1.1657044875428637,-1.1657044875428637,-1.1657044875428637,-1.266981115744437,-1.266981115744437,-1.266981115744437,-1.0381000564057998,-1.0381000564057998,-1.0381000564057998,-1.0166778800940697,-1.0166778800940697,-1.0166778800940697
2018-07-15,-1.2030942141293484,-1.2030942141293484,-1.2030942141293484,-0.97491543740869,-0.97491543740869,-0.97491543740869,-1.0267865257553042,-1.0267865257553042,-1.0267865257553042,-0.7031585833826073,-0.7031585833826073,-0.7031585833826073
2018-07-22,-0.6903965653666981,-0.6903965653666981,-0.6903965653666981,-0.760756672997888,-0.760756672997888,-0.760756672997888,-0.7130828828941979,-0.7130828828941979,-0.7130828828941979,-0.809344201803435,-0.809344201803435,-0.809344201803435
2018-07-29,-1.1097329619753167,-1.1097329619753167,-1.1097329619753167,-0.9106185568188785,-0.9106185568188785,-0.9106185568188785,-0.9513437281074095,-0.9513437281074095,-0.9513437281074095,-0.6780095875838618,-0.6780095875838618,-0.6780095875838618
