Date,PowerShares DB US Dollar Bearish_Open_average,PowerShares DB US Dollar Bearish_Open_max,PowerShares DB US Dollar Bearish_Open_min,PowerShares DB US Dollar Bearish_High_average,PowerShares DB US Dollar Bearish_High_max,PowerShares DB US Dollar Bearish_High_min,PowerShares DB US Dollar Bearish_Low_average,PowerShares DB US Dollar Bearish_Low_max,PowerShares DB US Dollar Bearish_Low_min,PowerShares DB US Dollar Bearish_Close_average,PowerShares DB US Dollar Bearish_Close_max,PowerShares DB US Dollar Bearish_Close_min
2018-04-08,0.725983342143559,0.725983342143559,0.725983342143559,0.467269313516003,0.467269313516003,0.467269313516003,0.6389449457328258,0.6389449457328258,0.6389449457328258,0.6320113052033299,0.6320113052033299,0.6320113052033299
2018-04-15,-2.0188342807389135,-2.0188342807389135,-2.0188342807389135,-2.156041823378777,-2.156041823378777,-2.156041823378777,-2.3277523952358665,-2.3277523952358665,-2.3277523952358665,-2.4125888685712895,-2.4125888685712895,-2.4125888685712895
2018-04-22,-2.6214237764214756,-2.6214237764214756,-2.6214237764214756,-2.5360535897585703,-2.5360535897585703,-2.5360535897585703,-2.532630023410807,-2.532630023410807,-2.532630023410807,-2.593337980270907,-2.593337980270907,-2.593337980270907
2018-04-29,-2.461156149143544,-2.461156149143544,-2.461156149143544,-2.4473798856979414,-2.4473798856979414,-2.4473798856979414,-2.4286191209553727,-2.4286191209553727,-2.4286191209553727,-2.4059443235360165,-2.4059443235360165,-2.4059443235360165
2018-05-06,-1.5883968851460586,-1.5883968851460586,-1.5883968851460586,-1.6414795026542308,-1.6414795026542308,-1.6414795026542308,-1.7148232812341129,-1.7148232812341129,-1.7148232812341129,-1.7632032611150934,-1.7632032611150934,-1.7632032611150934
2018-05-13,-2.0679966935053478,-2.0679966935053478,-2.0679966935053478,-2.0353081316955928,-2.0353081316955928,-2.0353081316955928,-2.040564936395406,-2.040564936395406,-2.040564936395406,-1.9402649723837289,-1.9402649723837289,-1.9402649723837289
2018-05-20,-1.8302344506217056,-1.8302344506217056,-1.8302344506217056,-1.8560747249169653,-1.8560747249169653,-1.8560747249169653,-1.783555385301511,-1.783555385301511,-1.783555385301511,-1.8281940049977072,-1.8281940049977072,-1.8281940049977072
2018-05-27,-1.3703055145158856,-1.3703055145158856,-1.3703055145158856,-1.3884030218308845,-1.3884030218308845,-1.3884030218308845,-1.4007744845372274,-1.4007744845372274,-1.4007744845372274,-1.417248256440547,-1.417248256440547,-1.417248256440547
2018-06-03,-1.0122417559425103,-1.0122417559425103,-1.0122417559425103,-1.0270828156903056,-1.0270828156903056,-1.0270828156903056,-1.0043242600182132,-1.0043242600182132,-1.0043242600182132,-1.003874335546299,-1.003874335546299,-1.003874335546299
2018-06-10,-1.4110749063534394,-1.4110749063534394,-1.4110749063534394,-1.3960207247607948,-1.3960207247607948,-1.3960207247607948,-1.3619053888200685,-1.3619053888200685,-1.3619053888200685,-1.3295122407319795,-1.3295122407319795,-1.3295122407319795
2018-06-17,-1.049698545990667,-1.049698545990667,-1.049698545990667,-1.0241473042780902,-1.0241473042780902,-1.0241473042780902,-1.0104288621237185,-1.0104288621237185,-1.0104288621237185,-1.0011710819579116,-1.0011710819579116,-1.0011710819579116
2018-06-24,-1.2005594730507838,-1.2005594730507838,-1.2005594730507838,-1.202051963531916,-1.202051963531916,-1.202051963531916,-1.173045520660534,-1.173045520660534,-1.173045520660534,-1.1513514094658663,-1.1513514094658663,-1.1513514094658663
2018-07-01,-0.4766653579295472,-0.4766653579295472,-0.4766653579295472,-0.5274499392709369,-0.5274499392709369,-0.5274499392709369,-0.6035542828156928,-0.6035542828156928,-0.6035542828156928,-0.5977145488579146,-0.5977145488579146,-0.5977145488579146
2018-07-08,-0.7923037670472701,-0.7923037670472701,-0.7923037670472701,-0.805098629067069,-0.805098629067069,-0.805098629067069,-0.7715114396984969,-0.7715114396984969,-0.7715114396984969,-0.8005039424382571,-0.8005039424382571,-0.8005039424382571
2018-07-15,-0.7343886280258589,-0.7343886280258589,-0.7343886280258589,-0.8101663037025073,-0.8101663037025073,-0.8101663037025073,-0.7760631633464993,-0.7760631633464993,-0.7760631633464993,-0.8143045372572106,-0.8143045372572106,-0.8143045372572106
2018-07-22,-0.600760703492105,-0.600760703492105,-0.600760703492105,-0.4712995222599774,-0.4712995222599774,-0.4712995222599774,-0.5187511429125344,-0.5187511429125344,-0.5187511429125344,-0.46144226230315655,-0.46144226230315655,-0.46144226230315655
2018-07-29,-1.436521717900958,-1.436521717900958,-1.436521717900958,-1.4456562930746504,-1.4456562930746504,-1.4456562930746504,-1.4763136543537958,-1.4763136543537958,-1.4763136543537958,-1.5883144426372966,-1.5883144426372966,-1.5883144426372966
2018-08-05,-2.1918837806881584,-2.1918837806881584,-2.1918837806881584,-2.295382946631874,-2.295382946631874,-2.295382946631874,-2.4084187075334706,-2.4084187075334706,-2.4084187075334706,-2.4423271249258467,-2.4423271249258467,-2.4423271249258467
2018-08-12,-1.6460009601798318,-1.6460009601798318,-1.6460009601798318,-1.5795936568495206,-1.5795936568495206,-1.5795936568495206,-1.6719383997460686,-1.6719383997460686,-1.6719383997460686,-1.505453824615678,-1.505453824615678,-1.505453824615678
2018-08-19,-0.39845231887677646,-0.39845231887677646,-0.39845231887677646,-0.1252594267884864,-0.1252594267884864,-0.1252594267884864,-0.3002623506779348,-0.3002623506779348,-0.3002623506779348,-0.04089230020963693,-0.04089230020963693,-0.04089230020963693
2018-08-26,-0.1468270134104217,-0.1468270134104217,-0.1468270134104217,-0.1877187658099316,-0.1877187658099316,-0.1877187658099316,-0.3601473989896256,-0.3601473989896256,-0.3601473989896256,-0.4219177682099623,-0.4219177682099623,-0.4219177682099623
2018-09-02,-0.23471753094078746,-0.23471753094078746,-0.23471753094078746,-0.4035765399113352,-0.4035765399113352,-0.4035765399113352,-0.1705763132629183,-0.1705763132629183,-0.1705763132629183,-0.29923299721232854,-0.29923299721232854,-0.29923299721232854
2018-09-09,0.5088835086215924,0.5088835086215924,0.5088835086215924,0.5319573157256414,0.5319573157256414,0.5319573157256414,0.6375587510750019,0.6375587510750019,0.6375587510750019,0.5684525467198998,0.5684525467198998,0.5684525467198998
2018-09-16,1.3905539646398546,1.3905539646398546,1.3905539646398546,1.2773896198269405,1.2773896198269405,1.2773896198269405,1.1693618846006386,1.1693618846006386,1.1693618846006386,1.000593696552691,1.000593696552691,1.000593696552691
2018-09-23,-0.4608865907464123,-0.4608865907464123,-0.4608865907464123,-0.48360893809840627,-0.48360893809840627,-0.48360893809840627,-0.4927186381965601,-0.4927186381965601,-0.4927186381965601,-0.580793266271028,-0.580793266271028,-0.580793266271028
2018-09-30,-1.3410088500404536,-1.3410088500404536,-1.3410088500404536,-1.1650439680079756,-1.1650439680079756,-1.1650439680079756,-1.2237572306457634,-1.2237572306457634,-1.2237572306457634,-1.0381995881309551,-1.0381995881309551,-1.0381995881309551
2018-10-07,-0.09770503350562273,-0.09770503350562273,-0.09770503350562273,-0.024987509367199998,-0.024987509367199998,-0.024987509367199998,0.03488355248268538,0.03488355248268538,0.03488355248268538,-0.07102406260163192,-0.07102406260163192,-0.07102406260163192
2018-10-14,-1.1114673175059302,-1.1114673175059302,-1.1114673175059302,-1.3230306529416964,-1.3230306529416964,-1.3230306529416964,-1.0755342575324889,-1.0755342575324889,-1.0755342575324889,-1.2290514060588362,-1.2290514060588362,-1.2290514060588362
2018-10-21,-1.6993343571961723,-1.6993343571961723,-1.6993343571961723,-1.7181086860029953,-1.7181086860029953,-1.7181086860029953,-1.664043761432042,-1.664043761432042,-1.664043761432042,-1.732074924457275,-1.732074924457275,-1.732074924457275
2018-10-28,-1.1723264333989254,-1.1723264333989254,-1.1723264333989254,-1.1866830618897743,-1.1866830618897743,-1.1866830618897743,-1.1721057015904774,-1.1721057015904774,-1.1721057015904774,-1.1381902195853777,-1.1381902195853777,-1.1381902195853777
2018-11-04,-1.8084381201926878,-1.8084381201926878,-1.8084381201926878,-1.9176900129080927,-1.9176900129080927,-1.9176900129080927,-2.0944754069402873,-2.0944754069402873,-2.0944754069402873,-2.153853478473767,-2.153853478473767,-2.153853478473767
2018-11-11,-0.7577882325917393,-0.7577882325917393,-0.7577882325917393,-0.7475687263234048,-0.7475687263234048,-0.7475687263234048,-0.7753596402599873,-0.7753596402599873,-0.7753596402599873,-0.7748159047733445,-0.7748159047733445,-0.7748159047733445
2018-11-18,-1.110771610536718,-1.110771610536718,-1.110771610536718,-1.1951923127429043,-1.1951923127429043,-1.1951923127429043,-1.3551266400468498,-1.3551266400468498,-1.3551266400468498,-1.4195604264299557,-1.4195604264299557,-1.4195604264299557
2018-11-25,-1.0944751702915443,-1.0944751702915443,-1.0944751702915443,-1.1247829266105918,-1.1247829266105918,-1.1247829266105918,-1.01558333280665,-1.01558333280665,-1.01558333280665,-0.9650348274437551,-0.9650348274437551,-0.9650348274437551
2018-12-02,-0.7557209219477956,-0.7557209219477956,-0.7557209219477956,-0.8240596527503341,-0.8240596527503341,-0.8240596527503341,-1.0412097592063616,-1.0412097592063616,-1.0412097592063616,-1.034339888309125,-1.034339888309125,-1.034339888309125
2018-12-09,-0.9932619182785338,-0.9932619182785338,-0.9932619182785338,-0.9704525261094047,-0.9704525261094047,-0.9704525261094047,-0.9095439208267496,-0.9095439208267496,-0.9095439208267496,-0.9045184736739863,-0.9045184736739863,-0.9045184736739863
2018-12-16,-0.33892350916469866,-0.33892350916469866,-0.33892350916469866,-0.43473215022622036,-0.43473215022622036,-0.43473215022622036,-1.5308738134788402,-1.5308738134788402,-1.5308738134788402,-1.2414243169605708,-1.2414243169605708,-1.2414243169605708
2018-12-23,-1.4111701794657798,-1.4111701794657798,-1.4111701794657798,-1.34153790224891,-1.34153790224891,-1.34153790224891,-0.9480042139910373,-0.9480042139910373,-0.9480042139910373,-0.9050036173231321,-0.9050036173231321,-0.9050036173231321
2018-12-30,-0.6008101557331549,-0.6008101557331549,-0.6008101557331549,-0.5314706068714983,-0.5314706068714983,-0.5314706068714983,-0.2547984313685454,-0.2547984313685454,-0.2547984313685454,-0.23429764763975103,-0.23429764763975103,-0.23429764763975103
2019-01-06,-0.3453331642195757,-0.3453331642195757,-0.3453331642195757,-0.26474515906641377,-0.26474515906641377,-0.26474515906641377,0.06725093453740504,0.06725093453740504,0.06725093453740504,0.03359249761751236,0.03359249761751236,0.03359249761751236
2019-01-13,-1.5925482509591553,-1.5925482509591553,-1.5925482509591553,-1.6168895559212364,-1.6168895559212364,-1.6168895559212364,-1.0323070823540585,-1.0323070823540585,-1.0323070823540585,-1.3253538080688776,-1.3253538080688776,-1.3253538080688776
2019-01-20,-0.3394352567917401,-0.3394352567917401,-0.3394352567917401,-0.23209550163641354,-0.23209550163641354,-0.23209550163641354,0.06727542264514928,0.06727542264514928,0.06727542264514928,0.10920793424464813,0.10920793424464813,0.10920793424464813
2019-01-27,-0.10186419554069788,-0.10186419554069788,-0.10186419554069788,-0.22315202819587507,-0.22315202819587507,-0.22315202819587507,0.2264554068289151,0.2264554068289151,0.2264554068289151,0.06540913557108088,0.06540913557108088,0.06540913557108088
2019-02-03,-2.5714238411248687,-2.5714238411248687,-2.5714238411248687,-2.3828036278861267,-2.3828036278861267,-2.3828036278861267,-2.1371546659712224,-2.1371546659712224,-2.1371546659712224,-2.369876192097056,-2.369876192097056,-2.369876192097056
2019-02-10,-1.9815331332748347,-1.9815331332748347,-1.9815331332748347,-1.9752388599092663,-1.9752388599092663,-1.9752388599092663,-1.967469416934829,-1.967469416934829,-1.967469416934829,-1.69918917662369,-1.69918917662369,-1.69918917662369
2019-02-17,-0.7526656486908224,-0.7526656486908224,-0.7526656486908224,-0.9444002816030282,-0.9444002816030282,-0.9444002816030282,-0.6991880801985708,-0.6991880801985708,-0.6991880801985708,-0.7385837559976544,-0.7385837559976544,-0.7385837559976544
2019-02-24,-1.0477874254589115,-1.0477874254589115,-1.0477874254589115,-1.229242914792367,-1.229242914792367,-1.229242914792367,-1.0511228924527918,-1.0511228924527918,-1.0511228924527918,-1.0325831151812097,-1.0325831151812097,-1.0325831151812097
2019-03-03,-1.7448584470776094,-1.7448584470776094,-1.7448584470776094,-1.7001263712305303,-1.7001263712305303,-1.7001263712305303,-1.615102688234575,-1.615102688234575,-1.615102688234575,-1.6407513622602856,-1.6407513622602856,-1.6407513622602856
2019-03-10,-0.3672308719048994,-0.3672308719048994,-0.3672308719048994,-0.5065793538165697,-0.5065793538165697,-0.5065793538165697,-0.35226820498567973,-0.35226820498567973,-0.35226820498567973,-0.39554140507968794,-0.39554140507968794,-0.39554140507968794
2019-03-17,-0.460630813734685,-0.460630813734685,-0.460630813734685,-0.3919943992653756,-0.3919943992653756,-0.3919943992653756,-0.27869521000437963,-0.27869521000437963,-0.27869521000437963,-0.43102491150813144,-0.43102491150813144,-0.43102491150813144
2019-03-24,-1.2316557765892822,-1.2316557765892822,-1.2316557765892822,-1.353271940546698,-1.353271940546698,-1.353271940546698,-1.3114329389678914,-1.3114329389678914,-1.3114329389678914,-1.5075567228888105,-1.5075567228888105,-1.5075567228888105
2019-03-31,-0.810737670125013,-0.810737670125013,-0.810737670125013,-0.9757560842277497,-0.9757560842277497,-0.9757560842277497,-0.8755736993873318,-0.8755736993873318,-0.8755736993873318,-1.0486114468388585,-1.0486114468388585,-1.0486114468388585
