Date,WisdomTree International SmallCap DividendEtf_Open_average,WisdomTree International SmallCap DividendEtf_Open_max,WisdomTree International SmallCap DividendEtf_Open_min,WisdomTree International SmallCap DividendEtf_High_average,WisdomTree International SmallCap DividendEtf_High_max,WisdomTree International SmallCap DividendEtf_High_min,WisdomTree International SmallCap DividendEtf_Low_average,WisdomTree International SmallCap DividendEtf_Low_max,WisdomTree International SmallCap DividendEtf_Low_min,WisdomTree International SmallCap DividendEtf_Close_average,WisdomTree International SmallCap DividendEtf_Close_max,WisdomTree International SmallCap DividendEtf_Close_min
2018-05-27,-0.8634802848007729,-0.8634802848007729,-0.8634802848007729,-0.9033922630702788,-0.9033922630702788,-0.9033922630702788,-0.6337050320540353,-0.6337050320540353,-0.6337050320540353,-0.7901455940180593,-0.7901455940180593,-0.7901455940180593
2018-06-03,-0.19714336336596455,-0.19714336336596455,-0.19714336336596455,-0.25487480897772513,-0.25487480897772513,-0.25487480897772513,-0.0774089614958238,-0.0774089614958238,-0.0774089614958238,-0.14245251764164113,-0.14245251764164113,-0.14245251764164113
2018-06-10,-0.8526879827691981,-0.8526879827691981,-0.8526879827691981,-1.0864930192465057,-1.0864930192465057,-1.0864930192465057,-0.7303491211601435,-0.7303491211601435,-0.7303491211601435,-0.9564235447168283,-0.9564235447168283,-0.9564235447168283
2018-06-17,-1.9977596140611227,-1.9977596140611227,-1.9977596140611227,-1.9735316170945294,-1.9735316170945294,-1.9735316170945294,-1.4606102874745306,-1.4606102874745306,-1.4606102874745306,-1.841609166128396,-1.841609166128396,-1.841609166128396
2018-06-24,-3.3132559436598887,-3.3132559436598887,-3.3132559436598887,-3.3064583382397985,-3.3064583382397985,-3.3064583382397985,-3.1435280974272013,-3.1435280974272013,-3.1435280974272013,-3.1482257979441313,-3.1482257979441313,-3.1482257979441313
2018-07-01,-2.624582594740717,-2.624582594740717,-2.624582594740717,-2.642534353746492,-2.642534353746492,-2.642534353746492,-2.5603245353275925,-2.5603245353275925,-2.5603245353275925,-2.5324152296989477,-2.5324152296989477,-2.5324152296989477
2018-07-08,-2.1899509206806185,-2.1899509206806185,-2.1899509206806185,-2.254782964493233,-2.254782964493233,-2.254782964493233,-2.130787587186661,-2.130787587186661,-2.130787587186661,-2.1683927998956314,-2.1683927998956314,-2.1683927998956314
2018-07-15,-1.772994892729078,-1.772994892729078,-1.772994892729078,-1.7767044530985152,-1.7767044530985152,-1.7767044530985152,-1.7267567875472267,-1.7267567875472267,-1.7267567875472267,-1.7496884869643388,-1.7496884869643388,-1.7496884869643388
2018-07-22,-1.0658529586327132,-1.0658529586327132,-1.0658529586327132,-1.1132493132382253,-1.1132493132382253,-1.1132493132382253,-1.1190564881042704,-1.1190564881042704,-1.1190564881042704,-1.1503459655266912,-1.1503459655266912,-1.1503459655266912
2018-07-29,-1.409569528283636,-1.409569528283636,-1.409569528283636,-1.4645925026935138,-1.4645925026935138,-1.4645925026935138,-1.386292012292021,-1.386292012292021,-1.386292012292021,-1.4200251107938864,-1.4200251107938864,-1.4200251107938864
