Date,PowerShares FTSE International Low Beta Equal Weig_etf_Open_average,PowerShares FTSE International Low Beta Equal Weig_etf_Open_max,PowerShares FTSE International Low Beta Equal Weig_etf_Open_min,PowerShares FTSE International Low Beta Equal Weig_etf_High_average,PowerShares FTSE International Low Beta Equal Weig_etf_High_max,PowerShares FTSE International Low Beta Equal Weig_etf_High_min,PowerShares FTSE International Low Beta Equal Weig_etf_Low_average,PowerShares FTSE International Low Beta Equal Weig_etf_Low_max,PowerShares FTSE International Low Beta Equal Weig_etf_Low_min,PowerShares FTSE International Low Beta Equal Weig_etf_Close_average,PowerShares FTSE International Low Beta Equal Weig_etf_Close_max,PowerShares FTSE International Low Beta Equal Weig_etf_Close_min
2018-04-08,-0.2589679187128111,-0.2589679187128111,-0.2589679187128111,-0.34959492436416456,-0.34959492436416456,-0.34959492436416456,-0.13986127978425994,-0.13986127978425994,-0.13986127978425994,-0.22217557901657486,-0.22217557901657486,-0.22217557901657486
2018-04-15,0.27878903751095335,0.27878903751095335,0.27878903751095335,0.2339376030587821,0.2339376030587821,0.2339376030587821,0.37735594492873153,0.37735594492873153,0.37735594492873153,0.2708834521509938,0.2708834521509938,0.2708834521509938
2018-04-22,0.624378143956384,0.624378143956384,0.624378143956384,1.0304228500239767,1.0304228500239767,1.0304228500239767,0.5772697882412798,0.5772697882412798,0.5772697882412798,1.0190486929064386,1.0190486929064386,1.0190486929064386
2018-04-29,0.6299659731504658,0.6299659731504658,0.6299659731504658,0.5845272140481902,0.5845272140481902,0.5845272140481902,0.4995531601834933,0.4995531601834933,0.4995531601834933,0.5715874690709128,0.5715874690709128,0.5715874690709128
2018-05-06,2.001462562706068,2.001462562706068,2.001462562706068,1.8502842545838816,1.8502842545838816,1.8502842545838816,1.6728853740703848,1.6728853740703848,1.6728853740703848,1.7247118940352892,1.7247118940352892,1.7247118940352892
2018-05-13,1.0420895692375727,1.0420895692375727,1.0420895692375727,1.2038475223034824,1.2038475223034824,1.2038475223034824,0.8362146858136204,0.8362146858136204,0.8362146858136204,0.5352483990068594,0.5352483990068594,0.5352483990068594
2018-05-20,0.03258177343288586,0.03258177343288586,0.03258177343288586,-0.14964229260563724,-0.14964229260563724,-0.14964229260563724,0.27913665839185337,0.27913665839185337,0.27913665839185337,0.04215460084685439,0.04215460084685439,0.04215460084685439
2018-05-27,-0.2968259008562391,-0.2968259008562391,-0.2968259008562391,0.23875314784594556,0.23875314784594556,0.23875314784594556,0.0,0.0,0.0,-0.011448763982792674,-0.011448763982792674,-0.011448763982792674
2018-06-03,0.40816956164422324,0.40816956164422324,0.40816956164422324,0.6019764538946172,0.6019764538946172,0.6019764538946172,0.6674136668209025,0.6674136668209025,0.6674136668209025,0.7965481614071683,0.7965481614071683,0.7965481614071683
2018-06-10,0.4490964680950639,0.4490964680950639,0.4490964680950639,0.1748905635440801,0.1748905635440801,0.1748905635440801,0.19140819912628623,0.19140819912628623,0.19140819912628623,-0.06266617152060959,-0.06266617152060959,-0.06266617152060959
2018-06-17,-1.844600086038167,-1.844600086038167,-1.844600086038167,-1.955493997465325,-1.955493997465325,-1.955493997465325,-1.9672645983097765,-1.9672645983097765,-1.9672645983097765,-1.9350818696501484,-1.9350818696501484,-1.9350818696501484
2018-06-24,-2.4098725979965883,-2.4098725979965883,-2.4098725979965883,-2.3658101051104117,-2.3658101051104117,-2.3658101051104117,-2.2241606051468215,-2.2241606051468215,-2.2241606051468215,-2.2017554468547664,-2.2017554468547664,-2.2017554468547664
2018-07-01,-2.2046248562979263,-2.2046248562979263,-2.2046248562979263,-2.1746157552915046,-2.1746157552915046,-2.1746157552915046,-2.311373410399538,-2.311373410399538,-2.311373410399538,-2.2340339870587065,-2.2340339870587065,-2.2340339870587065
2018-07-08,-1.6234116280615691,-1.6234116280615691,-1.6234116280615691,-1.620993580906142,-1.620993580906142,-1.620993580906142,-1.7658346476191664,-1.7658346476191664,-1.7658346476191664,-1.6237108677374088,-1.6237108677374088,-1.6237108677374088
2018-07-15,-1.1836136199016598,-1.1836136199016598,-1.1836136199016598,-1.194999550515049,-1.194999550515049,-1.194999550515049,-1.065179361724288,-1.065179361724288,-1.065179361724288,-1.1172010528743128,-1.1172010528743128,-1.1172010528743128
2018-07-22,-0.5759285272382744,-0.5759285272382744,-0.5759285272382744,-0.4584957255605451,-0.4584957255605451,-0.4584957255605451,-0.4597881809027735,-0.4597881809027735,-0.4597881809027735,-0.36236599391819996,-0.36236599391819996,-0.36236599391819996
2018-07-29,-1.1829705421742163,-1.1829705421742163,-1.1829705421742163,-0.9948840957879416,-0.9948840957879416,-0.9948840957879416,-1.1076477269665088,-1.1076477269665088,-1.1076477269665088,-0.9400286863111736,-0.9400286863111736,-0.9400286863111736
2018-08-05,-1.319703994827438,-1.319703994827438,-1.319703994827438,-1.3372878150356564,-1.3372878150356564,-1.3372878150356564,-1.3431771257785865,-1.3431771257785865,-1.3431771257785865,-1.426652623174575,-1.426652623174575,-1.426652623174575
2018-08-12,-1.912544013314069,-1.912544013314069,-1.912544013314069,-1.5416128166367844,-1.5416128166367844,-1.5416128166367844,-1.8416485284748816,-1.8416485284748816,-1.8416485284748816,-1.657856238566171,-1.657856238566171,-1.657856238566171
2018-08-19,-0.6639800647274914,-0.6639800647274914,-0.6639800647274914,-0.6793870240205183,-0.6793870240205183,-0.6793870240205183,-0.6233160790043083,-0.6233160790043083,-0.6233160790043083,-0.7394505608709663,-0.7394505608709663,-0.7394505608709663
2018-08-26,-0.47576227451403,-0.47576227451403,-0.47576227451403,-0.6111911579049188,-0.6111911579049188,-0.6111911579049188,-0.4021307937484911,-0.4021307937484911,-0.4021307937484911,-0.5138592679755893,-0.5138592679755893,-0.5138592679755893
2018-09-02,-1.512502823450167,-1.512502823450167,-1.512502823450167,-1.425954171706038,-1.425954171706038,-1.425954171706038,-1.515875215537144,-1.515875215537144,-1.515875215537144,-1.4656185524762864,-1.4656185524762864,-1.4656185524762864
2018-09-09,-0.6536363258079277,-0.6536363258079277,-0.6536363258079277,-0.5672710271979559,-0.5672710271979559,-0.5672710271979559,-0.6744208004023491,-0.6744208004023491,-0.6744208004023491,-0.8717511166806399,-0.8717511166806399,-0.8717511166806399
2018-09-16,1.2814936728511617,1.2814936728511617,1.2814936728511617,1.332606485213136,1.332606485213136,1.332606485213136,1.0077207012699065,1.0077207012699065,1.0077207012699065,0.927761490718976,0.927761490718976,0.927761490718976
2018-09-23,0.6767191896765147,0.6767191896765147,0.6767191896765147,0.5707679844722939,0.5707679844722939,0.5707679844722939,0.8144802527258949,0.8144802527258949,0.8144802527258949,0.7180329895584961,0.7180329895584961,0.7180329895584961
