Date,iShares US Consumer ServicesEtf_Open_average,iShares US Consumer ServicesEtf_Open_max,iShares US Consumer ServicesEtf_Open_min,iShares US Consumer ServicesEtf_High_average,iShares US Consumer ServicesEtf_High_max,iShares US Consumer ServicesEtf_High_min,iShares US Consumer ServicesEtf_Low_average,iShares US Consumer ServicesEtf_Low_max,iShares US Consumer ServicesEtf_Low_min,iShares US Consumer ServicesEtf_Close_average,iShares US Consumer ServicesEtf_Close_max,iShares US Consumer ServicesEtf_Close_min
2016-05-15,0.3239951222372394,0.3239951222372394,0.3239951222372394,0.3671373371670178,0.3671373371670178,0.3671373371670178,0.46342184499477584,0.46342184499477584,0.46342184499477584,0.4011070094917623,0.4011070094917623,0.4011070094917623
2016-05-22,0.7242030391779838,0.7242030391779838,0.7242030391779838,0.7259287204638148,0.7259287204638148,0.7259287204638148,0.8179150823758078,0.8179150823758078,0.8179150823758078,0.780606119043187,0.780606119043187,0.780606119043187
2016-05-29,0.9188805272008709,0.9188805272008709,0.9188805272008709,0.8091574648705873,0.8091574648705873,0.8091574648705873,0.7917146624631365,0.7917146624631365,0.7917146624631365,0.8320885866300691,0.8320885866300691,0.8320885866300691
2016-06-05,0.6416175265055545,0.6416175265055545,0.6416175265055545,0.5729609802715036,0.5729609802715036,0.5729609802715036,0.6436319031779002,0.6436319031779002,0.6436319031779002,0.5665811202392603,0.5665811202392603,0.5665811202392603
2016-06-12,0.34611950322046,0.34611950322046,0.34611950322046,0.22844774155387346,0.22844774155387346,0.22844774155387346,0.33686938017373147,0.33686938017373147,0.33686938017373147,0.20477876256375155,0.20477876256375155,0.20477876256375155
2016-06-19,-0.6414838738354052,-0.6414838738354052,-0.6414838738354052,-0.19523211221926545,-0.19523211221926545,-0.19523211221926545,-0.5297336119148085,-0.5297336119148085,-0.5297336119148085,-0.5867436840629192,-0.5867436840629192,-0.5867436840629192
2016-06-26,0.24306074890300225,0.24306074890300225,0.24306074890300225,0.4359691596822359,0.4359691596822359,0.4359691596822359,0.43964078799473094,0.43964078799473094,0.43964078799473094,0.5048049969278554,0.5048049969278554,0.5048049969278554
2016-07-03,1.329957337598376,1.329957337598376,1.329957337598376,1.7680783662605262,1.7680783662605262,1.7680783662605262,1.58695882270117,1.58695882270117,1.58695882270117,1.7450713903778343,1.7450713903778343,1.7450713903778343
2016-07-10,2.633729680156845,2.633729680156845,2.633729680156845,2.625510998009422,2.625510998009422,2.625510998009422,2.509868019949056,2.509868019949056,2.509868019949056,2.1583801731207757,2.1583801731207757,2.1583801731207757
2016-07-17,1.9443658990967472,1.9443658990967472,1.9443658990967472,2.1474194482422186,2.1474194482422186,2.1474194482422186,2.270211946548562,2.270211946548562,2.270211946548562,2.138247403623208,2.138247403623208,2.138247403623208
2016-07-24,1.7268693287947343,1.7268693287947343,1.7268693287947343,1.7510163173919606,1.7510163173919606,1.7510163173919606,1.8254765745092292,1.8254765745092292,1.8254765745092292,1.7059593969030162,1.7059593969030162,1.7059593969030162
