Date,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_min
2016-03-27,-0.42329536044239413,-0.42329536044239413,-0.42329536044239413,-0.37856228535643416,-0.37856228535643416,-0.37856228535643416,-0.42899112700423014,-0.42899112700423014,-0.42899112700423014,-0.5337235238450554,-0.5337235238450554,-0.5337235238450554
2016-04-03,-0.611742625241363,-0.611742625241363,-0.611742625241363,-0.6975982136064799,-0.6975982136064799,-0.6975982136064799,-0.6409960985690701,-0.6409960985690701,-0.6409960985690701,-0.7376394646862715,-0.7376394646862715,-0.7376394646862715
2016-04-10,-1.4806589539972654,-1.4806589539972654,-1.4806589539972654,-1.494579142450328,-1.494579142450328,-1.494579142450328,-1.536365687182991,-1.536365687182991,-1.536365687182991,-1.4775535635344783,-1.4775535635344783,-1.4775535635344783
2016-04-17,-1.9965385080918165,-1.9965385080918165,-1.9965385080918165,-1.8882964635005814,-1.8882964635005814,-1.8882964635005814,-2.012002303171788,-2.012002303171788,-2.012002303171788,-1.9442178928927458,-1.9442178928927458,-1.9442178928927458
2016-04-24,-2.0865832632387167,-2.0865832632387167,-2.0865832632387167,-2.1113557497634736,-2.1113557497634736,-2.1113557497634736,-2.111290052447916,-2.111290052447916,-2.111290052447916,-2.168687284811033,-2.168687284811033,-2.168687284811033
2016-05-01,-1.5454321144572665,-1.5454321144572665,-1.5454321144572665,-1.5888651426994378,-1.5888651426994378,-1.5888651426994378,-1.5404710941610351,-1.5404710941610351,-1.5404710941610351,-1.5889969862896982,-1.5889969862896982,-1.5889969862896982
2016-05-08,-1.0931399236198767,-1.0931399236198767,-1.0931399236198767,-1.119768980937654,-1.119768980937654,-1.119768980937654,-1.0746383715723598,-1.0746383715723598,-1.0746383715723598,-1.1543355656981724,-1.1543355656981724,-1.1543355656981724
2016-05-15,-0.7319611631837076,-0.7319611631837076,-0.7319611631837076,-0.6772478458915371,-0.6772478458915371,-0.6772478458915371,-0.6451952378709467,-0.6451952378709467,-0.6451952378709467,-0.6492678124545512,-0.6492678124545512,-0.6492678124545512
2016-05-22,-0.34864898346435286,-0.34864898346435286,-0.34864898346435286,-0.3268140928794061,-0.3268140928794061,-0.3268140928794061,-0.2353186677556742,-0.2353186677556742,-0.2353186677556742,-0.29482808993250115,-0.29482808993250115,-0.29482808993250115
2016-05-29,-0.3262131612924673,-0.3262131612924673,-0.3262131612924673,-0.3990908911539762,-0.3990908911539762,-0.3990908911539762,-0.3364769885296062,-0.3364769885296062,-0.3364769885296062,-0.40340346858497356,-0.40340346858497356,-0.40340346858497356
2016-06-05,-1.0393220439959006,-1.0393220439959006,-1.0393220439959006,-1.0336075545434074,-1.0336075545434074,-1.0336075545434074,-0.9694232122394173,-0.9694232122394173,-0.9694232122394173,-1.0369939594267032,-1.0369939594267032,-1.0369939594267032
2016-06-12,-0.9522403738724871,-0.9522403738724871,-0.9522403738724871,-0.9311977242494524,-0.9311977242494524,-0.9311977242494524,-0.9118060530247113,-0.9118060530247113,-0.9118060530247113,-0.9846501837860652,-0.9846501837860652,-0.9846501837860652
2016-06-19,-1.1433805314267786,-1.1433805314267786,-1.1433805314267786,-1.0791355657274253,-1.0791355657274253,-1.0791355657274253,-1.1144643233919593,-1.1144643233919593,-1.1144643233919593,-1.0749230807734114,-1.0749230807734114,-1.0749230807734114
2016-06-26,-1.7930180295279954,-1.7930180295279954,-1.7930180295279954,-1.8901390136227731,-1.8901390136227731,-1.8901390136227731,-2.0082749133594953,-2.0082749133594953,-2.0082749133594953,-2.0276273478871425,-2.0276273478871425,-2.0276273478871425
2016-07-03,-1.9581257468182718,-1.9581257468182718,-1.9581257468182718,-1.960746704233079,-1.960746704233079,-1.960746704233079,-1.945060942751436,-1.945060942751436,-1.945060942751436,-1.986066757298245,-1.986066757298245,-1.986066757298245
2016-07-10,-1.7273505106787448,-1.7273505106787448,-1.7273505106787448,-1.7399306751142276,-1.7399306751142276,-1.7399306751142276,-1.5956933822230126,-1.5956933822230126,-1.5956933822230126,-1.609542396447966,-1.609542396447966,-1.609542396447966
