Date,ProShares Short MSCI EAFEEtf_Open_average,ProShares Short MSCI EAFEEtf_Open_max,ProShares Short MSCI EAFEEtf_Open_min,ProShares Short MSCI EAFEEtf_High_average,ProShares Short MSCI EAFEEtf_High_max,ProShares Short MSCI EAFEEtf_High_min,ProShares Short MSCI EAFEEtf_Low_average,ProShares Short MSCI EAFEEtf_Low_max,ProShares Short MSCI EAFEEtf_Low_min,ProShares Short MSCI EAFEEtf_Close_average,ProShares Short MSCI EAFEEtf_Close_max,ProShares Short MSCI EAFEEtf_Close_min
2016-05-15,-0.7555707861474887,-0.7555707861474887,-0.7555707861474887,-0.8013988855571591,-0.8013988855571591,-0.8013988855571591,-0.7305757819768581,-0.7305757819768581,-0.7305757819768581,-0.7287662976039795,-0.7287662976039795,-0.7287662976039795
2016-05-22,-1.2261566931585344,-1.2261566931585344,-1.2261566931585344,-1.2182814530951438,-1.2182814530951438,-1.2182814530951438,-1.1881823831279492,-1.1881823831279492,-1.1881823831279492,-1.2048827941576883,-1.2048827941576883,-1.2048827941576883
2016-05-29,-1.0163457648759375,-1.0163457648759375,-1.0163457648759375,-1.051448678427403,-1.051448678427403,-1.051448678427403,-1.0851299353227284,-1.0851299353227284,-1.0851299353227284,-1.128654056205495,-1.128654056205495,-1.128654056205495
2016-06-05,-0.6339285363797884,-0.6339285363797884,-0.6339285363797884,-0.46614343975966926,-0.46614343975966926,-0.46614343975966926,-0.5765406877070082,-0.5765406877070082,-0.5765406877070082,-0.4264746393804902,-0.4264746393804902,-0.4264746393804902
2016-06-12,0.05059759692144393,0.05059759692144393,0.05059759692144393,0.07957378809481547,0.07957378809481547,0.07957378809481547,-0.0391709302880283,-0.0391709302880283,-0.0391709302880283,-0.08215346865243055,-0.08215346865243055,-0.08215346865243055
2016-06-19,0.5194972928377035,0.5194972928377035,0.5194972928377035,0.43699061944849843,0.43699061944849843,0.43699061944849843,0.10957252342924376,0.10957252342924376,0.10957252342924376,0.6078155767900931,0.6078155767900931,0.6078155767900931
2016-06-26,-0.5678210027918977,-0.5678210027918977,-0.5678210027918977,-0.630445571298025,-0.630445571298025,-0.630445571298025,-0.504681468192075,-0.504681468192075,-0.504681468192075,-0.5278622791350096,-0.5278622791350096,-0.5278622791350096
2016-07-03,0.06047931141164047,0.06047931141164047,0.06047931141164047,-0.025415706665242687,-0.025415706665242687,-0.025415706665242687,0.053007272633020144,0.053007272633020144,0.053007272633020144,-0.06477075941100992,-0.06477075941100992,-0.06477075941100992
2016-07-10,-1.5142119314580258,-1.5142119314580258,-1.5142119314580258,-1.499170097661389,-1.499170097661389,-1.499170097661389,-1.525753654755063,-1.525753654755063,-1.525753654755063,-1.440602182979715,-1.440602182979715,-1.440602182979715
2016-07-17,-1.2732420613366513,-1.2732420613366513,-1.2732420613366513,-1.3811147998981248,-1.3811147998981248,-1.3811147998981248,-1.3299643568443853,-1.3299643568443853,-1.3299643568443853,-1.3806595907140733,-1.3806595907140733,-1.3806595907140733
2016-07-24,-1.6735694152521567,-1.6735694152521567,-1.6735694152521567,-1.7695849902201544,-1.7695849902201544,-1.7695849902201544,-1.9715527752518205,-1.9715527752518205,-1.9715527752518205,-1.9070665342791,-1.9070665342791,-1.9070665342791
2016-07-31,-1.2947380898343668,-1.2947380898343668,-1.2947380898343668,-1.4224893690573652,-1.4224893690573652,-1.4224893690573652,-1.4896048843451042,-1.4896048843451042,-1.4896048843451042,-1.5011395098227591,-1.5011395098227591,-1.5011395098227591
2016-08-07,-2.0206285172394987,-2.0206285172394987,-2.0206285172394987,-1.9899283037018314,-1.9899283037018314,-1.9899283037018314,-2.1281258384749386,-2.1281258384749386,-2.1281258384749386,-1.9471738683172513,-1.9471738683172513,-1.9471738683172513
2016-08-14,-1.6056030032438129,-1.6056030032438129,-1.6056030032438129,-1.6141445966951884,-1.6141445966951884,-1.6141445966951884,-1.7320391802867157,-1.7320391802867157,-1.7320391802867157,-1.688688382941079,-1.688688382941079,-1.688688382941079
