Date,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Open_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_High_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Low_min,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_average,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_max,VelocityShares Daily 2x VIX Short Term linked to SEtf_Close_min
2016-05-15,-0.9730301529419026,-0.9730301529419026,-0.9730301529419026,-1.0046882588590558,-1.0046882588590558,-1.0046882588590558,-0.9545492547501667,-0.9545492547501667,-0.9545492547501667,-0.9841481293366547,-0.9841481293366547,-0.9841481293366547
2016-05-22,-1.0360033403391196,-1.0360033403391196,-1.0360033403391196,-1.0553001099178734,-1.0553001099178734,-1.0553001099178734,-1.0356673220561021,-1.0356673220561021,-1.0356673220561021,-1.0574406919158412,-1.0574406919158412,-1.0574406919158412
2016-05-29,-1.0105236248301437,-1.0105236248301437,-1.0105236248301437,-0.9957193303872407,-0.9957193303872407,-0.9957193303872407,-1.0090553738727557,-1.0090553738727557,-1.0090553738727557,-1.0283404746993179,-1.0283404746993179,-1.0283404746993179
2016-06-05,-0.875944958640529,-0.875944958640529,-0.875944958640529,-0.833856071927547,-0.833856071927547,-0.833856071927547,-0.8444250230148488,-0.8444250230148488,-0.8444250230148488,-0.7913473301872864,-0.7913473301872864,-0.7913473301872864
2016-06-12,-0.6034552946796962,-0.6034552946796962,-0.6034552946796962,-0.6059628588209045,-0.6059628588209045,-0.6059628588209045,-0.588503130579411,-0.588503130579411,-0.588503130579411,-0.5809289857758202,-0.5809289857758202,-0.5809289857758202
2016-06-19,-0.5041812684377521,-0.5041812684377521,-0.5041812684377521,-0.45449452473848073,-0.45449452473848073,-0.45449452473848073,-0.6039543989060353,-0.6039543989060353,-0.6039543989060353,-0.43024142114287417,-0.43024142114287417,-0.43024142114287417
2016-06-26,-0.8892430286174635,-0.8892430286174635,-0.8892430286174635,-0.9391673313185094,-0.9391673313185094,-0.9391673313185094,-0.9055940309229504,-0.9055940309229504,-0.9055940309229504,-0.9535744586885784,-0.9535744586885784,-0.9535744586885784
2016-07-03,-1.1514154609400915,-1.1514154609400915,-1.1514154609400915,-1.1746346976177273,-1.1746346976177273,-1.1746346976177273,-1.1494189136201782,-1.1494189136201782,-1.1494189136201782,-1.1857464735213237,-1.1857464735213237,-1.1857464735213237
2016-07-10,-1.5030376705103914,-1.5030376705103914,-1.5030376705103914,-1.474790226378665,-1.474790226378665,-1.474790226378665,-1.4247273984920634,-1.4247273984920634,-1.4247273984920634,-1.4557309446224562,-1.4557309446224562,-1.4557309446224562
2016-07-17,-1.443295241566446,-1.443295241566446,-1.443295241566446,-1.4908513469968079,-1.4908513469968079,-1.4908513469968079,-1.4439656002693737,-1.4439656002693737,-1.4439656002693737,-1.4977076005027052,-1.4977076005027052,-1.4977076005027052
2016-07-24,-1.532272846439794,-1.532272846439794,-1.532272846439794,-1.5720251061208437,-1.5720251061208437,-1.5720251061208437,-1.5677913033044115,-1.5677913033044115,-1.5677913033044115,-1.6038976539455567,-1.6038976539455567,-1.6038976539455567
2016-07-31,-1.553193494073822,-1.553193494073822,-1.553193494073822,-1.5832219166574655,-1.5832219166574655,-1.5832219166574655,-1.5685122486267011,-1.5685122486267011,-1.5685122486267011,-1.589142890746887,-1.589142890746887,-1.589142890746887
2016-08-07,-1.5329247545148208,-1.5329247545148208,-1.5329247545148208,-1.5262515147608609,-1.5262515147608609,-1.5262515147608609,-1.5284070615725587,-1.5284070615725587,-1.5284070615725587,-1.5318211825904418,-1.5318211825904418,-1.5318211825904418
2016-08-14,-1.4388031044914364,-1.4388031044914364,-1.4388031044914364,-1.4276779108724573,-1.4276779108724573,-1.4276779108724573,-1.4133763309951668,-1.4133763309951668,-1.4133763309951668,-1.4121431920862517,-1.4121431920862517,-1.4121431920862517
2016-08-21,-1.3276263298149313,-1.3276263298149313,-1.3276263298149313,-1.2748032626972574,-1.2748032626972574,-1.2748032626972574,-1.3351210385792889,-1.3351210385792889,-1.3351210385792889,-1.2882135227171199,-1.2882135227171199,-1.2882135227171199
2016-08-28,-1.2743084031686964,-1.2743084031686964,-1.2743084031686964,-1.2755388861673869,-1.2755388861673869,-1.2755388861673869,-1.2738045273630356,-1.2738045273630356,-1.2738045273630356,-1.2737330800285944,-1.2737330800285944,-1.2737330800285944
2016-09-04,-1.19018840557992,-1.19018840557992,-1.19018840557992,-1.0431477502143338,-1.0431477502143338,-1.0431477502143338,-1.1700786495789568,-1.1700786495789568,-1.1700786495789568,-1.0033193515658776,-1.0033193515658776,-1.0033193515658776
2016-09-11,-0.8867628676893554,-0.8867628676893554,-0.8867628676893554,-0.8952363668967024,-0.8952363668967024,-0.8952363668967024,-0.9311910980592407,-0.9311910980592407,-0.9311910980592407,-0.9443115161279872,-0.9443115161279872,-0.9443115161279872
