Date,iShares Short-Term Corporate BondEtf_Open_average,iShares Short-Term Corporate BondEtf_Open_max,iShares Short-Term Corporate BondEtf_Open_min,iShares Short-Term Corporate BondEtf_High_average,iShares Short-Term Corporate BondEtf_High_max,iShares Short-Term Corporate BondEtf_High_min,iShares Short-Term Corporate BondEtf_Low_average,iShares Short-Term Corporate BondEtf_Low_max,iShares Short-Term Corporate BondEtf_Low_min,iShares Short-Term Corporate BondEtf_Close_average,iShares Short-Term Corporate BondEtf_Close_max,iShares Short-Term Corporate BondEtf_Close_min
2016-05-15,0.787562608627624,0.787562608627624,0.787562608627624,0.7429840269576046,0.7429840269576046,0.7429840269576046,0.8666732029317409,0.8666732029317409,0.8666732029317409,0.8091918165863675,0.8091918165863675,0.8091918165863675
2016-05-22,0.9487518993613765,0.9487518993613765,0.9487518993613765,0.8420544299872674,0.8420544299872674,0.8420544299872674,0.7818773305790513,0.7818773305790513,0.7818773305790513,0.7542728785616631,0.7542728785616631,0.7542728785616631
2016-05-29,0.8596924210163159,0.8596924210163159,0.8596924210163159,1.179277664627475,1.179277664627475,1.179277664627475,0.9281168537354536,0.9281168537354536,0.9281168537354536,1.0675055107986875,1.0675055107986875,1.0675055107986875
2016-06-05,1.445992903257932,1.445992903257932,1.445992903257932,1.1443366870564675,1.1443366870564675,1.1443366870564675,1.2465420035323547,1.2465420035323547,1.2465420035323547,1.3012160238723487,1.3012160238723487,1.3012160238723487
2016-06-12,1.4489839500743213,1.4489839500743213,1.4489839500743213,1.3279104662681473,1.3279104662681473,1.3279104662681473,1.3976969526852965,1.3976969526852965,1.3976969526852965,1.3039807871288165,1.3039807871288165,1.3039807871288165
2016-06-19,1.8991824612598405,1.8991824612598405,1.8991824612598405,1.6130422770801032,1.6130422770801032,1.6130422770801032,1.443422879376157,1.443422879376157,1.443422879376157,1.4870534357929215,1.4870534357929215,1.4870534357929215
2016-06-26,1.7820933461189796,1.7820933461189796,1.7820933461189796,1.556387286166902,1.556387286166902,1.556387286166902,1.616040579523905,1.616040579523905,1.616040579523905,1.6931748556678203,1.6931748556678203,1.6931748556678203
2016-07-03,1.3050095611150907,1.3050095611150907,1.3050095611150907,1.4559738818982073,1.4559738818982073,1.4559738818982073,1.4531259937753516,1.4531259937753516,1.4531259937753516,1.6445782983130723,1.6445782983130723,1.6445782983130723
2016-07-10,-4.246798428991962,-4.246798428991962,-4.246798428991962,-4.246830875399892,-4.246830875399892,-4.246830875399892,-4.246860394960053,-4.246860394960053,-4.246860394960053,-4.246924068712479,-4.246924068712479,-4.246924068712479
2016-07-17,-2.922012781832575,-2.922012781832575,-2.922012781832575,-2.922972202782832,-2.922972202782832,-2.922972202782832,-2.9223564890301383,-2.9223564890301383,-2.9223564890301383,-2.923290914749473,-2.923290914749473,-2.923290914749473
