Date,iShares Yield Optimized Bond_etf_Open_average,iShares Yield Optimized Bond_etf_Open_max,iShares Yield Optimized Bond_etf_Open_min,iShares Yield Optimized Bond_etf_High_average,iShares Yield Optimized Bond_etf_High_max,iShares Yield Optimized Bond_etf_High_min,iShares Yield Optimized Bond_etf_Low_average,iShares Yield Optimized Bond_etf_Low_max,iShares Yield Optimized Bond_etf_Low_min,iShares Yield Optimized Bond_etf_Close_average,iShares Yield Optimized Bond_etf_Close_max,iShares Yield Optimized Bond_etf_Close_min
2016-03-27,1.9288280222570335,1.9288280222570335,1.9288280222570335,1.9387831914547462,1.9387831914547462,1.9387831914547462,1.9244502081688721,1.9244502081688721,1.9244502081688721,1.941226774023504,1.941226774023504,1.941226774023504
2016-04-03,1.2491451397961908,1.2491451397961908,1.2491451397961908,1.6308587309562472,1.6308587309562472,1.6308587309562472,1.2507522159723328,1.2507522159723328,1.2507522159723328,1.656502273431333,1.656502273431333,1.656502273431333
2016-04-10,1.3635272004185979,1.3635272004185979,1.3635272004185979,1.3357445901486176,1.3357445901486176,1.3357445901486176,1.385664770749996,1.385664770749996,1.385664770749996,1.3532649558495247,1.3532649558495247,1.3532649558495247
2016-04-17,1.3863561034786265,1.3863561034786265,1.3863561034786265,1.5474808125058885,1.5474808125058885,1.5474808125058885,1.388670551163767,1.388670551163767,1.388670551163767,1.5361267778346963,1.5361267778346963,1.5361267778346963
2016-04-24,1.6422680216352006,1.6422680216352006,1.6422680216352006,1.7060810017678167,1.7060810017678167,1.7060810017678167,1.60930736667532,1.60930736667532,1.60930736667532,1.6560805807887458,1.6560805807887458,1.6560805807887458
2016-05-01,1.164333196236876,1.164333196236876,1.164333196236876,1.083929465072764,1.083929465072764,1.083929465072764,1.019901191176483,1.019901191176483,1.019901191176483,0.8731219751832167,0.8731219751832167,0.8731219751832167
2016-05-08,1.0915748004919401,1.0915748004919401,1.0915748004919401,0.9858823465978549,0.9858823465978549,0.9858823465978549,1.010552113516834,1.010552113516834,1.010552113516834,1.0135747972655746,1.0135747972655746,1.0135747972655746
2016-05-15,0.6786415850628188,0.6786415850628188,0.6786415850628188,0.5979969112597269,0.5979969112597269,0.5979969112597269,0.4922302662849857,0.4922302662849857,0.4922302662849857,0.6129959785701267,0.6129959785701267,0.6129959785701267
2016-05-22,0.918408414979518,0.918408414979518,0.918408414979518,0.7195281442553194,0.7195281442553194,0.7195281442553194,1.0510815781060117,1.0510815781060117,1.0510815781060117,0.7840757518157516,0.7840757518157516,0.7840757518157516
2016-05-29,0.9717669814758747,0.9717669814758747,0.9717669814758747,0.749868784443089,0.749868784443089,0.749868784443089,1.0489194054271667,1.0489194054271667,1.0489194054271667,0.7599287600179598,0.7599287600179598,0.7599287600179598
