Date,PowerShares S&P SmallCap UtilitiesEtf_Open_average,PowerShares S&P SmallCap UtilitiesEtf_Open_max,PowerShares S&P SmallCap UtilitiesEtf_Open_min,PowerShares S&P SmallCap UtilitiesEtf_High_average,PowerShares S&P SmallCap UtilitiesEtf_High_max,PowerShares S&P SmallCap UtilitiesEtf_High_min,PowerShares S&P SmallCap UtilitiesEtf_Low_average,PowerShares S&P SmallCap UtilitiesEtf_Low_max,PowerShares S&P SmallCap UtilitiesEtf_Low_min,PowerShares S&P SmallCap UtilitiesEtf_Close_average,PowerShares S&P SmallCap UtilitiesEtf_Close_max,PowerShares S&P SmallCap UtilitiesEtf_Close_min
2016-05-15,0.5447131972186455,0.5447131972186455,0.5447131972186455,0.3943737220763268,0.3943737220763268,0.3943737220763268,0.7446852064170272,0.7446852064170272,0.7446852064170272,0.7621975768016206,0.7621975768016206,0.7621975768016206
2016-05-22,1.0252434470399996,1.0252434470399996,1.0252434470399996,0.833923489338214,0.833923489338214,0.833923489338214,1.2264248305860965,1.2264248305860965,1.2264248305860965,1.2072209764136523,1.2072209764136523,1.2072209764136523
2016-05-29,1.5347473369791818,1.5347473369791818,1.5347473369791818,1.6145965805730766,1.6145965805730766,1.6145965805730766,1.820179709542377,1.820179709542377,1.820179709542377,1.712878867196158,1.712878867196158,1.712878867196158
2016-06-05,2.0893676092827858,2.0893676092827858,2.0893676092827858,2.126812029949004,2.126812029949004,2.126812029949004,2.299603802177637,2.299603802177637,2.299603802177637,2.271053092934334,2.271053092934334,2.271053092934334
2016-06-12,2.152573107363158,2.152573107363158,2.152573107363158,1.9991756944293602,1.9991756944293602,1.9991756944293602,2.0677317706143508,2.0677317706143508,2.0677317706143508,2.1209403898691175,2.1209403898691175,2.1209403898691175
2016-06-19,1.961260565826745,1.961260565826745,1.961260565826745,1.9744178922534033,1.9744178922534033,1.9744178922534033,1.8418191997960087,1.8418191997960087,1.8418191997960087,2.0419146596486386,2.0419146596486386,2.0419146596486386
2016-06-26,2.6766908178991495,2.6766908178991495,2.6766908178991495,2.5650445196621265,2.5650445196621265,2.5650445196621265,2.501360285982893,2.501360285982893,2.501360285982893,2.46255980854743,2.46255980854743,2.46255980854743
2016-07-03,1.9314381050357685,1.9314381050357685,1.9314381050357685,2.064324835102203,2.064324835102203,2.064324835102203,2.0749251961114843,2.0749251961114843,2.0749251961114843,2.172131263890362,2.172131263890362,2.172131263890362
2016-07-10,1.9090824014088952,1.9090824014088952,1.9090824014088952,1.889973220732278,1.889973220732278,1.889973220732278,2.0126261703475183,2.0126261703475183,2.0126261703475183,1.9479961556680587,1.9479961556680587,1.9479961556680587
2016-07-17,1.320792455008874,1.320792455008874,1.320792455008874,1.7654433659126654,1.7654433659126654,1.7654433659126654,1.4915559788947546,1.4915559788947546,1.4915559788947546,1.7669334224624602,1.7669334224624602,1.7669334224624602
2016-07-24,1.3877409782011312,1.3877409782011312,1.3877409782011312,1.3457911954074129,1.3457911954074129,1.3457911954074129,1.5094622273233962,1.5094622273233962,1.5094622273233962,1.3108599457453547,1.3108599457453547,1.3108599457453547
2016-07-31,0.701036931673331,0.701036931673331,0.701036931673331,0.5466289912981862,0.5466289912981862,0.5466289912981862,0.6141091904941874,0.6141091904941874,0.6141091904941874,0.4057003975409221,0.4057003975409221,0.4057003975409221
2016-08-07,0.3702717050403495,0.3702717050403495,0.3702717050403495,0.2232718667367335,0.2232718667367335,0.2232718667367335,0.28495817010390867,0.28495817010390867,0.28495817010390867,0.15972615205697402,0.15972615205697402,0.15972615205697402
2016-08-14,-0.1884513938147607,-0.1884513938147607,-0.1884513938147607,-0.31535990722955787,-0.31535990722955787,-0.31535990722955787,-0.3195351055137196,-0.3195351055137196,-0.3195351055137196,-0.3976789525219001,-0.3976789525219001,-0.3976789525219001
2016-08-21,-0.1296775263513807,-0.1296775263513807,-0.1296775263513807,-0.20283320870303517,-0.20283320870303517,-0.20283320870303517,-0.4783565072712964,-0.4783565072712964,-0.4783565072712964,-0.606145212961708,-0.606145212961708,-0.606145212961708
2016-08-28,-0.7650637192055304,-0.7650637192055304,-0.7650637192055304,-0.643110926982567,-0.643110926982567,-0.643110926982567,-0.6655518527956558,-0.6655518527956558,-0.6655518527956558,-0.5691147440018901,-0.5691147440018901,-0.5691147440018901
2016-09-04,-0.4269801133805004,-0.4269801133805004,-0.4269801133805004,-0.5588357746439214,-0.5588357746439214,-0.5588357746439214,-0.8354067585573289,-0.8354067585573289,-0.8354067585573289,-0.9730284634302264,-0.9730284634302264,-0.9730284634302264
2016-09-11,-1.2009133304739998,-1.2009133304739998,-1.2009133304739998,-1.164961458649166,-1.164961458649166,-1.164961458649166,-1.1647171580502786,-1.1647171580502786,-1.1647171580502786,-1.0421890637629085,-1.0421890637629085,-1.0421890637629085
2016-09-18,-0.3839357742888315,-0.3839357742888315,-0.3839357742888315,-0.4529502723904903,-0.4529502723904903,-0.4529502723904903,-0.2101309540618653,-0.2101309540618653,-0.2101309540618653,-0.3392216295178037,-0.3392216295178037,-0.3392216295178037
2016-09-25,-0.6313906845308184,-0.6313906845308184,-0.6313906845308184,-0.737262646429955,-0.737262646429955,-0.737262646429955,-0.7392610026772884,-0.7392610026772884,-0.7392610026772884,-0.8153281194748355,-0.8153281194748355,-0.8153281194748355
2016-10-02,-1.7455035401842887,-1.7455035401842887,-1.7455035401842887,-1.680734396362475,-1.680734396362475,-1.680734396362475,-1.7539674349504366,-1.7539674349504366,-1.7539674349504366,-1.7130232363887663,-1.7130232363887663,-1.7130232363887663
2016-10-09,-1.4344838593461375,-1.4344838593461375,-1.4344838593461375,-1.3508131761932696,-1.3508131761932696,-1.3508131761932696,-1.3447771963675121,-1.3447771963675121,-1.3447771963675121,-1.3708291900967853,-1.3708291900967853,-1.3708291900967853
