Date,ProShares Short FTSE China 50_etf_Open_average,ProShares Short FTSE China 50_etf_Open_max,ProShares Short FTSE China 50_etf_Open_min,ProShares Short FTSE China 50_etf_High_average,ProShares Short FTSE China 50_etf_High_max,ProShares Short FTSE China 50_etf_High_min,ProShares Short FTSE China 50_etf_Low_average,ProShares Short FTSE China 50_etf_Low_max,ProShares Short FTSE China 50_etf_Low_min,ProShares Short FTSE China 50_etf_Close_average,ProShares Short FTSE China 50_etf_Close_max,ProShares Short FTSE China 50_etf_Close_min
2016-03-27,-1.2329788354894518,-1.2329788354894518,-1.2329788354894518,-1.2171869634265826,-1.2171869634265826,-1.2171869634265826,-1.3259430362628197,-1.3259430362628197,-1.3259430362628197,-1.3564511055940178,-1.3564511055940178,-1.3564511055940178
2016-04-03,-1.0484606916679604,-1.0484606916679604,-1.0484606916679604,-1.009060250055134,-1.009060250055134,-1.009060250055134,-0.8963322383573946,-0.8963322383573946,-0.8963322383573946,-0.876079825953053,-0.876079825953053,-0.876079825953053
2016-04-10,-1.6165226923901816,-1.6165226923901816,-1.6165226923901816,-1.5384351097818625,-1.5384351097818625,-1.5384351097818625,-1.5258914571498654,-1.5258914571498654,-1.5258914571498654,-1.448688173671576,-1.448688173671576,-1.448688173671576
2016-04-17,-1.2444092304673537,-1.2444092304673537,-1.2444092304673537,-1.2206034817959088,-1.2206034817959088,-1.2206034817959088,-1.274880547438955,-1.274880547438955,-1.274880547438955,-1.1535296421684698,-1.1535296421684698,-1.1535296421684698
2016-04-24,-0.7930993667021875,-0.7930993667021875,-0.7930993667021875,-0.7251173838435226,-0.7251173838435226,-0.7251173838435226,-0.7536413695054239,-0.7536413695054239,-0.7536413695054239,-0.7232189958536692,-0.7232189958536692,-0.7232189958536692
2016-05-01,0.0938974769187033,0.0938974769187033,0.0938974769187033,0.03510437989395795,0.03510437989395795,0.03510437989395795,0.040044974028995886,0.040044974028995886,0.040044974028995886,-0.009124851902894414,-0.009124851902894414,-0.009124851902894414
2016-05-08,0.657811690341745,0.657811690341745,0.657811690341745,0.8424545506540418,0.8424545506540418,0.8424545506540418,0.7492112443664062,0.7492112443664062,0.7492112443664062,0.8736824521516916,0.8736824521516916,0.8736824521516916
2016-05-15,0.8148284669539522,0.8148284669539522,0.8148284669539522,0.6768177095278529,0.6768177095278529,0.6768177095278529,0.80510418899607,0.80510418899607,0.80510418899607,0.730725811451004,0.730725811451004,0.730725811451004
2016-05-22,-0.23898363460773192,-0.23898363460773192,-0.23898363460773192,-0.2575041528112979,-0.2575041528112979,-0.2575041528112979,-0.08108239138723686,-0.08108239138723686,-0.08108239138723686,-0.09448936877168597,-0.09448936877168597,-0.09448936877168597
2016-05-29,-0.877859139888435,-0.877859139888435,-0.877859139888435,-0.9725209306788989,-0.9725209306788989,-0.9725209306788989,-0.8999223369030043,-0.8999223369030043,-0.8999223369030043,-1.0168424145775297,-1.0168424145775297,-1.0168424145775297
