Date,PowerShares Golden Dragon China Port_etf_Open_average,PowerShares Golden Dragon China Port_etf_Open_max,PowerShares Golden Dragon China Port_etf_Open_min,PowerShares Golden Dragon China Port_etf_High_average,PowerShares Golden Dragon China Port_etf_High_max,PowerShares Golden Dragon China Port_etf_High_min,PowerShares Golden Dragon China Port_etf_Low_average,PowerShares Golden Dragon China Port_etf_Low_max,PowerShares Golden Dragon China Port_etf_Low_min,PowerShares Golden Dragon China Port_etf_Close_average,PowerShares Golden Dragon China Port_etf_Close_max,PowerShares Golden Dragon China Port_etf_Close_min
2016-03-27,0.8580384828071338,0.8580384828071338,0.8580384828071338,0.8905596673271167,0.8905596673271167,0.8905596673271167,0.988279210975382,0.988279210975382,0.988279210975382,1.0552863727860053,1.0552863727860053,1.0552863727860053
2016-04-03,1.343135403252042,1.343135403252042,1.343135403252042,1.3140152516450587,1.3140152516450587,1.3140152516450587,1.404239885106817,1.404239885106817,1.404239885106817,1.261386122040156,1.261386122040156,1.261386122040156
2016-04-10,1.911672136204465,1.911672136204465,1.911672136204465,1.79969270479588,1.79969270479588,1.79969270479588,1.8118625799313037,1.8118625799313037,1.8118625799313037,1.712732955157896,1.712732955157896,1.712732955157896
2016-04-17,1.4227288001868685,1.4227288001868685,1.4227288001868685,1.3323238171850278,1.3323238171850278,1.3323238171850278,1.282288635426471,1.282288635426471,1.282288635426471,1.3036213234786322,1.3036213234786322,1.3036213234786322
2016-04-24,0.7860570211835397,0.7860570211835397,0.7860570211835397,0.7544424600504761,0.7544424600504761,0.7544424600504761,0.7334302139537605,0.7334302139537605,0.7334302139537605,0.7204252042188466,0.7204252042188466,0.7204252042188466
2016-05-01,0.06312656655286145,0.06312656655286145,0.06312656655286145,-0.0394026578993925,-0.0394026578993925,-0.0394026578993925,-0.04542425938675026,-0.04542425938675026,-0.04542425938675026,-0.013925424797936028,-0.013925424797936028,-0.013925424797936028
2016-05-08,-1.091738517095299,-1.091738517095299,-1.091738517095299,-1.3522634359389996,-1.3522634359389996,-1.3522634359389996,-1.2464126008067369,-1.2464126008067369,-1.2464126008067369,-1.460420381775268,-1.460420381775268,-1.460420381775268
2016-05-15,-1.2303210422431476,-1.2303210422431476,-1.2303210422431476,-1.2901166703744098,-1.2901166703744098,-1.2901166703744098,-1.1553511909549667,-1.1553511909549667,-1.1553511909549667,-1.2493095429810952,-1.2493095429810952,-1.2493095429810952
2016-05-22,-0.3897486960659835,-0.3897486960659835,-0.3897486960659835,-0.30951986632376843,-0.30951986632376843,-0.30951986632376843,-0.28958850890931487,-0.28958850890931487,-0.28958850890931487,-0.22843299423325805,-0.22843299423325805,-0.22843299423325805
2016-05-29,-0.22574388937004908,-0.22574388937004908,-0.22574388937004908,-0.42483161557623467,-0.42483161557623467,-0.42483161557623467,-0.49914913953568135,-0.49914913953568135,-0.49914913953568135,-0.6603240934551139,-0.6603240934551139,-0.6603240934551139
