Date,ProShares UltraShort FTSE EuropeEtf_Open_average,ProShares UltraShort FTSE EuropeEtf_Open_max,ProShares UltraShort FTSE EuropeEtf_Open_min,ProShares UltraShort FTSE EuropeEtf_High_average,ProShares UltraShort FTSE EuropeEtf_High_max,ProShares UltraShort FTSE EuropeEtf_High_min,ProShares UltraShort FTSE EuropeEtf_Low_average,ProShares UltraShort FTSE EuropeEtf_Low_max,ProShares UltraShort FTSE EuropeEtf_Low_min,ProShares UltraShort FTSE EuropeEtf_Close_average,ProShares UltraShort FTSE EuropeEtf_Close_max,ProShares UltraShort FTSE EuropeEtf_Close_min
2016-05-15,-0.8465721078552514,-0.8465721078552514,-0.8465721078552514,-0.9095397521267046,-0.9095397521267046,-0.9095397521267046,-0.8586608995381869,-0.8586608995381869,-0.8586608995381869,-0.8291961024104589,-0.8291961024104589,-0.8291961024104589
2016-05-22,-1.4227300123959155,-1.4227300123959155,-1.4227300123959155,-1.3721028131543251,-1.3721028131543251,-1.3721028131543251,-1.3673756658198883,-1.3673756658198883,-1.3673756658198883,-1.3632421640297596,-1.3632421640297596,-1.3632421640297596
2016-05-29,-1.1596318014356337,-1.1596318014356337,-1.1596318014356337,-1.1437681666006974,-1.1437681666006974,-1.1437681666006974,-1.2179797397522802,-1.2179797397522802,-1.2179797397522802,-1.2545440918246828,-1.2545440918246828,-1.2545440918246828
2016-06-05,-0.5858583103358609,-0.5858583103358609,-0.5858583103358609,-0.44313796480788353,-0.44313796480788353,-0.44313796480788353,-0.5800787192661151,-0.5800787192661151,-0.5800787192661151,-0.3879700398629458,-0.3879700398629458,-0.3879700398629458
2016-06-12,0.026657127863853044,0.026657127863853044,0.026657127863853044,-0.019430522549020796,-0.019430522549020796,-0.019430522549020796,-0.14569200279190572,-0.14569200279190572,-0.14569200279190572,-0.20479076334144988,-0.20479076334144988,-0.20479076334144988
2016-06-19,0.48881851280602767,0.48881851280602767,0.48881851280602767,0.5221517962705594,0.5221517962705594,0.5221517962705594,0.08975321638421349,0.08975321638421349,0.08975321638421349,0.7002954306719715,0.7002954306719715,0.7002954306719715
2016-06-26,-0.7870294839289962,-0.7870294839289962,-0.7870294839289962,-0.8106523290890875,-0.8106523290890875,-0.8106523290890875,-0.7140035449411603,-0.7140035449411603,-0.7140035449411603,-0.7343275200619269,-0.7343275200619269,-0.7343275200619269
2016-07-03,0.14292383192143945,0.14292383192143945,0.14292383192143945,0.07965813429063887,0.07965813429063887,0.07965813429063887,0.19217302004228862,0.19217302004228862,0.19217302004228862,0.06516811671959655,0.06516811671959655,0.06516811671959655
2016-07-10,-1.3431787162269042,-1.3431787162269042,-1.3431787162269042,-1.29926069019648,-1.29926069019648,-1.29926069019648,-1.3093443851595796,-1.3093443851595796,-1.3093443851595796,-1.2624879701580771,-1.2624879701580771,-1.2624879701580771
2016-07-17,-1.2573096619141975,-1.2573096619141975,-1.2573096619141975,-1.296191330379268,-1.296191330379268,-1.296191330379268,-1.2393170979750552,-1.2393170979750552,-1.2393170979750552,-1.2219952319959266,-1.2219952319959266,-1.2219952319959266
