Date,ProShares UltraShort Australian DollarEtf_Open_average,ProShares UltraShort Australian DollarEtf_Open_max,ProShares UltraShort Australian DollarEtf_Open_min,ProShares UltraShort Australian DollarEtf_High_average,ProShares UltraShort Australian DollarEtf_High_max,ProShares UltraShort Australian DollarEtf_High_min,ProShares UltraShort Australian DollarEtf_Low_average,ProShares UltraShort Australian DollarEtf_Low_max,ProShares UltraShort Australian DollarEtf_Low_min,ProShares UltraShort Australian DollarEtf_Close_average,ProShares UltraShort Australian DollarEtf_Close_max,ProShares UltraShort Australian DollarEtf_Close_min
2016-05-15,0.05868950201742648,0.05868950201742648,0.05868950201742648,0.05586872271773625,0.05586872271773625,0.05586872271773625,0.0954558520246878,0.0954558520246878,0.0954558520246878,0.07404600515637133,0.07404600515637133,0.07404600515637133
2016-05-22,0.2965268482566403,0.2965268482566403,0.2965268482566403,0.2206464853330355,0.2206464853330355,0.2206464853330355,0.28280508248943015,0.28280508248943015,0.28280508248943015,0.25224981050777295,0.25224981050777295,0.25224981050777295
2016-05-29,-0.18581395086036476,-0.18581395086036476,-0.18581395086036476,-0.19133435659472875,-0.19133435659472875,-0.19133435659472875,-0.2237129242395866,-0.2237129242395866,-0.2237129242395866,-0.2734233616079212,-0.2734233616079212,-0.2734233616079212
2016-06-05,-0.42488312487730673,-0.42488312487730673,-0.42488312487730673,-0.315428142595612,-0.315428142595612,-0.315428142595612,-0.3643435538347814,-0.3643435538347814,-0.3643435538347814,-0.262198720638473,-0.262198720638473,-0.262198720638473
2016-06-12,-0.3062914592802437,-0.3062914592802437,-0.3062914592802437,-0.3647622472662718,-0.3647622472662718,-0.3647622472662718,-0.2736168145271487,-0.2736168145271487,-0.2736168145271487,-0.3254712144347845,-0.3254712144347845,-0.3254712144347845
2016-06-19,-0.5361013136473973,-0.5361013136473973,-0.5361013136473973,-0.5840119326152241,-0.5840119326152241,-0.5840119326152241,-0.6479380863364307,-0.6479380863364307,-0.6479380863364307,-0.6843757511892031,-0.6843757511892031,-0.6843757511892031
2016-06-26,-0.647422729035504,-0.647422729035504,-0.647422729035504,-0.6896278531170259,-0.6896278531170259,-0.6896278531170259,-0.5840864879155683,-0.5840864879155683,-0.5840864879155683,-0.6188846460212298,-0.6188846460212298,-0.6188846460212298
2016-07-03,-0.8493082664332664,-0.8493082664332664,-0.8493082664332664,-0.8675899448108572,-0.8675899448108572,-0.8675899448108572,-0.9608414001864192,-0.9608414001864192,-0.9608414001864192,-0.964417851711826,-0.964417851711826,-0.964417851711826
2016-07-10,-1.2492895861633508,-1.2492895861633508,-1.2492895861633508,-0.847666081099705,-0.847666081099705,-0.847666081099705,-1.1677930278224768,-1.1677930278224768,-1.1677930278224768,-1.1915665932380703,-1.1915665932380703,-1.1915665932380703
2016-07-17,-0.31509035072670405,-0.31509035072670405,-0.31509035072670405,-0.39974759930696535,-0.39974759930696535,-0.39974759930696535,-0.221718093444386,-0.221718093444386,-0.221718093444386,-0.2646945450468317,-0.2646945450468317,-0.2646945450468317
2016-07-24,-0.9902624290025027,-0.9902624290025027,-0.9902624290025027,-1.0799374224084157,-1.0799374224084157,-1.0799374224084157,-1.01188079702528,-1.01188079702528,-1.01188079702528,-1.0397693668439527,-1.0397693668439527,-1.0397693668439527
2016-07-31,-1.2282982665389233,-1.2282982665389233,-1.2282982665389233,-1.3077331227677724,-1.3077331227677724,-1.3077331227677724,-1.2179095350352287,-1.2179095350352287,-1.2179095350352287,-1.2355070770800163,-1.2355070770800163,-1.2355070770800163
2016-08-07,-1.6130490486456872,-1.6130490486456872,-1.6130490486456872,-1.3482684174066513,-1.3482684174066513,-1.3482684174066513,-1.575935926424735,-1.575935926424735,-1.575935926424735,-1.2476851662582418,-1.2476851662582418,-1.2476851662582418
2016-08-14,-1.008767691565316,-1.008767691565316,-1.008767691565316,-1.1128512367154895,-1.1128512367154895,-1.1128512367154895,-0.9839451088325651,-0.9839451088325651,-0.9839451088325651,-1.049241517670773,-1.049241517670773,-1.049241517670773
2016-08-21,-0.9464044835207873,-0.9464044835207873,-0.9464044835207873,-1.0318989041785194,-1.0318989041785194,-1.0318989041785194,-0.9188406435477515,-0.9188406435477515,-0.9188406435477515,-0.9666437223632841,-0.9666437223632841,-0.9666437223632841
2016-08-28,-0.8603228055659811,-0.8603228055659811,-0.8603228055659811,-0.6889346048257301,-0.6889346048257301,-0.6889346048257301,-0.8303062624011355,-0.8303062624011355,-0.8303062624011355,-0.7401361018023059,-0.7401361018023059,-0.7401361018023059
2016-09-04,-0.7399935297201297,-0.7399935297201297,-0.7399935297201297,-0.7646784782615488,-0.7646784782615488,-0.7646784782615488,-0.7066248381654869,-0.7066248381654869,-0.7066248381654869,-0.7062092492114971,-0.7062092492114971,-0.7062092492114971
2016-09-11,-0.2992300753347936,-0.2992300753347936,-0.2992300753347936,-0.39545936515238217,-0.39545936515238217,-0.39545936515238217,-0.3200131569774903,-0.3200131569774903,-0.3200131569774903,-0.376375409872,-0.376375409872,-0.376375409872
2016-09-18,-1.0355589226002822,-1.0355589226002822,-1.0355589226002822,-1.0863511150136356,-1.0863511150136356,-1.0863511150136356,-1.0111254000343433,-1.0111254000343433,-1.0111254000343433,-1.009609901791197,-1.009609901791197,-1.009609901791197
2016-09-25,-1.0889425848896197,-1.0889425848896197,-1.0889425848896197,-1.1938351074316986,-1.1938351074316986,-1.1938351074316986,-1.1340696897658953,-1.1340696897658953,-1.1340696897658953,-1.1784433904056073,-1.1784433904056073,-1.1784433904056073
2016-10-02,-0.860175348698169,-0.860175348698169,-0.860175348698169,-0.5898903166133459,-0.5898903166133459,-0.5898903166133459,-0.832755168288092,-0.832755168288092,-0.832755168288092,-0.6782456349006748,-0.6782456349006748,-0.6782456349006748
2016-10-09,0.39134293031513945,0.39134293031513945,0.39134293031513945,0.2577706316444516,0.2577706316444516,0.2577706316444516,-1.0042237952626416,-1.0042237952626416,-1.0042237952626416,-0.9370271247277169,-0.9370271247277169,-0.9370271247277169
2016-10-16,-0.9337361226119733,-0.9337361226119733,-0.9337361226119733,-0.9683425677696237,-0.9683425677696237,-0.9683425677696237,-0.7973540937774334,-0.7973540937774334,-0.7973540937774334,-0.7797699383724204,-0.7797699383724204,-0.7797699383724204
2016-10-23,-0.5530398191673408,-0.5530398191673408,-0.5530398191673408,-0.781102919627897,-0.781102919627897,-0.781102919627897,-0.5322356040147651,-0.5322356040147651,-0.5322356040147651,-0.6984275608352641,-0.6984275608352641,-0.6984275608352641
2016-10-30,-1.5596909750256094,-1.5596909750256094,-1.5596909750256094,-1.5927299660460623,-1.5927299660460623,-1.5927299660460623,-1.4906845757851077,-1.4906845757851077,-1.4906845757851077,-1.6779442263625992,-1.6779442263625992,-1.6779442263625992
2016-11-06,-0.042771388789191886,-0.042771388789191886,-0.042771388789191886,-0.0005063902539233354,-0.0005063902539233354,-0.0005063902539233354,0.12316520737391806,0.12316520737391806,0.12316520737391806,0.09591958268749326,0.09591958268749326,0.09591958268749326
2016-11-13,2.1632064405001263,2.1632064405001263,2.1632064405001263,2.3318541156885275,2.3318541156885275,2.3318541156885275,2.4417336883545895,2.4417336883545895,2.4417336883545895,2.692127090821779,2.692127090821779,2.692127090821779
