Date,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_min
2016-05-15,-0.5517932560049637,-0.5517932560049637,-0.5517932560049637,-0.5327534400271258,-0.5327534400271258,-0.5327534400271258,-0.41238213095373283,-0.41238213095373283,-0.41238213095373283,-0.4189713444964898,-0.4189713444964898,-0.4189713444964898
2016-05-22,-0.36443716701530005,-0.36443716701530005,-0.36443716701530005,-0.44294352510633483,-0.44294352510633483,-0.44294352510633483,-0.39093865148159085,-0.39093865148159085,-0.39093865148159085,-0.3730991688342625,-0.3730991688342625,-0.3730991688342625
2016-05-29,-1.4815619737066137,-1.4815619737066137,-1.4815619737066137,-1.4216900539133464,-1.4216900539133464,-1.4216900539133464,-1.4082719834707587,-1.4082719834707587,-1.4082719834707587,-1.396072921128714,-1.396072921128714,-1.396072921128714
2016-06-05,-1.7488038314751704,-1.7488038314751704,-1.7488038314751704,-1.7334357092658363,-1.7334357092658363,-1.7334357092658363,-1.6823446554009582,-1.6823446554009582,-1.6823446554009582,-1.758510315140923,-1.758510315140923,-1.758510315140923
2016-06-12,-1.6371843524635643,-1.6371843524635643,-1.6371843524635643,-1.6777143647980681,-1.6777143647980681,-1.6777143647980681,-1.6619965361547515,-1.6619965361547515,-1.6619965361547515,-1.7485545834241147,-1.7485545834241147,-1.7485545834241147
2016-06-19,-1.5886723850712385,-1.5886723850712385,-1.5886723850712385,-1.610974164752976,-1.610974164752976,-1.610974164752976,-1.5918056774770797,-1.5918056774770797,-1.5918056774770797,-1.6108610854781718,-1.6108610854781718,-1.6108610854781718
2016-06-26,-1.6699497739696723,-1.6699497739696723,-1.6699497739696723,-1.6890111212793522,-1.6890111212793522,-1.6890111212793522,-1.7383559127392283,-1.7383559127392283,-1.7383559127392283,-1.7855985356041422,-1.7855985356041422,-1.7855985356041422
2016-07-03,-1.406479578878741,-1.406479578878741,-1.406479578878741,-1.4115831215752093,-1.4115831215752093,-1.4115831215752093,-1.3873533904966973,-1.3873533904966973,-1.3873533904966973,-1.4385275276777285,-1.4385275276777285,-1.4385275276777285
2016-07-10,-1.1648494130868008,-1.1648494130868008,-1.1648494130868008,-1.1806141354815416,-1.1806141354815416,-1.1806141354815416,-1.23176154302895,-1.23176154302895,-1.23176154302895,-1.235979226131853,-1.235979226131853,-1.235979226131853
2016-07-17,-1.2631376031799852,-1.2631376031799852,-1.2631376031799852,-1.2789044307964625,-1.2789044307964625,-1.2789044307964625,-1.238667745671164,-1.238667745671164,-1.238667745671164,-1.2347557369401982,-1.2347557369401982,-1.2347557369401982
2016-07-24,-1.3780632030203768,-1.3780632030203768,-1.3780632030203768,-1.3727459352744538,-1.3727459352744538,-1.3727459352744538,-1.3507464482943072,-1.3507464482943072,-1.3507464482943072,-1.3240538959868995,-1.3240538959868995,-1.3240538959868995
2016-07-31,-1.168495071663865,-1.168495071663865,-1.168495071663865,-1.1505863372812433,-1.1505863372812433,-1.1505863372812433,-1.1249635012916708,-1.1249635012916708,-1.1249635012916708,-1.1086757444215272,-1.1086757444215272,-1.1086757444215272
2016-08-07,-0.8665886873703516,-0.8665886873703516,-0.8665886873703516,-0.8363250889331885,-0.8363250889331885,-0.8363250889331885,-0.8216051179220224,-0.8216051179220224,-0.8216051179220224,-0.788798085271272,-0.788798085271272,-0.788798085271272
2016-08-14,-0.7656597343375294,-0.7656597343375294,-0.7656597343375294,-0.7556857399397892,-0.7556857399397892,-0.7556857399397892,-0.7131746982979776,-0.7131746982979776,-0.7131746982979776,-0.7013777951887296,-0.7013777951887296,-0.7013777951887296
2016-08-21,-1.082611116839762,-1.082611116839762,-1.082611116839762,-1.1055466399784195,-1.1055466399784195,-1.1055466399784195,-1.1370877471847751,-1.1370877471847751,-1.1370877471847751,-1.1036756859077175,-1.1036756859077175,-1.1036756859077175
2016-08-28,-0.968804967322655,-0.968804967322655,-0.968804967322655,-0.9488967701743833,-0.9488967701743833,-0.9488967701743833,-0.9296073689368186,-0.9296073689368186,-0.9296073689368186,-0.919742064149321,-0.919742064149321,-0.919742064149321
2016-09-04,-0.9251965684694795,-0.9251965684694795,-0.9251965684694795,-0.8840082108599274,-0.8840082108599274,-0.8840082108599274,-0.8938581487812922,-0.8938581487812922,-0.8938581487812922,-0.8593196735220454,-0.8593196735220454,-0.8593196735220454
2016-09-11,-0.9382991033412329,-0.9382991033412329,-0.9382991033412329,-0.972383751482671,-0.972383751482671,-0.972383751482671,-0.9847722103464641,-0.9847722103464641,-0.9847722103464641,-1.0183911452807013,-1.0183911452807013,-1.0183911452807013
2016-09-18,-1.0271867679292008,-1.0271867679292008,-1.0271867679292008,-0.972349163466117,-0.972349163466117,-0.972349163466117,-0.9715390809335664,-0.9715390809335664,-0.9715390809335664,-0.9712606606281718,-0.9712606606281718,-0.9712606606281718
