Date,ProShares UltraShort Bloomberg Natural Gas_etf_Open_average,ProShares UltraShort Bloomberg Natural Gas_etf_Open_max,ProShares UltraShort Bloomberg Natural Gas_etf_Open_min,ProShares UltraShort Bloomberg Natural Gas_etf_High_average,ProShares UltraShort Bloomberg Natural Gas_etf_High_max,ProShares UltraShort Bloomberg Natural Gas_etf_High_min,ProShares UltraShort Bloomberg Natural Gas_etf_Low_average,ProShares UltraShort Bloomberg Natural Gas_etf_Low_max,ProShares UltraShort Bloomberg Natural Gas_etf_Low_min,ProShares UltraShort Bloomberg Natural Gas_etf_Close_average,ProShares UltraShort Bloomberg Natural Gas_etf_Close_max,ProShares UltraShort Bloomberg Natural Gas_etf_Close_min
2016-03-27,0.3518830079101068,0.3518830079101068,0.3518830079101068,0.2820858595478399,0.2820858595478399,0.2820858595478399,0.4114570828100871,0.4114570828100871,0.4114570828100871,0.32679292684543004,0.32679292684543004,0.32679292684543004
2016-04-03,-0.2370424146377047,-0.2370424146377047,-0.2370424146377047,-0.24257941835469277,-0.24257941835469277,-0.24257941835469277,-0.13946191063100766,-0.13946191063100766,-0.13946191063100766,-0.09577372543785867,-0.09577372543785867,-0.09577372543785867
2016-04-10,0.08691236503531595,0.08691236503531595,0.08691236503531595,-0.04995301127479622,-0.04995301127479622,-0.04995301127479622,0.10100406019002177,0.10100406019002177,0.10100406019002177,0.08975951953033698,0.08975951953033698,0.08975951953033698
2016-04-17,-1.2590548509598165,-1.2590548509598165,-1.2590548509598165,-1.3264136448628931,-1.3264136448628931,-1.3264136448628931,-1.4619054477076492,-1.4619054477076492,-1.4619054477076492,-1.405343338275663,-1.405343338275663,-1.405343338275663
2016-04-24,-1.0830829448318169,-1.0830829448318169,-1.0830829448318169,-1.17400239118494,-1.17400239118494,-1.17400239118494,-1.3510672133138404,-1.3510672133138404,-1.3510672133138404,-1.326075055799601,-1.326075055799601,-1.326075055799601
2016-05-01,-1.0217255067031465,-1.0217255067031465,-1.0217255067031465,-1.103774907471652,-1.103774907471652,-1.103774907471652,-0.9845108462922774,-0.9845108462922774,-0.9845108462922774,-1.081852456240011,-1.081852456240011,-1.081852456240011
2016-05-08,-1.1176889485635066,-1.1176889485635066,-1.1176889485635066,-1.1490060830115947,-1.1490060830115947,-1.1490060830115947,-0.9501569177354737,-0.9501569177354737,-0.9501569177354737,-1.0899650385823005,-1.0899650385823005,-1.0899650385823005
2016-05-15,-0.855753604067742,-0.855753604067742,-0.855753604067742,-0.7898992696456899,-0.7898992696456899,-0.7898992696456899,-0.7073210867724226,-0.7073210867724226,-0.7073210867724226,-0.7124411245276286,-0.7124411245276286,-0.7124411245276286
2016-05-22,-0.4947308127309785,-0.4947308127309785,-0.4947308127309785,-0.5326853121957904,-0.5326853121957904,-0.5326853121957904,-0.40193297571734066,-0.40193297571734066,-0.40193297571734066,-0.44952781703491684,-0.44952781703491684,-0.44952781703491684
2016-05-29,-1.8465986618647006,-1.8465986618647006,-1.8465986618647006,-1.7784644860961305,-1.7784644860961305,-1.7784644860961305,-1.7644103632185708,-1.7644103632185708,-1.7644103632185708,-1.7425071273441874,-1.7425071273441874,-1.7425071273441874
2016-06-05,-2.035005678438908,-2.035005678438908,-2.035005678438908,-1.9776470942197006,-1.9776470942197006,-1.9776470942197006,-1.9488221577143385,-1.9488221577143385,-1.9488221577143385,-2.0118796615594303,-2.0118796615594303,-2.0118796615594303
2016-06-12,-1.606710913946155,-1.606710913946155,-1.606710913946155,-1.6694998079023038,-1.6694998079023038,-1.6694998079023038,-1.607589019212397,-1.607589019212397,-1.607589019212397,-1.6929542354189069,-1.6929542354189069,-1.6929542354189069
2016-06-19,-1.553951252480177,-1.553951252480177,-1.553951252480177,-1.5654024309546422,-1.5654024309546422,-1.5654024309546422,-1.4736353074291888,-1.4736353074291888,-1.4736353074291888,-1.5367376238319843,-1.5367376238319843,-1.5367376238319843
2016-06-26,-1.7521848283008936,-1.7521848283008936,-1.7521848283008936,-1.7927460970509588,-1.7927460970509588,-1.7927460970509588,-1.8265802294137585,-1.8265802294137585,-1.8265802294137585,-1.836615964505413,-1.836615964505413,-1.836615964505413
2016-07-03,-1.2754375259499073,-1.2754375259499073,-1.2754375259499073,-1.2854686898839407,-1.2854686898839407,-1.2854686898839407,-1.2259942898887448,-1.2259942898887448,-1.2259942898887448,-1.234019403034511,-1.234019403034511,-1.234019403034511
2016-07-10,-0.8655211954752366,-0.8655211954752366,-0.8655211954752366,-0.8705798207547574,-0.8705798207547574,-0.8705798207547574,-0.992201527147289,-0.992201527147289,-0.992201527147289,-0.9716786821330017,-0.9716786821330017,-0.9716786821330017
2016-07-17,-0.9136949768141853,-0.9136949768141853,-0.9136949768141853,-0.9503119873460727,-0.9503119873460727,-0.9503119873460727,-0.9384634843619157,-0.9384634843619157,-0.9384634843619157,-0.8997572374462729,-0.8997572374462729,-0.8997572374462729
2016-07-24,-1.1796379854395531,-1.1796379854395531,-1.1796379854395531,-1.178530829270009,-1.178530829270009,-1.178530829270009,-1.1407326789817627,-1.1407326789817627,-1.1407326789817627,-1.0828665437955936,-1.0828665437955936,-1.0828665437955936
2016-07-31,-0.9108585862747545,-0.9108585862747545,-0.9108585862747545,-0.8257739192092143,-0.8257739192092143,-0.8257739192092143,-0.8184241365073298,-0.8184241365073298,-0.8184241365073298,-0.7436304722286271,-0.7436304722286271,-0.7436304722286271
2016-08-07,-0.24732499884458384,-0.24732499884458384,-0.24732499884458384,-0.23583196824177882,-0.23583196824177882,-0.23583196824177882,-0.25379668040673997,-0.25379668040673997,-0.25379668040673997,-0.2141052651446498,-0.2141052651446498,-0.2141052651446498
2016-08-14,-0.04024745159462813,-0.04024745159462813,-0.04024745159462813,0.039354919032015725,0.039354919032015725,0.039354919032015725,0.05128334618880233,0.05128334618880233,0.05128334618880233,0.1112340257421822,0.1112340257421822,0.1112340257421822
2016-08-21,-0.9223019839857293,-0.9223019839857293,-0.9223019839857293,-0.986013813875366,-0.986013813875366,-0.986013813875366,-1.0685221421776474,-1.0685221421776474,-1.0685221421776474,-1.0048685090570275,-1.0048685090570275,-1.0048685090570275
2016-08-28,-0.34415162442793656,-0.34415162442793656,-0.34415162442793656,-0.30263104744960984,-0.30263104744960984,-0.30263104744960984,-0.1994736350529666,-0.1994736350529666,-0.1994736350529666,-0.10711350327563753,-0.10711350327563753,-0.10711350327563753
2016-09-04,-0.5356591140053544,-0.5356591140053544,-0.5356591140053544,-0.15338692490050554,-0.15338692490050554,-0.15338692490050554,-0.2409958593201823,-0.2409958593201823,-0.2409958593201823,0.059751597622984945,0.059751597622984945,0.059751597622984945
2016-09-11,-0.7868373261491461,-0.7868373261491461,-0.7868373261491461,-0.9006941293344978,-0.9006941293344978,-0.9006941293344978,-0.989285525833863,-0.989285525833863,-0.989285525833863,-1.1643106306436686,-1.1643106306436686,-1.1643106306436686
2016-09-18,-1.4841429201344052,-1.4841429201344052,-1.4841429201344052,-1.1218229857363822,-1.1218229857363822,-1.1218229857363822,-1.1607266280194106,-1.1607266280194106,-1.1607266280194106,-1.0938939639244365,-1.0938939639244365,-1.0938939639244365
2016-09-25,-0.4903020387693409,-0.4903020387693409,-0.4903020387693409,-0.25820463596636195,-0.25820463596636195,-0.25820463596636195,-0.22753366833556227,-0.22753366833556227,-0.22753366833556227,-0.20842552675729722,-0.20842552675729722,-0.20842552675729722
2016-10-02,-1.4970642124292832,-1.4970642124292832,-1.4970642124292832,-1.696448787312599,-1.696448787312599,-1.696448787312599,-2.0495405306581764,-2.0495405306581764,-2.0495405306581764,-2.0304982552841415,-2.0304982552841415,-2.0304982552841415
