Date,ProShares UltraShort Bloomberg Crude Oil_etf_Open_average,ProShares UltraShort Bloomberg Crude Oil_etf_Open_max,ProShares UltraShort Bloomberg Crude Oil_etf_Open_min,ProShares UltraShort Bloomberg Crude Oil_etf_High_average,ProShares UltraShort Bloomberg Crude Oil_etf_High_max,ProShares UltraShort Bloomberg Crude Oil_etf_High_min,ProShares UltraShort Bloomberg Crude Oil_etf_Low_average,ProShares UltraShort Bloomberg Crude Oil_etf_Low_max,ProShares UltraShort Bloomberg Crude Oil_etf_Low_min,ProShares UltraShort Bloomberg Crude Oil_etf_Close_average,ProShares UltraShort Bloomberg Crude Oil_etf_Close_max,ProShares UltraShort Bloomberg Crude Oil_etf_Close_min
2016-03-27,-0.6527788559148348,-0.6527788559148348,-0.6527788559148348,-0.7632589197549443,-0.7632589197549443,-0.7632589197549443,-0.5439586832371289,-0.5439586832371289,-0.5439586832371289,-0.5809317690432589,-0.5809317690432589,-0.5809317690432589
2016-04-03,-1.1021879073689218,-1.1021879073689218,-1.1021879073689218,-1.1944860443657759,-1.1944860443657759,-1.1944860443657759,-1.1249185675940385,-1.1249185675940385,-1.1249185675940385,-1.1868555628882385,-1.1868555628882385,-1.1868555628882385
2016-04-10,-1.1978287557988823,-1.1978287557988823,-1.1978287557988823,-1.2081930749215932,-1.2081930749215932,-1.2081930749215932,-1.1778061775207767,-1.1778061775207767,-1.1778061775207767,-1.2115949334748692,-1.2115949334748692,-1.2115949334748692
2016-04-17,-1.3240348512754614,-1.3240348512754614,-1.3240348512754614,-1.3513499387468486,-1.3513499387468486,-1.3513499387468486,-1.401108039832588,-1.401108039832588,-1.401108039832588,-1.3533678436888918,-1.3533678436888918,-1.3533678436888918
2016-04-24,-1.4282109221206374,-1.4282109221206374,-1.4282109221206374,-1.3395197058842707,-1.3395197058842707,-1.3395197058842707,-1.446704798778774,-1.446704798778774,-1.446704798778774,-1.3992769196262669,-1.3992769196262669,-1.3992769196262669
2016-05-01,-0.9518010362318909,-0.9518010362318909,-0.9518010362318909,-0.9921448810937826,-0.9921448810937826,-0.9921448810937826,-1.0764417805913693,-1.0764417805913693,-1.0764417805913693,-1.0534087976271882,-1.0534087976271882,-1.0534087976271882
2016-05-08,-1.2274232968294998,-1.2274232968294998,-1.2274232968294998,-1.2160350025025501,-1.2160350025025501,-1.2160350025025501,-1.1533490025866078,-1.1533490025866078,-1.1533490025866078,-1.2034875994054834,-1.2034875994054834,-1.2034875994054834
2016-05-15,-1.417666911138717,-1.417666911138717,-1.417666911138717,-1.336896614583203,-1.336896614583203,-1.336896614583203,-1.3727058663132057,-1.3727058663132057,-1.3727058663132057,-1.3429571905177073,-1.3429571905177073,-1.3429571905177073
2016-05-22,-1.2946739864968293,-1.2946739864968293,-1.2946739864968293,-1.3621325905157362,-1.3621325905157362,-1.3621325905157362,-1.3669017918458084,-1.3669017918458084,-1.3669017918458084,-1.469950115164238,-1.469950115164238,-1.469950115164238
2016-05-29,-1.1910973555007542,-1.1910973555007542,-1.1910973555007542,-1.1955527461961755,-1.1955527461961755,-1.1955527461961755,-1.1183259337196325,-1.1183259337196325,-1.1183259337196325,-1.160029166027164,-1.160029166027164,-1.160029166027164
