Date,iShares Core S&P Total US Stock MarketEtf_Open_average,iShares Core S&P Total US Stock MarketEtf_Open_max,iShares Core S&P Total US Stock MarketEtf_Open_min,iShares Core S&P Total US Stock MarketEtf_High_average,iShares Core S&P Total US Stock MarketEtf_High_max,iShares Core S&P Total US Stock MarketEtf_High_min,iShares Core S&P Total US Stock MarketEtf_Low_average,iShares Core S&P Total US Stock MarketEtf_Low_max,iShares Core S&P Total US Stock MarketEtf_Low_min,iShares Core S&P Total US Stock MarketEtf_Close_average,iShares Core S&P Total US Stock MarketEtf_Close_max,iShares Core S&P Total US Stock MarketEtf_Close_min
2016-05-15,0.7337969275166353,0.7337969275166353,0.7337969275166353,0.7956539569813035,0.7956539569813035,0.7956539569813035,0.8387161063472586,0.8387161063472586,0.8387161063472586,0.8143466243111067,0.8143466243111067,0.8143466243111067
2016-05-22,1.206878042668343,1.206878042668343,1.206878042668343,1.218113461722452,1.218113461722452,1.218113461722452,1.2767298079156244,1.2767298079156244,1.2767298079156244,1.2684309238850455,1.2684309238850455,1.2684309238850455
2016-05-29,1.279510107496576,1.279510107496576,1.279510107496576,1.2293226846504541,1.2293226846504541,1.2293226846504541,1.1733598075088256,1.1733598075088256,1.1733598075088256,1.2139131968035242,1.2139131968035242,1.2139131968035242
2016-06-05,1.1966014620152134,1.1966014620152134,1.1966014620152134,1.1298013271985963,1.1298013271985963,1.1298013271985963,1.120646543189202,1.120646543189202,1.120646543189202,1.073390710955066,1.073390710955066,1.073390710955066
2016-06-12,0.820878915895816,0.820878915895816,0.820878915895816,0.7274032953446666,0.7274032953446666,0.7274032953446666,0.7236371169504043,0.7236371169504043,0.7236371169504043,0.6815973871198586,0.6815973871198586,0.6815973871198586
2016-06-19,0.12972317729312546,0.12972317729312546,0.12972317729312546,0.4349692021913832,0.4349692021913832,0.4349692021913832,0.11808157707509843,0.11808157707509843,0.11808157707509843,0.026852263753405634,0.026852263753405634,0.026852263753405634
2016-06-26,0.9156816753659569,0.9156816753659569,0.9156816753659569,0.9811103729797651,0.9811103729797651,0.9811103729797651,1.0196841984452065,1.0196841984452065,1.0196841984452065,1.0161497845800953,1.0161497845800953,1.0161497845800953
2016-07-03,1.2772084666789623,1.2772084666789623,1.2772084666789623,1.5526926614166774,1.5526926614166774,1.5526926614166774,1.4373377086776316,1.4373377086776316,1.4373377086776316,1.5883810121485529,1.5883810121485529,1.5883810121485529
2016-07-10,2.4072023308251334,2.4072023308251334,2.4072023308251334,2.3914513229232637,2.3914513229232637,2.3914513229232637,2.3650384944481893,2.3650384944481893,2.3650384944481893,2.2876758902652257,2.2876758902652257,2.2876758902652257
2016-07-17,2.0333185442071855,2.0333185442071855,2.0333185442071855,2.1847134886595034,2.1847134886595034,2.1847134886595034,2.2044296131984433,2.2044296131984433,2.2044296131984433,2.27375172876856,2.27375172876856,2.27375172876856
2016-07-24,1.9239078060539807,1.9239078060539807,1.9239078060539807,2.003977610491026,2.003977610491026,2.003977610491026,1.966164159320294,1.966164159320294,1.966164159320294,1.9673029004250973,1.9673029004250973,1.9673029004250973
2016-07-31,1.7794849455033297,1.7794849455033297,1.7794849455033297,1.854648175524919,1.854648175524919,1.854648175524919,1.8801331079932673,1.8801331079932673,1.8801331079932673,1.8853218250467916,1.8853218250467916,1.8853218250467916
2016-08-07,1.7317946063163745,1.7317946063163745,1.7317946063163745,1.7579621781279324,1.7579621781279324,1.7579621781279324,1.7893056116943238,1.7893056116943238,1.7893056116943238,1.7088884188066822,1.7088884188066822,1.7088884188066822
2016-08-14,1.6401068094250562,1.6401068094250562,1.6401068094250562,1.5689351506614317,1.5689351506614317,1.5689351506614317,1.5798469765880594,1.5798469765880594,1.5798469765880594,1.5459633265279258,1.5459633265279258,1.5459633265279258
2016-08-21,1.3590131833893078,1.3590131833893078,1.3590131833893078,1.4640215143235518,1.4640215143235518,1.4640215143235518,1.1978582941533713,1.1978582941533713,1.1978582941533713,1.1920704453287023,1.1920704453287023,1.1920704453287023
2016-08-28,1.328699777780463,1.328699777780463,1.328699777780463,1.336995927934512,1.336995927934512,1.336995927934512,1.3582315987802216,1.3582315987802216,1.3582315987802216,1.3280845059238515,1.3280845059238515,1.3280845059238515
2016-09-04,1.0456765400240198,1.0456765400240198,1.0456765400240198,0.9464128143958451,0.9464128143958451,0.9464128143958451,0.5136948095017562,0.5136948095017562,0.5136948095017562,0.3566122695958247,0.3566122695958247,0.3566122695958247
