Date,ProShares UltraShort TechnologyEtf_Open_average,ProShares UltraShort TechnologyEtf_Open_max,ProShares UltraShort TechnologyEtf_Open_min,ProShares UltraShort TechnologyEtf_High_average,ProShares UltraShort TechnologyEtf_High_max,ProShares UltraShort TechnologyEtf_High_min,ProShares UltraShort TechnologyEtf_Low_average,ProShares UltraShort TechnologyEtf_Low_max,ProShares UltraShort TechnologyEtf_Low_min,ProShares UltraShort TechnologyEtf_Close_average,ProShares UltraShort TechnologyEtf_Close_max,ProShares UltraShort TechnologyEtf_Close_min
2016-05-15,-0.5361366473536273,-0.5361366473536273,-0.5361366473536273,-0.6124361764255882,-0.6124361764255882,-0.6124361764255882,-0.5264511864301903,-0.5264511864301903,-0.5264511864301903,-0.56698131371586,-0.56698131371586,-0.56698131371586
2016-05-22,-1.162623418416955,-1.162623418416955,-1.162623418416955,-1.1751390867128562,-1.1751390867128562,-1.1751390867128562,-1.1238243604532105,-1.1238243604532105,-1.1238243604532105,-1.1591067903509633,-1.1591067903509633,-1.1591067903509633
2016-05-29,-1.0301199543118547,-1.0301199543118547,-1.0301199543118547,-1.0117950276981298,-1.0117950276981298,-1.0117950276981298,-0.9980464585543355,-0.9980464585543355,-0.9980464585543355,-0.9855038727810066,-0.9855038727810066,-0.9855038727810066
2016-06-05,-0.9339764368275164,-0.9339764368275164,-0.9339764368275164,-0.8910216379040004,-0.8910216379040004,-0.8910216379040004,-0.9064195054672645,-0.9064195054672645,-0.9064195054672645,-0.8857029945022344,-0.8857029945022344,-0.8857029945022344
2016-06-12,-0.3658630569356594,-0.3658630569356594,-0.3658630569356594,-0.43640380402185186,-0.43640380402185186,-0.43640380402185186,-0.39384787670341115,-0.39384787670341115,-0.39384787670341115,-0.4584802963662382,-0.4584802963662382,-0.4584802963662382
2016-06-19,-0.1923626416275522,-0.1923626416275522,-0.1923626416275522,0.008245136364701713,0.008245136364701713,0.008245136364701713,-0.13809970925722634,-0.13809970925722634,-0.13809970925722634,-0.020609506355449232,-0.020609506355449232,-0.020609506355449232
2016-06-26,-0.5305848842866454,-0.5305848842866454,-0.5305848842866454,-0.642566936660819,-0.642566936660819,-0.642566936660819,-0.5965266595099017,-0.5965266595099017,-0.5965266595099017,-0.6505167905378061,-0.6505167905378061,-0.6505167905378061
2016-07-03,-0.805856890230471,-0.805856890230471,-0.805856890230471,-0.9173464853171668,-0.9173464853171668,-0.9173464853171668,-1.1515977655726326,-1.1515977655726326,-1.1515977655726326,-1.2182603254990694,-1.2182603254990694,-1.2182603254990694
2016-07-10,-1.8813222409225823,-1.8813222409225823,-1.8813222409225823,-1.9354803077084988,-1.9354803077084988,-1.9354803077084988,-1.8038156179412,-1.8038156179412,-1.8038156179412,-1.9197683054784087,-1.9197683054784087,-1.9197683054784087
2016-07-17,-2.24980447408287,-2.24980447408287,-2.24980447408287,-2.2571703610718927,-2.2571703610718927,-2.2571703610718927,-2.1881784345448083,-2.1881784345448083,-2.1881784345448083,-2.2582527266188483,-2.2582527266188483,-2.2582527266188483
2016-07-24,-2.3606214964511296,-2.3606214964511296,-2.3606214964511296,-2.3363517216372527,-2.3363517216372527,-2.3363517216372527,-2.3453331748720103,-2.3453331748720103,-2.3453331748720103,-2.3750778033334203,-2.3750778033334203,-2.3750778033334203
2016-07-31,-2.2122966879612136,-2.2122966879612136,-2.2122966879612136,-2.1874564477918175,-2.1874564477918175,-2.1874564477918175,-2.2258663560032677,-2.2258663560032677,-2.2258663560032677,-2.2377454366807266,-2.2377454366807266,-2.2377454366807266
2016-08-07,-1.9708207273170362,-1.9708207273170362,-1.9708207273170362,-1.8773791371232083,-1.8773791371232083,-1.8773791371232083,-1.9439863417808465,-1.9439863417808465,-1.9439863417808465,-1.8757132812939226,-1.8757132812939226,-1.8757132812939226
2016-08-14,-1.700061675266172,-1.700061675266172,-1.700061675266172,-1.70463442358983,-1.70463442358983,-1.70463442358983,-1.7237853640504055,-1.7237853640504055,-1.7237853640504055,-1.748461019297023,-1.748461019297023,-1.748461019297023
2016-08-21,-1.5726401533982715,-1.5726401533982715,-1.5726401533982715,-1.5241272165052022,-1.5241272165052022,-1.5241272165052022,-1.604329790295996,-1.604329790295996,-1.604329790295996,-1.5203759598604853,-1.5203759598604853,-1.5203759598604853
2016-08-28,-1.4704695293754055,-1.4704695293754055,-1.4704695293754055,-1.4323746747018544,-1.4323746747018544,-1.4323746747018544,-1.4793301275175872,-1.4793301275175872,-1.4793301275175872,-1.4565709097358974,-1.4565709097358974,-1.4565709097358974
2016-09-04,-1.187794403590235,-1.187794403590235,-1.187794403590235,-1.0376542784592888,-1.0376542784592888,-1.0376542784592888,-1.1782133244603672,-1.1782133244603672,-1.1782133244603672,-1.0230654658223468,-1.0230654658223468,-1.0230654658223468
2016-09-11,-1.3635772812605191,-1.3635772812605191,-1.3635772812605191,-1.2901897067170287,-1.2901897067170287,-1.2901897067170287,-1.3443759559978028,-1.3443759559978028,-1.3443759559978028,-1.2860463085591534,-1.2860463085591534,-1.2860463085591534
2016-09-18,-1.299189113966513,-1.299189113966513,-1.299189113966513,-1.3140921370467282,-1.3140921370467282,-1.3140921370467282,-1.2878564425549623,-1.2878564425549623,-1.2878564425549623,-1.3055712867952491,-1.3055712867952491,-1.3055712867952491
2016-09-25,-1.2705528831885244,-1.2705528831885244,-1.2705528831885244,-1.3178059765622858,-1.3178059765622858,-1.3178059765622858,-1.2655121620273306,-1.2655121620273306,-1.2655121620273306,-1.3162173592131754,-1.3162173592131754,-1.3162173592131754
2016-10-02,-1.096424011787831,-1.096424011787831,-1.096424011787831,-1.1369056879504835,-1.1369056879504835,-1.1369056879504835,-1.1635616547470258,-1.1635616547470258,-1.1635616547470258,-1.2189999312955713,-1.2189999312955713,-1.2189999312955713
2016-10-09,-0.9127217076500517,-0.9127217076500517,-0.9127217076500517,-0.9501745089001207,-0.9501745089001207,-0.9501745089001207,-0.9405009551491961,-0.9405009551491961,-0.9405009551491961,-0.9902311687175174,-0.9902311687175174,-0.9902311687175174
2016-10-16,-0.8676133982458633,-0.8676133982458633,-0.8676133982458633,-0.901486758591866,-0.901486758591866,-0.901486758591866,-0.8396724849242369,-0.8396724849242369,-0.8396724849242369,-0.8858995436092351,-0.8858995436092351,-0.8858995436092351
2016-10-23,-0.9576670041710419,-0.9576670041710419,-0.9576670041710419,-0.9256808964745481,-0.9256808964745481,-0.9256808964745481,-0.9673913272990683,-0.9673913272990683,-0.9673913272990683,-0.9149167648709221,-0.9149167648709221,-0.9149167648709221
2016-10-30,-0.3455645860510655,-0.3455645860510655,-0.3455645860510655,-0.39019181075552545,-0.39019181075552545,-0.39019181075552545,-0.3736026808227327,-0.3736026808227327,-0.3736026808227327,-0.42941540860173405,-0.42941540860173405,-0.42941540860173405
2016-11-06,-0.505022940419242,-0.505022940419242,-0.505022940419242,-0.5598184479673064,-0.5598184479673064,-0.5598184479673064,-0.515445436641295,-0.515445436641295,-0.515445436641295,-0.5781974925151186,-0.5781974925151186,-0.5781974925151186
2016-11-13,-0.9004970810397652,-0.9004970810397652,-0.9004970810397652,-0.9683986249616537,-0.9683986249616537,-0.9683986249616537,-0.8762277390161772,-0.8762277390161772,-0.8762277390161772,-0.9586056153171632,-0.9586056153171632,-0.9586056153171632
2016-11-20,-1.172620802349381,-1.172620802349381,-1.172620802349381,-1.2502525944381053,-1.2502525944381053,-1.2502525944381053,-1.1013495211747268,-1.1013495211747268,-1.1013495211747268,-1.1963444021059975,-1.1963444021059975,-1.1963444021059975
2016-11-27,1.1433622038488045,1.1433622038488045,1.1433622038488045,1.0643059009622604,1.0643059009622604,1.0643059009622604,-0.01637164659434021,-0.01637164659434021,-0.01637164659434021,-0.1342810201664122,-0.1342810201664122,-0.1342810201664122
2016-12-04,-1.7803798235438644,-1.7803798235438644,-1.7803798235438644,-1.8168167903482022,-1.8168167903482022,-1.8168167903482022,-1.9802533603624966,-1.9802533603624966,-1.9802533603624966,-1.995791387469735,-1.995791387469735,-1.995791387469735
2016-12-11,-2.250931845942404,-2.250931845942404,-2.250931845942404,-2.104615755350988,-2.104615755350988,-2.104615755350988,-2.3001649811187046,-2.3001649811187046,-2.3001649811187046,-2.105411938519152,-2.105411938519152,-2.105411938519152
2016-12-18,-1.9040482077174565,-1.9040482077174565,-1.9040482077174565,-1.8670286725853735,-1.8670286725853735,-1.8670286725853735,-1.9507590896334608,-1.9507590896334608,-1.9507590896334608,-1.8906409841097287,-1.8906409841097287,-1.8906409841097287
2016-12-25,-1.1582292172612432,-1.1582292172612432,-1.1582292172612432,-1.1491913965996856,-1.1491913965996856,-1.1491913965996856,-1.1471394047660088,-1.1471394047660088,-1.1471394047660088,-1.1221988580471873,-1.1221988580471873,-1.1221988580471873
2017-01-01,-1.508526924537063,-1.508526924537063,-1.508526924537063,-1.52692128863936,-1.52692128863936,-1.52692128863936,-1.6120878314677483,-1.6120878314677483,-1.6120878314677483,-1.5925433203507824,-1.5925433203507824,-1.5925433203507824
2017-01-08,-2.0587417652979196,-2.0587417652979196,-2.0587417652979196,-2.0413457331762244,-2.0413457331762244,-2.0413457331762244,-2.1809237665500305,-2.1809237665500305,-2.1809237665500305,-2.1234231426508146,-2.1234231426508146,-2.1234231426508146
2017-01-15,-1.8384317992605765,-1.8384317992605765,-1.8384317992605765,-1.7252387300745315,-1.7252387300745315,-1.7252387300745315,-1.937719609299404,-1.937719609299404,-1.937719609299404,-1.7867578837972689,-1.7867578837972689,-1.7867578837972689
