Date,iShares Broad USD Investment Grade Corporate BondEtf_Open_average,iShares Broad USD Investment Grade Corporate BondEtf_Open_max,iShares Broad USD Investment Grade Corporate BondEtf_Open_min,iShares Broad USD Investment Grade Corporate BondEtf_High_average,iShares Broad USD Investment Grade Corporate BondEtf_High_max,iShares Broad USD Investment Grade Corporate BondEtf_High_min,iShares Broad USD Investment Grade Corporate BondEtf_Low_average,iShares Broad USD Investment Grade Corporate BondEtf_Low_max,iShares Broad USD Investment Grade Corporate BondEtf_Low_min,iShares Broad USD Investment Grade Corporate BondEtf_Close_average,iShares Broad USD Investment Grade Corporate BondEtf_Close_max,iShares Broad USD Investment Grade Corporate BondEtf_Close_min
2016-05-15,0.9533739546928552,0.9533739546928552,0.9533739546928552,1.0008715129470567,1.0008715129470567,1.0008715129470567,0.9996514807877589,0.9996514807877589,0.9996514807877589,0.9299059323210561,0.9299059323210561,0.9299059323210561
2016-05-22,1.0279382987299468,1.0279382987299468,1.0279382987299468,0.9728431729779248,0.9728431729779248,0.9728431729779248,0.9506429301352575,0.9506429301352575,0.9506429301352575,0.9344002826874341,0.9344002826874341,0.9344002826874341
2016-05-29,1.250700913745291,1.250700913745291,1.250700913745291,1.216744445250317,1.216744445250317,1.216744445250317,1.2036206147861641,1.2036206147861641,1.2036206147861641,1.1696661814701086,1.1696661814701086,1.1696661814701086
2016-06-05,1.2854416959095651,1.2854416959095651,1.2854416959095651,1.378463507630573,1.378463507630573,1.378463507630573,1.3321871402143601,1.3321871402143601,1.3321871402143601,1.3099929817039078,1.3099929817039078,1.3099929817039078
2016-06-12,1.2277255426564078,1.2277255426564078,1.2277255426564078,1.2356239901917512,1.2356239901917512,1.2356239901917512,1.2586363911173537,1.2586363911173537,1.2586363911173537,1.1990707033907622,1.1990707033907622,1.1990707033907622
2016-06-19,1.3925312681415007,1.3925312681415007,1.3925312681415007,1.34371823515055,1.34371823515055,1.34371823515055,1.2875870841721782,1.2875870841721782,1.2875870841721782,1.2403113030618433,1.2403113030618433,1.2403113030618433
2016-06-26,1.709216655802558,1.709216655802558,1.709216655802558,1.7163074361182022,1.7163074361182022,1.7163074361182022,1.6813859441544432,1.6813859441544432,1.6813859441544432,1.7756668092500962,1.7756668092500962,1.7756668092500962
2016-07-03,1.865187562780679,1.865187562780679,1.865187562780679,2.074199709541153,2.074199709541153,2.074199709541153,1.9969008853628283,1.9969008853628283,1.9969008853628283,2.1254025801505603,2.1254025801505603,2.1254025801505603
2016-07-10,-4.21137146163587,-4.21137146163587,-4.21137146163587,-4.209520527931523,-4.209520527931523,-4.209520527931523,-4.211434601826032,-4.211434601826032,-4.211434601826032,-4.210406209948444,-4.210406209948444,-4.210406209948444
2016-07-17,-2.9187268843434913,-2.9187268843434913,-2.9187268843434913,-2.9111773728517187,-2.9111773728517187,-2.9111773728517187,-2.9118965767479845,-2.9118965767479845,-2.9118965767479845,-2.907937755495395,-2.907937755495395,-2.907937755495395
2016-07-24,-2.306717800215025,-2.306717800215025,-2.306717800215025,-2.3085428771014236,-2.3085428771014236,-2.3085428771014236,-2.3044984595130305,-2.3044984595130305,-2.3044984595130305,-2.304733796327484,-2.304733796327484,-2.304733796327484
2016-07-31,-1.9489518821373673,-1.9489518821373673,-1.9489518821373673,-1.9531334794732493,-1.9531334794732493,-1.9531334794732493,-1.9544208795533202,-1.9544208795533202,-1.9544208795533202,-1.9565662764210308,-1.9565662764210308,-1.9565662764210308
2016-08-07,-1.6806101157192803,-1.6806101157192803,-1.6806101157192803,-1.6804593377500847,-1.6804593377500847,-1.6804593377500847,-1.6803890539163213,-1.6803890539163213,-1.6803890539163213,-1.6787528773835465,-1.6787528773835465,-1.6787528773835465
2016-08-14,-1.4862742394422277,-1.4862742394422277,-1.4862742394422277,-1.4864740221352437,-1.4864740221352437,-1.4864740221352437,-1.4848425695364003,-1.4848425695364003,-1.4848425695364003,-1.4847907987926716,-1.4847907987926716,-1.4847907987926716
2016-08-21,-1.3198005252417646,-1.3198005252417646,-1.3198005252417646,-1.318390244730843,-1.318390244730843,-1.318390244730843,-1.324057397419775,-1.324057397419775,-1.324057397419775,-1.3253156729083995,-1.3253156729083995,-1.3253156729083995
2016-08-28,-1.1932466986210803,-1.1932466986210803,-1.1932466986210803,-1.195504972710556,-1.195504972710556,-1.195504972710556,-1.1943276646557033,-1.1943276646557033,-1.1943276646557033,-1.191886665653037,-1.191886665653037,-1.191886665653037
2016-09-04,-1.0897982610977788,-1.0897982610977788,-1.0897982610977788,-1.092705817173828,-1.092705817173828,-1.092705817173828,-1.0917001921595522,-1.0917001921595522,-1.0917001921595522,-1.0914346033785063,-1.0914346033785063,-1.0914346033785063
2016-09-11,-0.9942150159892197,-0.9942150159892197,-0.9942150159892197,-0.9948931841467631,-0.9948931841467631,-0.9948931841467631,-0.9911561001292095,-0.9911561001292095,-0.9911561001292095,-0.991539216414742,-0.991539216414742,-0.991539216414742
2016-09-18,-0.8859384302864466,-0.8859384302864466,-0.8859384302864466,-0.885294069782522,-0.885294069782522,-0.885294069782522,-0.8821616238947118,-0.8821616238947118,-0.8821616238947118,-0.8809390013705993,-0.8809390013705993,-0.8809390013705993
2016-09-25,-0.7929305474024111,-0.7929305474024111,-0.7929305474024111,-0.7939855947933313,-0.7939855947933313,-0.7939855947933313,-0.7933649666271025,-0.7933649666271025,-0.7933649666271025,-0.7928897642888931,-0.7928897642888931,-0.7928897642888931
2016-10-02,-0.7295105512028472,-0.7295105512028472,-0.7295105512028472,-0.7308132927109379,-0.7308132927109379,-0.7308132927109379,-0.730619137117078,-0.730619137117078,-0.730619137117078,-0.7281079218133836,-0.7281079218133836,-0.7281079218133836
2016-10-09,-0.6557623906107525,-0.6557623906107525,-0.6557623906107525,-0.6541963055446232,-0.6541963055446232,-0.6541963055446232,-0.6533043295791993,-0.6533043295791993,-0.6533043295791993,-0.6547713326721765,-0.6547713326721765,-0.6547713326721765
2016-10-16,-0.5700548001912888,-0.5700548001912888,-0.5700548001912888,-0.5730193600611537,-0.5730193600611537,-0.5730193600611537,-0.5691222155220091,-0.5691222155220091,-0.5691222155220091,-0.5690945118680099,-0.5690945118680099,-0.5690945118680099
2016-10-23,-0.5170281969347976,-0.5170281969347976,-0.5170281969347976,-0.5171409046717163,-0.5171409046717163,-0.5171409046717163,-0.5141003281813378,-0.5141003281813378,-0.5141003281813378,-0.5144158377972377,-0.5144158377972377,-0.5144158377972377
2016-10-30,-0.448244919795261,-0.448244919795261,-0.448244919795261,-0.44337742300626715,-0.44337742300626715,-0.44337742300626715,-0.44249375181829115,-0.44249375181829115,-0.44249375181829115,-0.43962875231448517,-0.43962875231448517,-0.43962875231448517
2016-11-06,-0.41627800435168827,-0.41627800435168827,-0.41627800435168827,-0.42015670924307014,-0.42015670924307014,-0.42015670924307014,-0.42271285161484135,-0.42271285161484135,-0.42271285161484135,-0.42497085097243953,-0.42497085097243953,-0.42497085097243953
2016-11-13,-0.36518868836417834,-0.36518868836417834,-0.36518868836417834,-0.3680323108397599,-0.3680323108397599,-0.3680323108397599,-0.3810615095003717,-0.3810615095003717,-0.3810615095003717,-0.38143615715573703,-0.38143615715573703,-0.38143615715573703
