Date,Direxion Daily SP Biotech Bear 3XEtf_Open_average,Direxion Daily SP Biotech Bear 3XEtf_Open_max,Direxion Daily SP Biotech Bear 3XEtf_Open_min,Direxion Daily SP Biotech Bear 3XEtf_High_average,Direxion Daily SP Biotech Bear 3XEtf_High_max,Direxion Daily SP Biotech Bear 3XEtf_High_min,Direxion Daily SP Biotech Bear 3XEtf_Low_average,Direxion Daily SP Biotech Bear 3XEtf_Low_max,Direxion Daily SP Biotech Bear 3XEtf_Low_min,Direxion Daily SP Biotech Bear 3XEtf_Close_average,Direxion Daily SP Biotech Bear 3XEtf_Close_max,Direxion Daily SP Biotech Bear 3XEtf_Close_min
2016-05-15,-0.9643729988323484,-0.9643729988323484,-0.9643729988323484,-1.0654056041554902,-1.0654056041554902,-1.0654056041554902,-1.0018939793421067,-1.0018939793421067,-1.0018939793421067,-1.1412346449092472,-1.1412346449092472,-1.1412346449092472
2016-05-22,-1.4306713350264249,-1.4306713350264249,-1.4306713350264249,-1.4134143184430035,-1.4134143184430035,-1.4134143184430035,-1.3818270108652466,-1.3818270108652466,-1.3818270108652466,-1.4576585723772704,-1.4576585723772704,-1.4576585723772704
2016-05-29,-1.6013722579535288,-1.6013722579535288,-1.6013722579535288,-1.4610882633327062,-1.4610882633327062,-1.4610882633327062,-1.541597661912396,-1.541597661912396,-1.541597661912396,-1.4520784297023435,-1.4520784297023435,-1.4520784297023435
2016-06-05,-1.1458568786889864,-1.1458568786889864,-1.1458568786889864,-1.1496955274564753,-1.1496955274564753,-1.1496955274564753,-1.093266232432428,-1.093266232432428,-1.093266232432428,-1.101784453202875,-1.101784453202875,-1.101784453202875
2016-06-12,-0.9541728167590838,-0.9541728167590838,-0.9541728167590838,-0.8391024258925777,-0.8391024258925777,-0.8391024258925777,-0.8605630162142915,-0.8605630162142915,-0.8605630162142915,-0.7386736057058202,-0.7386736057058202,-0.7386736057058202
2016-06-19,-0.6015212359418878,-0.6015212359418878,-0.6015212359418878,-0.6384337005253624,-0.6384337005253624,-0.6384337005253624,-0.590358849863311,-0.590358849863311,-0.590358849863311,-0.5040184208699385,-0.5040184208699385,-0.5040184208699385
2016-06-26,-0.8187323369258663,-0.8187323369258663,-0.8187323369258663,-0.9594382584554222,-0.9594382584554222,-0.9594382584554222,-1.0674705513448874,-1.0674705513448874,-1.0674705513448874,-1.196654086130797,-1.196654086130797,-1.196654086130797
2016-07-03,-1.2160957592684913,-1.2160957592684913,-1.2160957592684913,-1.2956787171704367,-1.2956787171704367,-1.2956787171704367,-1.2929042892735976,-1.2929042892735976,-1.2929042892735976,-1.3529267711524258,-1.3529267711524258,-1.3529267711524258
2016-07-10,-1.0552508507018556,-1.0552508507018556,-1.0552508507018556,-1.1705751613347597,-1.1705751613347597,-1.1705751613347597,-1.1774896177532685,-1.1774896177532685,-1.1774896177532685,-1.2630221682965548,-1.2630221682965548,-1.2630221682965548
2016-07-17,-1.3259947529500602,-1.3259947529500602,-1.3259947529500602,-1.3796904393128009,-1.3796904393128009,-1.3796904393128009,-1.4057905461984075,-1.4057905461984075,-1.4057905461984075,-1.443962981867622,-1.443962981867622,-1.443962981867622
