Date,ProShares UltraShort MSCI EAFEEtf_Open_average,ProShares UltraShort MSCI EAFEEtf_Open_max,ProShares UltraShort MSCI EAFEEtf_Open_min,ProShares UltraShort MSCI EAFEEtf_High_average,ProShares UltraShort MSCI EAFEEtf_High_max,ProShares UltraShort MSCI EAFEEtf_High_min,ProShares UltraShort MSCI EAFEEtf_Low_average,ProShares UltraShort MSCI EAFEEtf_Low_max,ProShares UltraShort MSCI EAFEEtf_Low_min,ProShares UltraShort MSCI EAFEEtf_Close_average,ProShares UltraShort MSCI EAFEEtf_Close_max,ProShares UltraShort MSCI EAFEEtf_Close_min
2016-05-15,-0.8057620276891961,-0.8057620276891961,-0.8057620276891961,-0.8478872576856079,-0.8478872576856079,-0.8478872576856079,-0.7780446121230511,-0.7780446121230511,-0.7780446121230511,-0.8286082166725286,-0.8286082166725286,-0.8286082166725286
2016-05-22,-1.245504260734954,-1.245504260734954,-1.245504260734954,-1.2279726408225426,-1.2279726408225426,-1.2279726408225426,-1.2380162943630708,-1.2380162943630708,-1.2380162943630708,-1.2552314671172247,-1.2552314671172247,-1.2552314671172247
2016-05-29,-1.1780571529456343,-1.1780571529456343,-1.1780571529456343,-1.030856501946578,-1.030856501946578,-1.030856501946578,-1.1789146190996713,-1.1789146190996713,-1.1789146190996713,-1.0267993240261306,-1.0267993240261306,-1.0267993240261306
2016-06-05,-0.5197718248678103,-0.5197718248678103,-0.5197718248678103,-0.5648710937349951,-0.5648710937349951,-0.5648710937349951,-0.474791488529878,-0.474791488529878,-0.474791488529878,-0.5277470520061425,-0.5277470520061425,-0.5277470520061425
2016-06-12,-0.041680929246930926,-0.041680929246930926,-0.041680929246930926,-0.07020658942159053,-0.07020658942159053,-0.07020658942159053,-0.11636179590751526,-0.11636179590751526,-0.11636179590751526,-0.1761929150708949,-0.1761929150708949,-0.1761929150708949
2016-06-19,0.2578894713342318,0.2578894713342318,0.2578894713342318,0.3024038595308245,0.3024038595308245,0.3024038595308245,-0.02569868903943308,-0.02569868903943308,-0.02569868903943308,0.4203651130680142,0.4203651130680142,0.4203651130680142
2016-06-26,-0.770230826065286,-0.770230826065286,-0.770230826065286,-0.8030380995255143,-0.8030380995255143,-0.8030380995255143,-0.7331394185932202,-0.7331394185932202,-0.7331394185932202,-0.7670074383737295,-0.7670074383737295,-0.7670074383737295
2016-07-03,-0.2239386697066786,-0.2239386697066786,-0.2239386697066786,-0.29231479390547477,-0.29231479390547477,-0.29231479390547477,-0.31038368855290455,-0.31038368855290455,-0.31038368855290455,-0.3718444719591841,-0.3718444719591841,-0.3718444719591841
2016-07-10,-1.6405206237095502,-1.6405206237095502,-1.6405206237095502,-1.6217073829489632,-1.6217073829489632,-1.6217073829489632,-1.7175190135119573,-1.7175190135119573,-1.7175190135119573,-1.6876468979351267,-1.6876468979351267,-1.6876468979351267
2016-07-17,-1.2548073401442525,-1.2548073401442525,-1.2548073401442525,-1.345657196883461,-1.345657196883461,-1.345657196883461,-1.5920196147177474,-1.5920196147177474,-1.5920196147177474,-1.6194156492618461,-1.6194156492618461,-1.6194156492618461
2016-07-24,-1.8320154846055203,-1.8320154846055203,-1.8320154846055203,-1.8653771803780206,-1.8653771803780206,-1.8653771803780206,-2.010425410412784,-2.010425410412784,-2.010425410412784,-1.9929340610131263,-1.9929340610131263,-1.9929340610131263
2016-07-31,-1.4842737624969236,-1.4842737624969236,-1.4842737624969236,-1.5470854751874064,-1.5470854751874064,-1.5470854751874064,-1.523996620122853,-1.523996620122853,-1.523996620122853,-1.5527015877953585,-1.5527015877953585,-1.5527015877953585
2016-08-07,-2.0299327116232093,-2.0299327116232093,-2.0299327116232093,-1.9745841887864402,-1.9745841887864402,-1.9745841887864402,-2.0548607003669095,-2.0548607003669095,-2.0548607003669095,-1.985810677588404,-1.985810677588404,-1.985810677588404
2016-08-14,-1.6085032783485744,-1.6085032783485744,-1.6085032783485744,-1.661905757275995,-1.661905757275995,-1.661905757275995,-1.7569235456619599,-1.7569235456619599,-1.7569235456619599,-1.697691701897712,-1.697691701897712,-1.697691701897712
2016-08-21,-1.6092816072645,-1.6092816072645,-1.6092816072645,-1.3388566805257571,-1.3388566805257571,-1.3388566805257571,-1.7527066498862494,-1.7527066498862494,-1.7527066498862494,-1.3400120962813884,-1.3400120962813884,-1.3400120962813884
