Date,PowerShares Variable Rate Preferred Portfolio_etf_Open_average,PowerShares Variable Rate Preferred Portfolio_etf_Open_max,PowerShares Variable Rate Preferred Portfolio_etf_Open_min,PowerShares Variable Rate Preferred Portfolio_etf_High_average,PowerShares Variable Rate Preferred Portfolio_etf_High_max,PowerShares Variable Rate Preferred Portfolio_etf_High_min,PowerShares Variable Rate Preferred Portfolio_etf_Low_average,PowerShares Variable Rate Preferred Portfolio_etf_Low_max,PowerShares Variable Rate Preferred Portfolio_etf_Low_min,PowerShares Variable Rate Preferred Portfolio_etf_Close_average,PowerShares Variable Rate Preferred Portfolio_etf_Close_max,PowerShares Variable Rate Preferred Portfolio_etf_Close_min
2016-03-27,0.7959151769041001,0.7959151769041001,0.7959151769041001,0.7582950112453819,0.7582950112453819,0.7582950112453819,0.8811750698616829,0.8811750698616829,0.8811750698616829,0.7620247556409627,0.7620247556409627,0.7620247556409627
2016-04-03,0.6727279042475379,0.6727279042475379,0.6727279042475379,0.7263210207729374,0.7263210207729374,0.7263210207729374,0.7403364826366654,0.7403364826366654,0.7403364826366654,0.6232847635308052,0.6232847635308052,0.6232847635308052
2016-04-10,0.9035325383315596,0.9035325383315596,0.9035325383315596,0.7946910037371009,0.7946910037371009,0.7946910037371009,0.8283787222870153,0.8283787222870153,0.8283787222870153,0.6834373181838004,0.6834373181838004,0.6834373181838004
2016-04-17,0.9968298767847223,0.9968298767847223,0.9968298767847223,0.9972552203573407,0.9972552203573407,0.9972552203573407,1.0223147671548154,1.0223147671548154,1.0223147671548154,1.0493547241753496,1.0493547241753496,1.0493547241753496
2016-04-24,1.1928054511118587,1.1928054511118587,1.1928054511118587,1.250390808200887,1.250390808200887,1.250390808200887,1.1724552380854978,1.1724552380854978,1.1724552380854978,1.3044279097165086,1.3044279097165086,1.3044279097165086
2016-05-01,1.2543198544736223,1.2543198544736223,1.2543198544736223,1.2236390492111344,1.2236390492111344,1.2236390492111344,1.226905746276883,1.226905746276883,1.226905746276883,1.174794350092013,1.174794350092013,1.174794350092013
2016-05-08,1.4556035919583388,1.4556035919583388,1.4556035919583388,1.6335978123000763,1.6335978123000763,1.6335978123000763,1.37151743644618,1.37151743644618,1.37151743644618,1.4178587933639906,1.4178587933639906,1.4178587933639906
2016-05-15,1.4982436930763958,1.4982436930763958,1.4982436930763958,1.4469719315342202,1.4469719315342202,1.4469719315342202,1.568650882631039,1.568650882631039,1.568650882631039,1.5537027772644547,1.5537027772644547,1.5537027772644547
2016-05-22,1.7489111384724674,1.7489111384724674,1.7489111384724674,1.8157881387049222,1.8157881387049222,1.8157881387049222,1.8389425606991339,1.8389425606991339,1.8389425606991339,1.8389258217569007,1.8389258217569007,1.8389258217569007
2016-05-29,1.695259006776684,1.695259006776684,1.695259006776684,1.7663059394490108,1.7663059394490108,1.7663059394490108,1.6530078680775058,1.6530078680775058,1.6530078680775058,1.8176123762262533,1.8176123762262533,1.8176123762262533
