Date,KraneShares E China Commercial PaperEtf_Open_average,KraneShares E China Commercial PaperEtf_Open_max,KraneShares E China Commercial PaperEtf_Open_min,KraneShares E China Commercial PaperEtf_High_average,KraneShares E China Commercial PaperEtf_High_max,KraneShares E China Commercial PaperEtf_High_min,KraneShares E China Commercial PaperEtf_Low_average,KraneShares E China Commercial PaperEtf_Low_max,KraneShares E China Commercial PaperEtf_Low_min,KraneShares E China Commercial PaperEtf_Close_average,KraneShares E China Commercial PaperEtf_Close_max,KraneShares E China Commercial PaperEtf_Close_min
2016-05-15,0.08130260580400771,0.08130260580400771,0.08130260580400771,-0.182107687114316,-0.182107687114316,-0.182107687114316,0.08878658819729943,0.08878658819729943,0.08878658819729943,-0.07120187139870808,-0.07120187139870808,-0.07120187139870808
2016-05-22,-0.6041549392092282,-0.6041549392092282,-0.6041549392092282,-0.43385817439258256,-0.43385817439258256,-0.43385817439258256,-0.576297171999731,-0.576297171999731,-0.576297171999731,-0.3180084734829461,-0.3180084734829461,-0.3180084734829461
2016-05-29,-0.09957929735080526,-0.09957929735080526,-0.09957929735080526,0.07916008171963636,0.07916008171963636,0.07916008171963636,-0.07043423955804202,-0.07043423955804202,-0.07043423955804202,0.05920979348650552,0.05920979348650552,0.05920979348650552
2016-06-05,-0.4598494306849785,-0.4598494306849785,-0.4598494306849785,-0.7889652216796855,-0.7889652216796855,-0.7889652216796855,-0.4544891739060814,-0.4544891739060814,-0.4544891739060814,-0.7312072689101984,-0.7312072689101984,-0.7312072689101984
2016-06-12,-0.7682600130437713,-0.7682600130437713,-0.7682600130437713,-1.1174901089118345,-1.1174901089118345,-1.1174901089118345,-0.7188889104073171,-0.7188889104073171,-0.7188889104073171,-1.0422111262224658,-1.0422111262224658,-1.0422111262224658
2016-06-19,-0.8165838876855825,-0.8165838876855825,-0.8165838876855825,-1.3182259131623135,-1.3182259131623135,-1.3182259131623135,-1.4186605960108205,-1.4186605960108205,-1.4186605960108205,-1.7004918726814915,-1.7004918726814915,-1.7004918726814915
2016-06-26,-1.9405820503111633,-1.9405820503111633,-1.9405820503111633,-2.327835352525436,-2.327835352525436,-2.327835352525436,-1.8929147005390448,-1.8929147005390448,-1.8929147005390448,-2.078190280118189,-2.078190280118189,-2.078190280118189
2016-07-03,-2.258963486493591,-2.258963486493591,-2.258963486493591,-2.369551510191989,-2.369551510191989,-2.369551510191989,-2.155791113049806,-2.155791113049806,-2.155791113049806,-2.221509848107227,-2.221509848107227,-2.221509848107227
2016-07-10,-1.970456223417123,-1.970456223417123,-1.970456223417123,-2.023686398996481,-2.023686398996481,-2.023686398996481,-1.9416811752096481,-1.9416811752096481,-1.9416811752096481,-1.9395768022995437,-1.9395768022995437,-1.9395768022995437
2016-07-17,-1.4736241302793074,-1.4736241302793074,-1.4736241302793074,-1.5561293663548617,-1.5561293663548617,-1.5561293663548617,-1.4763281658004537,-1.4763281658004537,-1.4763281658004537,-1.486505367669644,-1.486505367669644,-1.486505367669644
2016-07-24,-0.6510157131314152,-0.6510157131314152,-0.6510157131314152,-0.611899185498982,-0.611899185498982,-0.611899185498982,-0.6396597270349328,-0.6396597270349328,-0.6396597270349328,-0.536356537326397,-0.536356537326397,-0.536356537326397
2016-07-31,-0.853619428126488,-0.853619428126488,-0.853619428126488,-0.9278537265522993,-0.9278537265522993,-0.9278537265522993,-0.784969171058682,-0.784969171058682,-0.784969171058682,-0.8905907317692922,-0.8905907317692922,-0.8905907317692922
