Date,iShares Interest Rate Hedged High Yield BondEtf_Open_average,iShares Interest Rate Hedged High Yield BondEtf_Open_max,iShares Interest Rate Hedged High Yield BondEtf_Open_min,iShares Interest Rate Hedged High Yield BondEtf_High_average,iShares Interest Rate Hedged High Yield BondEtf_High_max,iShares Interest Rate Hedged High Yield BondEtf_High_min,iShares Interest Rate Hedged High Yield BondEtf_Low_average,iShares Interest Rate Hedged High Yield BondEtf_Low_max,iShares Interest Rate Hedged High Yield BondEtf_Low_min,iShares Interest Rate Hedged High Yield BondEtf_Close_average,iShares Interest Rate Hedged High Yield BondEtf_Close_max,iShares Interest Rate Hedged High Yield BondEtf_Close_min
2016-05-15,1.0031770036880545,1.0031770036880545,1.0031770036880545,1.046339470614777,1.046339470614777,1.046339470614777,1.038972231578612,1.038972231578612,1.038972231578612,1.0852505580677667,1.0852505580677667,1.0852505580677667
2016-05-22,1.2297694634817498,1.2297694634817498,1.2297694634817498,1.2713258013920337,1.2713258013920337,1.2713258013920337,1.2612606910148314,1.2612606910148314,1.2612606910148314,1.301817715623923,1.301817715623923,1.301817715623923
2016-05-29,0.9408167189597991,0.9408167189597991,0.9408167189597991,0.950066336785648,0.950066336785648,0.950066336785648,0.9042499108408869,0.9042499108408869,0.9042499108408869,0.9034695297955344,0.9034695297955344,0.9034695297955344
2016-06-05,0.9574293486274027,0.9574293486274027,0.9574293486274027,0.9548728886198083,0.9548728886198083,0.9548728886198083,0.8605198346666818,0.8605198346666818,0.8605198346666818,0.8520095087996072,0.8520095087996072,0.8520095087996072
2016-06-12,0.42136240087610166,0.42136240087610166,0.42136240087610166,0.5414430235983817,0.5414430235983817,0.5414430235983817,0.4567191375050096,0.4567191375050096,0.4567191375050096,0.5852260257590639,0.5852260257590639,0.5852260257590639
2016-06-19,0.4856436538188035,0.4856436538188035,0.4856436538188035,0.4486723289375732,0.4486723289375732,0.4486723289375732,0.44173549377122273,0.44173549377122273,0.44173549377122273,0.43163862946062304,0.43163862946062304,0.43163862946062304
2016-06-26,0.9204993793076697,0.9204993793076697,0.9204993793076697,1.3262817320638638,1.3262817320638638,1.3262817320638638,0.9182555047712191,0.9182555047712191,0.9182555047712191,1.3932454374080587,1.3932454374080587,1.3932454374080587
2016-07-03,1.1964853190122093,1.1964853190122093,1.1964853190122093,1.1128730179112323,1.1128730179112323,1.1128730179112323,1.275391089769125,1.275391089769125,1.275391089769125,1.182244115834497,1.182244115834497,1.182244115834497
2016-07-10,1.908835556324525,1.908835556324525,1.908835556324525,1.7796045704531478,1.7796045704531478,1.7796045704531478,1.9778228051485254,1.9778228051485254,1.9778228051485254,1.8468314850185013,1.8468314850185013,1.8468314850185013
2016-07-17,2.025397435094229,2.025397435094229,2.025397435094229,1.9451398177428527,1.9451398177428527,1.9451398177428527,2.058056625855631,2.058056625855631,2.058056625855631,1.981129516464971,1.981129516464971,1.981129516464971
2016-07-24,1.105319935074626,1.105319935074626,1.105319935074626,1.1679608916727209,1.1679608916727209,1.1679608916727209,1.150244212418821,1.150244212418821,1.150244212418821,1.1795137236220392,1.1795137236220392,1.1795137236220392
2016-07-31,1.219099541201563,1.219099541201563,1.219099541201563,1.2321197875909307,1.2321197875909307,1.2321197875909307,1.2513846030833666,1.2513846030833666,1.2513846030833666,1.202545444327045,1.202545444327045,1.202545444327045
2016-08-07,1.830262410790598,1.830262410790598,1.830262410790598,1.8167591796673186,1.8167591796673186,1.8167591796673186,1.766524794647322,1.766524794647322,1.766524794647322,1.8360281273652066,1.8360281273652066,1.8360281273652066
2016-08-14,1.9653397993287365,1.9653397993287365,1.9653397993287365,1.9638269812602476,1.9638269812602476,1.9638269812602476,1.951869307403137,1.951869307403137,1.951869307403137,1.9710470040637542,1.9710470040637542,1.9710470040637542
2016-08-21,1.844346968623129,1.844346968623129,1.844346968623129,1.7607059029717675,1.7607059029717675,1.7607059029717675,1.8406358455291834,1.8406358455291834,1.8406358455291834,1.7537894345832277,1.7537894345832277,1.7537894345832277
2016-08-28,1.8317131922039078,1.8317131922039078,1.8317131922039078,1.8277880804794655,1.8277880804794655,1.8277880804794655,1.8119991539485614,1.8119991539485614,1.8119991539485614,1.8029380982461758,1.8029380982461758,1.8029380982461758
2016-09-04,1.2626613218770109,1.2626613218770109,1.2626613218770109,1.2012650911219216,1.2012650911219216,1.2012650911219216,1.2627557432855745,1.2627557432855745,1.2627557432855745,1.19899206091937,1.19899206091937,1.19899206091937
