Date,ProShares Short Real EstateEtf_Open_average,ProShares Short Real EstateEtf_Open_max,ProShares Short Real EstateEtf_Open_min,ProShares Short Real EstateEtf_High_average,ProShares Short Real EstateEtf_High_max,ProShares Short Real EstateEtf_High_min,ProShares Short Real EstateEtf_Low_average,ProShares Short Real EstateEtf_Low_max,ProShares Short Real EstateEtf_Low_min,ProShares Short Real EstateEtf_Close_average,ProShares Short Real EstateEtf_Close_max,ProShares Short Real EstateEtf_Close_min
2016-03-27,-1.6127541772417637,-1.6127541772417637,-1.6127541772417637,-1.6721222021347648,-1.6721222021347648,-1.6721222021347648,-1.6312468752246212,-1.6312468752246212,-1.6312468752246212,-1.6694806901334094,-1.6694806901334094,-1.6694806901334094
2016-04-03,-1.3840754249853517,-1.3840754249853517,-1.3840754249853517,-1.4142745629870752,-1.4142745629870752,-1.4142745629870752,-1.361536845280108,-1.361536845280108,-1.361536845280108,-1.3397014339200186,-1.3397014339200186,-1.3397014339200186
2016-04-10,-1.2493920123776623,-1.2493920123776623,-1.2493920123776623,-1.2652355859449749,-1.2652355859449749,-1.2652355859449749,-1.1861382919011467,-1.1861382919011467,-1.1861382919011467,-1.189803294358728,-1.189803294358728,-1.189803294358728
2016-04-17,-0.7216016945298963,-0.7216016945298963,-0.7216016945298963,-0.7482367453985754,-0.7482367453985754,-0.7482367453985754,-0.80108965689838,-0.80108965689838,-0.80108965689838,-0.794500408931525,-0.794500408931525,-0.794500408931525
2016-04-24,-0.7457426830535078,-0.7457426830535078,-0.7457426830535078,-0.6417242013968736,-0.6417242013968736,-0.6417242013968736,-0.6854557678216868,-0.6854557678216868,-0.6854557678216868,-0.6734849164359501,-0.6734849164359501,-0.6734849164359501
2016-05-01,-1.0068070429073472,-1.0068070429073472,-1.0068070429073472,-0.9880927615511429,-0.9880927615511429,-0.9880927615511429,-1.11371017747023,-1.11371017747023,-1.11371017747023,-1.1272998817647872,-1.1272998817647872,-1.1272998817647872
2016-05-08,-1.1131550523780802,-1.1131550523780802,-1.1131550523780802,-0.9769100379708062,-0.9769100379708062,-0.9769100379708062,-1.0306314109768555,-1.0306314109768555,-1.0306314109768555,-0.9241465729838668,-0.9241465729838668,-0.9241465729838668
2016-05-15,-0.24976603662775948,-0.24976603662775948,-0.24976603662775948,-0.32226786287221915,-0.32226786287221915,-0.32226786287221915,-0.22775541459167709,-0.22775541459167709,-0.22775541459167709,-0.2137972744677744,-0.2137972744677744,-0.2137972744677744
2016-05-22,-0.8742365604674077,-0.8742365604674077,-0.8742365604674077,-0.9504461579842168,-0.9504461579842168,-0.9504461579842168,-0.9684422713970561,-0.9684422713970561,-0.9684422713970561,-0.9191344992004185,-0.9191344992004185,-0.9191344992004185
2016-05-29,-1.448169067096189,-1.448169067096189,-1.448169067096189,-1.3192601219446458,-1.3192601219446458,-1.3192601219446458,-1.4317393766829178,-1.4317393766829178,-1.4317393766829178,-1.290071628886187,-1.290071628886187,-1.290071628886187
2016-06-05,-1.177914293628468,-1.177914293628468,-1.177914293628468,-1.3481846395144377,-1.3481846395144377,-1.3481846395144377,-1.1483559819094458,-1.1483559819094458,-1.1483559819094458,-1.2132466279467897,-1.2132466279467897,-1.2132466279467897
2016-06-12,-1.2138216705684313,-1.2138216705684313,-1.2138216705684313,-1.3714948598427839,-1.3714948598427839,-1.3714948598427839,-1.1555004695720976,-1.1555004695720976,-1.1555004695720976,-1.3370049557859773,-1.3370049557859773,-1.3370049557859773
2016-06-19,-0.7423550362998288,-0.7423550362998288,-0.7423550362998288,-0.8478810276744599,-0.8478810276744599,-0.8478810276744599,-1.5270855034592574,-1.5270855034592574,-1.5270855034592574,-1.213558830363995,-1.213558830363995,-1.213558830363995
2016-06-26,-2.540338196430669,-2.540338196430669,-2.540338196430669,-2.5253458673663562,-2.5253458673663562,-2.5253458673663562,-2.430584458708072,-2.430584458708072,-2.430584458708072,-2.444346947943646,-2.444346947943646,-2.444346947943646
2016-07-03,-1.8786126392738496,-1.8786126392738496,-1.8786126392738496,-1.937776195881778,-1.937776195881778,-1.937776195881778,-1.9625037956142826,-1.9625037956142826,-1.9625037956142826,-2.086641649386999,-2.086641649386999,-2.086641649386999
2016-07-10,-1.642530422801593,-1.642530422801593,-1.642530422801593,-1.73564082465638,-1.73564082465638,-1.73564082465638,-1.686268325745476,-1.686268325745476,-1.686268325745476,-1.7591892204809405,-1.7591892204809405,-1.7591892204809405
2016-07-17,-1.7738125936509364,-1.7738125936509364,-1.7738125936509364,-1.8039433864139127,-1.8039433864139127,-1.8039433864139127,-1.7649719841069353,-1.7649719841069353,-1.7649719841069353,-1.783524068832328,-1.783524068832328,-1.783524068832328
