Date,iShares MSCI Poland CappedEtf_Open_average,iShares MSCI Poland CappedEtf_Open_max,iShares MSCI Poland CappedEtf_Open_min,iShares MSCI Poland CappedEtf_High_average,iShares MSCI Poland CappedEtf_High_max,iShares MSCI Poland CappedEtf_High_min,iShares MSCI Poland CappedEtf_Low_average,iShares MSCI Poland CappedEtf_Low_max,iShares MSCI Poland CappedEtf_Low_min,iShares MSCI Poland CappedEtf_Close_average,iShares MSCI Poland CappedEtf_Close_max,iShares MSCI Poland CappedEtf_Close_min
2016-03-27,1.7524053289694803,1.7524053289694803,1.7524053289694803,1.6986683732265102,1.6986683732265102,1.6986683732265102,1.713166630113348,1.713166630113348,1.713166630113348,1.6908825920823058,1.6908825920823058,1.6908825920823058
2016-04-03,0.9782554005367174,0.9782554005367174,0.9782554005367174,0.9219860491972769,0.9219860491972769,0.9219860491972769,0.9596283572541456,0.9596283572541456,0.9596283572541456,0.8715803282247621,0.8715803282247621,0.8715803282247621
2016-04-10,0.9179159596057889,0.9179159596057889,0.9179159596057889,0.8184523107903767,0.8184523107903767,0.8184523107903767,0.8659118832863468,0.8659118832863468,0.8659118832863468,0.7712522754312628,0.7712522754312628,0.7712522754312628
2016-04-17,0.571916614525138,0.571916614525138,0.571916614525138,0.5020394986082011,0.5020394986082011,0.5020394986082011,0.4208411366006355,0.4208411366006355,0.4208411366006355,0.3696180701507062,0.3696180701507062,0.3696180701507062
2016-04-24,0.19113074189430668,0.19113074189430668,0.19113074189430668,0.19387332422454562,0.19387332422454562,0.19387332422454562,0.21390877026615787,0.21390877026615787,0.21390877026615787,0.277364955453588,0.277364955453588,0.277364955453588
2016-05-01,-0.8077930888087438,-0.8077930888087438,-0.8077930888087438,-0.7756670024520158,-0.7756670024520158,-0.7756670024520158,-0.7086114749123675,-0.7086114749123675,-0.7086114749123675,-0.7684204931837629,-0.7684204931837629,-0.7684204931837629
2016-05-08,-1.2609385804099518,-1.2609385804099518,-1.2609385804099518,-1.4092350165887806,-1.4092350165887806,-1.4092350165887806,-1.33526235172087,-1.33526235172087,-1.33526235172087,-1.4204124196406014,-1.4204124196406014,-1.4204124196406014
2016-05-15,-1.6672526742239744,-1.6672526742239744,-1.6672526742239744,-1.685732542721058,-1.685732542721058,-1.685732542721058,-1.507381492487785,-1.507381492487785,-1.507381492487785,-1.5119856478666596,-1.5119856478666596,-1.5119856478666596
2016-05-22,-1.1602931174923337,-1.1602931174923337,-1.1602931174923337,-1.2677291954478422,-1.2677291954478422,-1.2677291954478422,-1.206903281522473,-1.206903281522473,-1.206903281522473,-1.2597271131600225,-1.2597271131600225,-1.2597271131600225
2016-05-29,-1.3326569134501522,-1.3326569134501522,-1.3326569134501522,-1.2287399663125702,-1.2287399663125702,-1.2287399663125702,-1.298981844929778,-1.298981844929778,-1.298981844929778,-1.123841005183362,-1.123841005183362,-1.123841005183362
2016-06-05,-1.0632779166163917,-1.0632779166163917,-1.0632779166163917,-1.1462660481891276,-1.1462660481891276,-1.1462660481891276,-1.2480110191602276,-1.2480110191602276,-1.2480110191602276,-1.2972070593817326,-1.2972070593817326,-1.2972070593817326
2016-06-12,-1.642584524421048,-1.642584524421048,-1.642584524421048,-1.4577647892467214,-1.4577647892467214,-1.4577647892467214,-1.5894592550432383,-1.5894592550432383,-1.5894592550432383,-1.3895163288664292,-1.3895163288664292,-1.3895163288664292
2016-06-19,-1.616386031896772,-1.616386031896772,-1.616386031896772,-1.3928180576203775,-1.3928180576203775,-1.3928180576203775,-1.5418371640251178,-1.5418371640251178,-1.5418371640251178,-1.5763662501853313,-1.5763662501853313,-1.5763662501853313
2016-06-26,-1.0858825760518305,-1.0858825760518305,-1.0858825760518305,-1.2506215051154508,-1.2506215051154508,-1.2506215051154508,-1.177337059356353,-1.177337059356353,-1.177337059356353,-1.175441939356332,-1.175441939356332,-1.175441939356332
2016-07-03,-1.2924182043970327,-1.2924182043970327,-1.2924182043970327,-1.4118204085038932,-1.4118204085038932,-1.4118204085038932,-1.310099915263342,-1.310099915263342,-1.310099915263342,-1.3480809366365565,-1.3480809366365565,-1.3480809366365565
2016-07-10,-0.5475280630831935,-0.5475280630831935,-0.5475280630831935,-0.6612819415849982,-0.6612819415849982,-0.6612819415849982,-0.5641387115331218,-0.5641387115331218,-0.5641387115331218,-0.5869695548080988,-0.5869695548080988,-0.5869695548080988
2016-07-17,0.23836975068723873,0.23836975068723873,0.23836975068723873,0.08487857594209394,0.08487857594209394,0.08487857594209394,0.20814565297613868,0.20814565297613868,0.20814565297613868,0.157924396764848,0.157924396764848,0.157924396764848
2016-07-24,0.5020559356365814,0.5020559356365814,0.5020559356365814,0.3949198200078644,0.3949198200078644,0.3949198200078644,0.5160565523809714,0.5160565523809714,0.5160565523809714,0.5594728891474416,0.5594728891474416,0.5594728891474416
2016-07-31,1.7217779497434753,1.7217779497434753,1.7217779497434753,1.9532766847138978,1.9532766847138978,1.9532766847138978,1.890791503121306,1.890791503121306,1.890791503121306,1.9898382379319741,1.9898382379319741,1.9898382379319741
2016-08-07,2.238480779231798,2.238480779231798,2.238480779231798,2.296700252526734,2.296700252526734,2.296700252526734,2.2154155725602376,2.2154155725602376,2.2154155725602376,2.1878153439038783,2.1878153439038783,2.1878153439038783
2016-08-14,1.2713656302367407,1.2713656302367407,1.2713656302367407,1.3125622886368011,1.3125622886368011,1.3125622886368011,1.3469362950072301,1.3469362950072301,1.3469362950072301,1.3337680902343003,1.3337680902343003,1.3337680902343003
2016-08-21,0.904458440599534,0.904458440599534,0.904458440599534,0.967193021133269,0.967193021133269,0.967193021133269,0.49121812486446015,0.49121812486446015,0.49121812486446015,0.46667401889639787,0.46667401889639787,0.46667401889639787
2016-08-28,0.47080656477738964,0.47080656477738964,0.47080656477738964,0.44408278397845213,0.44408278397845213,0.44408278397845213,0.4898519194747423,0.4898519194747423,0.4898519194747423,0.5042188780205484,0.5042188780205484,0.5042188780205484
2016-09-04,0.6172614194191705,0.6172614194191705,0.6172614194191705,0.5278138232232,0.5278138232232,0.5278138232232,0.5051881860357607,0.5051881860357607,0.5051881860357607,0.39880016452648404,0.39880016452648404,0.39880016452648404
2016-09-11,0.3100068776179196,0.3100068776179196,0.3100068776179196,0.43436666070416446,0.43436666070416446,0.43436666070416446,0.47643341973440195,0.47643341973440195,0.47643341973440195,0.5501391329132869,0.5501391329132869,0.5501391329132869
2016-09-18,0.6648486508737563,0.6648486508737563,0.6648486508737563,0.6619002983796703,0.6619002983796703,0.6619002983796703,0.7816716055145991,0.7816716055145991,0.7816716055145991,0.6976120350704472,0.6976120350704472,0.6976120350704472
