Date,iShares International Preferred StockEtf_Open_average,iShares International Preferred StockEtf_Open_max,iShares International Preferred StockEtf_Open_min,iShares International Preferred StockEtf_High_average,iShares International Preferred StockEtf_High_max,iShares International Preferred StockEtf_High_min,iShares International Preferred StockEtf_Low_average,iShares International Preferred StockEtf_Low_max,iShares International Preferred StockEtf_Low_min,iShares International Preferred StockEtf_Close_average,iShares International Preferred StockEtf_Close_max,iShares International Preferred StockEtf_Close_min
2016-03-27,1.980525551713851,1.980525551713851,1.980525551713851,1.8071465870548327,1.8071465870548327,1.8071465870548327,1.8335889332020592,1.8335889332020592,1.8335889332020592,1.6440259901586451,1.6440259901586451,1.6440259901586451
2016-04-03,1.9806306781311498,1.9806306781311498,1.9806306781311498,2.042036563457935,2.042036563457935,2.042036563457935,2.1105424401649837,2.1105424401649837,2.1105424401649837,2.061129724253286,2.061129724253286,2.061129724253286
2016-04-10,1.7842984527626629,1.7842984527626629,1.7842984527626629,1.651953097942896,1.651953097942896,1.651953097942896,1.766905171311292,1.766905171311292,1.766905171311292,1.7028915656765093,1.7028915656765093,1.7028915656765093
2016-04-17,1.7276014466631862,1.7276014466631862,1.7276014466631862,1.6396216627459272,1.6396216627459272,1.6396216627459272,1.6845871080870538,1.6845871080870538,1.6845871080870538,1.5897953824786726,1.5897953824786726,1.5897953824786726
2016-04-24,1.7161052210431147,1.7161052210431147,1.7161052210431147,1.6605798188236296,1.6605798188236296,1.6605798188236296,1.5705450989663956,1.5705450989663956,1.5705450989663956,1.6112572325977126,1.6112572325977126,1.6112572325977126
2016-05-01,1.007501313709207,1.007501313709207,1.007501313709207,0.9666329510145568,0.9666329510145568,0.9666329510145568,1.0896997522327758,1.0896997522327758,1.0896997522327758,0.9439262396033603,0.9439262396033603,0.9439262396033603
2016-05-08,0.5398074293060271,0.5398074293060271,0.5398074293060271,0.5388795066733488,0.5388795066733488,0.5388795066733488,0.6629615371610726,0.6629615371610726,0.6629615371610726,0.5896861221788204,0.5896861221788204,0.5896861221788204
2016-05-15,0.11129934710066447,0.11129934710066447,0.11129934710066447,0.3064999702214673,0.3064999702214673,0.3064999702214673,0.3314874742450411,0.3314874742450411,0.3314874742450411,0.3567847959332638,0.3567847959332638,0.3567847959332638
2016-05-22,0.5124529648279417,0.5124529648279417,0.5124529648279417,0.5731154619052083,0.5731154619052083,0.5731154619052083,0.5074148889780493,0.5074148889780493,0.5074148889780493,0.414856465541015,0.414856465541015,0.414856465541015
2016-05-29,0.6018230803814913,0.6018230803814913,0.6018230803814913,0.5189259947566621,0.5189259947566621,0.5189259947566621,0.6607463003495305,0.6607463003495305,0.6607463003495305,0.5444356174461529,0.5444356174461529,0.5444356174461529
2016-06-05,0.9084149514455191,0.9084149514455191,0.9084149514455191,0.8444309147277671,0.8444309147277671,0.8444309147277671,0.8225161964181996,0.8225161964181996,0.8225161964181996,0.6905632274720422,0.6905632274720422,0.6905632274720422
2016-06-12,-1.8640728795635375,-1.8640728795635375,-1.8640728795635375,-1.820255227030877,-1.820255227030877,-1.820255227030877,-1.7480669336865748,-1.7480669336865748,-1.7480669336865748,-2.0501063747115174,-2.0501063747115174,-2.0501063747115174
2016-06-19,-2.0030572692935995,-2.0030572692935995,-2.0030572692935995,-1.377705773869307,-1.377705773869307,-1.377705773869307,-2.045297602872572,-2.045297602872572,-2.045297602872572,-1.822536904187669,-1.822536904187669,-1.822536904187669
2016-06-26,-1.4616389745959812,-1.4616389745959812,-1.4616389745959812,-1.46157164626825,-1.46157164626825,-1.46157164626825,-1.4282308834157207,-1.4282308834157207,-1.4282308834157207,-1.256141184689137,-1.256141184689137,-1.256141184689137
2016-07-03,-1.2361628681569794,-1.2361628681569794,-1.2361628681569794,-1.6247311047223187,-1.6247311047223187,-1.6247311047223187,-1.4722161345561524,-1.4722161345561524,-1.4722161345561524,-1.5781392751965952,-1.5781392751965952,-1.5781392751965952
2016-07-10,-0.7833927664693047,-0.7833927664693047,-0.7833927664693047,-0.8102174306650779,-0.8102174306650779,-0.8102174306650779,-0.7323364058257729,-0.7323364058257729,-0.7323364058257729,-0.7237891995455045,-0.7237891995455045,-0.7237891995455045
2016-07-17,-0.24628281752702147,-0.24628281752702147,-0.24628281752702147,-0.4953063583340372,-0.4953063583340372,-0.4953063583340372,-0.3979643633766271,-0.3979643633766271,-0.3979643633766271,-0.1822585569441434,-0.1822585569441434,-0.1822585569441434
2016-07-24,0.17304517613827317,0.17304517613827317,0.17304517613827317,0.14269681186982322,0.14269681186982322,0.14269681186982322,0.27282145282270204,0.27282145282270204,0.27282145282270204,0.09415223109481194,0.09415223109481194,0.09415223109481194
2016-07-31,0.06652784223949232,0.06652784223949232,0.06652784223949232,0.12148395945149439,0.12148395945149439,0.12148395945149439,0.29104997724128323,0.29104997724128323,0.29104997724128323,0.3647626179755332,0.3647626179755332,0.3647626179755332
2016-08-07,1.0456775057292491,1.0456775057292491,1.0456775057292491,1.0248635168309022,1.0248635168309022,1.0248635168309022,1.159236609385433,1.159236609385433,1.159236609385433,1.0434479709038342,1.0434479709038342,1.0434479709038342
2016-08-14,0.9357971997367432,0.9357971997367432,0.9357971997367432,1.2457599896937825,1.2457599896937825,1.2457599896937825,0.9307835298408877,0.9307835298408877,0.9307835298408877,1.3289351062261467,1.3289351062261467,1.3289351062261467
2016-08-21,0.9760626713722158,0.9760626713722158,0.9760626713722158,1.0708183969790277,1.0708183969790277,1.0708183969790277,1.032872166515298,1.032872166515298,1.032872166515298,0.9981198662331535,0.9981198662331535,0.9981198662331535
2016-08-28,0.637680405509225,0.637680405509225,0.637680405509225,0.5603751187146441,0.5603751187146441,0.5603751187146441,0.8163295378633194,0.8163295378633194,0.8163295378633194,0.6655020062546768,0.6655020062546768,0.6655020062546768
2016-09-04,0.8788793721230829,0.8788793721230829,0.8788793721230829,0.7277272348237294,0.7277272348237294,0.7277272348237294,0.3842613475575553,0.3842613475575553,0.3842613475575553,0.2482214634985238,0.2482214634985238,0.2482214634985238
2016-09-11,-0.4792214778721553,-0.4792214778721553,-0.4792214778721553,-0.8683129360283264,-0.8683129360283264,-0.8683129360283264,-0.3441938627968517,-0.3441938627968517,-0.3441938627968517,-0.5185023740981819,-0.5185023740981819,-0.5185023740981819
2016-09-18,-0.19030481993800552,-0.19030481993800552,-0.19030481993800552,-0.14163407774974618,-0.14163407774974618,-0.14163407774974618,-0.29507894796740397,-0.29507894796740397,-0.29507894796740397,-0.32608250575374137,-0.32608250575374137,-0.32608250575374137
2016-09-25,0.02833306291710641,0.02833306291710641,0.02833306291710641,-0.24838654965103985,-0.24838654965103985,-0.24838654965103985,-0.0946558926688617,-0.0946558926688617,-0.0946558926688617,0.003533528461465635,0.003533528461465635,0.003533528461465635
2016-10-02,-1.2984680750894042,-1.2984680750894042,-1.2984680750894042,-1.4425711919593502,-1.4425711919593502,-1.4425711919593502,-1.54131340722441,-1.54131340722441,-1.54131340722441,-1.6819057307888965,-1.6819057307888965,-1.6819057307888965
2016-10-09,-1.2553329708628043,-1.2553329708628043,-1.2553329708628043,-1.2432799690863574,-1.2432799690863574,-1.2432799690863574,-1.0431203130064803,-1.0431203130064803,-1.0431203130064803,-0.9038589265629083,-0.9038589265629083,-0.9038589265629083
2016-10-16,-1.0144230616452197,-1.0144230616452197,-1.0144230616452197,-1.1956739220338515,-1.1956739220338515,-1.1956739220338515,-0.9699561851091739,-0.9699561851091739,-0.9699561851091739,-0.9530618682397013,-0.9530618682397013,-0.9530618682397013
