Date,ProShares VIX Short-Term FuturesEtf_Open_average,ProShares VIX Short-Term FuturesEtf_Open_max,ProShares VIX Short-Term FuturesEtf_Open_min,ProShares VIX Short-Term FuturesEtf_High_average,ProShares VIX Short-Term FuturesEtf_High_max,ProShares VIX Short-Term FuturesEtf_High_min,ProShares VIX Short-Term FuturesEtf_Low_average,ProShares VIX Short-Term FuturesEtf_Low_max,ProShares VIX Short-Term FuturesEtf_Low_min,ProShares VIX Short-Term FuturesEtf_Close_average,ProShares VIX Short-Term FuturesEtf_Close_max,ProShares VIX Short-Term FuturesEtf_Close_min
2016-05-15,-1.3188710715939858,-1.3188710715939858,-1.3188710715939858,-1.3789230077284125,-1.3789230077284125,-1.3789230077284125,-1.288905483255159,-1.288905483255159,-1.288905483255159,-1.3292729656256692,-1.3292729656256692,-1.3292729656256692
2016-05-22,-1.4634967632595932,-1.4634967632595932,-1.4634967632595932,-1.497960779630256,-1.497960779630256,-1.497960779630256,-1.4442949686290598,-1.4442949686290598,-1.4442949686290598,-1.479350725528129,-1.479350725528129,-1.479350725528129
2016-05-29,-1.4279309025703328,-1.4279309025703328,-1.4279309025703328,-1.3948262122822002,-1.3948262122822002,-1.3948262122822002,-1.4234271112664247,-1.4234271112664247,-1.4234271112664247,-1.4467763618367036,-1.4467763618367036,-1.4467763618367036
2016-06-05,-1.199191296948228,-1.199191296948228,-1.199191296948228,-1.1201046824393335,-1.1201046824393335,-1.1201046824393335,-1.138460140147463,-1.138460140147463,-1.138460140147463,-1.042524139775422,-1.042524139775422,-1.042524139775422
2016-06-12,-0.7335831464096486,-0.7335831464096486,-0.7335831464096486,-0.7387285050425324,-0.7387285050425324,-0.7387285050425324,-0.7075553362229114,-0.7075553362229114,-0.7075553362229114,-0.7034210966282058,-0.7034210966282058,-0.7034210966282058
2016-06-19,-0.5069514661945109,-0.5069514661945109,-0.5069514661945109,-0.3724102509809817,-0.3724102509809817,-0.3724102509809817,-0.7055126666704981,-0.7055126666704981,-0.7055126666704981,-0.34701089685746206,-0.34701089685746206,-0.34701089685746206
2016-06-26,-1.0964184135158945,-1.0964184135158945,-1.0964184135158945,-1.169411160394536,-1.169411160394536,-1.169411160394536,-1.0961743342513637,-1.0961743342513637,-1.0961743342513637,-1.1683489980537083,-1.1683489980537083,-1.1683489980537083
2016-07-03,-1.421347577542746,-1.421347577542746,-1.421347577542746,-1.463934736906084,-1.463934736906084,-1.463934736906084,-1.423877997674689,-1.423877997674689,-1.423877997674689,-1.4671976076721933,-1.4671976076721933,-1.4671976076721933
2016-07-10,-1.6667398818288182,-1.6667398818288182,-1.6667398818288182,-1.6187086999035623,-1.6187086999035623,-1.6187086999035623,-1.573403747035281,-1.573403747035281,-1.573403747035281,-1.6138280713114437,-1.6138280713114437,-1.6138280713114437
2016-07-17,-1.6084978103503451,-1.6084978103503451,-1.6084978103503451,-1.6817594295598208,-1.6817594295598208,-1.6817594295598208,-1.633086050366592,-1.633086050366592,-1.633086050366592,-1.6800591143425005,-1.6800591143425005,-1.6800591143425005
2016-07-24,-1.7820188329358833,-1.7820188329358833,-1.7820188329358833,-1.8341450201678355,-1.8341450201678355,-1.8341450201678355,-1.8516779725377557,-1.8516779725377557,-1.8516779725377557,-1.8775905389991943,-1.8775905389991943,-1.8775905389991943
2016-07-31,-1.8698733162520274,-1.8698733162520274,-1.8698733162520274,-1.907806701583886,-1.907806701583886,-1.907806701583886,-1.883418555154992,-1.883418555154992,-1.883418555154992,-1.878977690778811,-1.878977690778811,-1.878977690778811
2016-08-07,-1.8041190504982159,-1.8041190504982159,-1.8041190504982159,-1.7831413451318865,-1.7831413451318865,-1.7831413451318865,-1.7962621450900729,-1.7962621450900729,-1.7962621450900729,-1.7877776297969037,-1.7877776297969037,-1.7877776297969037
2016-08-14,-1.6821631551717062,-1.6821631551717062,-1.6821631551717062,-1.6601248247558338,-1.6601248247558338,-1.6601248247558338,-1.6453229614567166,-1.6453229614567166,-1.6453229614567166,-1.6345454854230115,-1.6345454854230115,-1.6345454854230115
2016-08-21,-1.5043109760282325,-1.5043109760282325,-1.5043109760282325,-1.3914015972598686,-1.3914015972598686,-1.3914015972598686,-1.5262193002996953,-1.5262193002996953,-1.5262193002996953,-1.4189780141804744,-1.4189780141804744,-1.4189780141804744
2016-08-28,-1.463654664184848,-1.463654664184848,-1.463654664184848,-1.4708442786450626,-1.4708442786450626,-1.4708442786450626,-1.4608475802769874,-1.4608475802769874,-1.4608475802769874,-1.4632406569137082,-1.4632406569137082,-1.4632406569137082
2016-09-04,-1.3569860941465186,-1.3569860941465186,-1.3569860941465186,-1.0625088451599574,-1.0625088451599574,-1.0625088451599574,-1.3210131788327277,-1.3210131788327277,-1.3210131788327277,-0.9898266013670799,-0.9898266013670799,-0.9898266013670799
2016-09-11,-0.7968478527990369,-0.7968478527990369,-0.7968478527990369,-0.8158948990896201,-0.8158948990896201,-0.8158948990896201,-0.8684759663248426,-0.8684759663248426,-0.8684759663248426,-0.9084374253211177,-0.9084374253211177,-0.9084374253211177
2016-09-18,-1.285556868012151,-1.285556868012151,-1.285556868012151,-1.3171334393035226,-1.3171334393035226,-1.3171334393035226,-1.267841399398898,-1.267841399398898,-1.267841399398898,-1.2545436566232437,-1.2545436566232437,-1.2545436566232437
2016-09-25,-1.1183642127704623,-1.1183642127704623,-1.1183642127704623,-1.1237467241391232,-1.1237467241391232,-1.1237467241391232,-1.131402289420584,-1.131402289420584,-1.131402289420584,-1.1213159535358164,-1.1213159535358164,-1.1213159535358164
2016-10-02,-1.131621756558802,-1.131621756558802,-1.131621756558802,-1.1001618463181313,-1.1001618463181313,-1.1001618463181313,-1.1058684482966608,-1.1058684482966608,-1.1058684482966608,-1.0919906969230142,-1.0919906969230142,-1.0919906969230142
2016-10-09,-0.9051520307820382,-0.9051520307820382,-0.9051520307820382,-0.8813683825950638,-0.8813683825950638,-0.8813683825950638,-0.879634688012223,-0.879634688012223,-0.879634688012223,-0.8289601601671728,-0.8289601601671728,-0.8289601601671728
2016-10-16,-0.9923120400902156,-0.9923120400902156,-0.9923120400902156,-1.0287247847405436,-1.0287247847405436,-1.0287247847405436,-1.0507373191339744,-1.0507373191339744,-1.0507373191339744,-1.0578637230231653,-1.0578637230231653,-1.0578637230231653
2016-10-23,-0.9236583370589336,-0.9236583370589336,-0.9236583370589336,-0.8087679655011918,-0.8087679655011918,-0.8087679655011918,-0.9307286426540758,-0.9307286426540758,-0.9307286426540758,-0.7916277150578596,-0.7916277150578596,-0.7916277150578596
2016-10-30,-0.2930730982088166,-0.2930730982088166,-0.2930730982088166,-0.30942840041231623,-0.30942840041231623,-0.30942840041231623,-0.32167708878160445,-0.32167708878160445,-0.32167708878160445,-0.24120491676457126,-0.24120491676457126,-0.24120491676457126
