Date,ProShares UltraShort Basic Materials_etf_Open_average,ProShares UltraShort Basic Materials_etf_Open_max,ProShares UltraShort Basic Materials_etf_Open_min,ProShares UltraShort Basic Materials_etf_High_average,ProShares UltraShort Basic Materials_etf_High_max,ProShares UltraShort Basic Materials_etf_High_min,ProShares UltraShort Basic Materials_etf_Low_average,ProShares UltraShort Basic Materials_etf_Low_max,ProShares UltraShort Basic Materials_etf_Low_min,ProShares UltraShort Basic Materials_etf_Close_average,ProShares UltraShort Basic Materials_etf_Close_max,ProShares UltraShort Basic Materials_etf_Close_min
2016-03-27,-1.1868193462506649,-1.1868193462506649,-1.1868193462506649,-1.181609818833105,-1.181609818833105,-1.181609818833105,-1.260730124453843,-1.260730124453843,-1.260730124453843,-1.299783334501118,-1.299783334501118,-1.299783334501118
2016-04-03,-1.0780616445682407,-1.0780616445682407,-1.0780616445682407,-1.0689567701089664,-1.0689567701089664,-1.0689567701089664,-1.0410677925065897,-1.0410677925065897,-1.0410677925065897,-0.9918913528017488,-0.9918913528017488,-0.9918913528017488
2016-04-10,-1.2366463242053711,-1.2366463242053711,-1.2366463242053711,-1.2663191226080166,-1.2663191226080166,-1.2663191226080166,-1.1996926042408889,-1.1996926042408889,-1.1996926042408889,-1.2369547431302468,-1.2369547431302468,-1.2369547431302468
2016-04-17,-1.3376158770401592,-1.3376158770401592,-1.3376158770401592,-1.3266331439580519,-1.3266331439580519,-1.3266331439580519,-1.3327808874190659,-1.3327808874190659,-1.3327808874190659,-1.3388271844278858,-1.3388271844278858,-1.3388271844278858
2016-04-24,-1.3005106618127729,-1.3005106618127729,-1.3005106618127729,-1.2343211699948435,-1.2343211699948435,-1.2343211699948435,-1.275392237429133,-1.275392237429133,-1.275392237429133,-1.2415948050169046,-1.2415948050169046,-1.2415948050169046
2016-05-01,-0.6947708462636258,-0.6947708462636258,-0.6947708462636258,-0.7508846397531354,-0.7508846397531354,-0.7508846397531354,-0.7630830540692372,-0.7630830540692372,-0.7630830540692372,-0.8183064294319564,-0.8183064294319564,-0.8183064294319564
2016-05-08,-0.7673437111756386,-0.7673437111756386,-0.7673437111756386,-0.6875170629361009,-0.6875170629361009,-0.6875170629361009,-0.668206906560182,-0.668206906560182,-0.668206906560182,-0.5968497268356601,-0.5968497268356601,-0.5968497268356601
2016-05-15,-0.7331546683523812,-0.7331546683523812,-0.7331546683523812,-0.7460557422693928,-0.7460557422693928,-0.7460557422693928,-0.6276787048245711,-0.6276787048245711,-0.6276787048245711,-0.6592326392247425,-0.6592326392247425,-0.6592326392247425
2016-05-22,-1.0810956084920569,-1.0810956084920569,-1.0810956084920569,-1.181353399692089,-1.181353399692089,-1.181353399692089,-1.113972059674622,-1.113972059674622,-1.113972059674622,-1.171617621060454,-1.171617621060454,-1.171617621060454
2016-05-29,-1.151612992797098,-1.151612992797098,-1.151612992797098,-1.2308928866639581,-1.2308928866639581,-1.2308928866639581,-1.3247188167870962,-1.3247188167870962,-1.3247188167870962,-1.438404919325753,-1.438404919325753,-1.438404919325753
2016-06-05,-1.3037668482093472,-1.3037668482093472,-1.3037668482093472,-1.4060629431582872,-1.4060629431582872,-1.4060629431582872,-1.4031021161764932,-1.4031021161764932,-1.4031021161764932,-1.4224226489525367,-1.4224226489525367,-1.4224226489525367
2016-06-12,-0.9770168006384801,-0.9770168006384801,-0.9770168006384801,-0.9660662527498367,-0.9660662527498367,-0.9660662527498367,-1.0887940490447758,-1.0887940490447758,-1.0887940490447758,-1.0847717698352408,-1.0847717698352408,-1.0847717698352408
