Date,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_min
2016-05-15,-0.8555138310008779,-0.8555138310008779,-0.8555138310008779,-0.9087134209784622,-0.9087134209784622,-0.9087134209784622,-0.8349889012841724,-0.8349889012841724,-0.8349889012841724,-0.8735536280880105,-0.8735536280880105,-0.8735536280880105
2016-05-22,-1.013978135843411,-1.013978135843411,-1.013978135843411,-1.0455419985650547,-1.0455419985650547,-1.0455419985650547,-1.0040540317126152,-1.0040540317126152,-1.0040540317126152,-1.0315147803353137,-1.0315147803353137,-1.0315147803353137
2016-05-29,-1.0023155612030414,-1.0023155612030414,-1.0023155612030414,-0.9813825589937978,-0.9813825589937978,-0.9813825589937978,-1.0157592399700897,-1.0157592399700897,-1.0157592399700897,-1.0313785280981576,-1.0313785280981576,-1.0313785280981576
2016-06-05,-0.8320698224360473,-0.8320698224360473,-0.8320698224360473,-0.7656403456937461,-0.7656403456937461,-0.7656403456937461,-0.7861689774081521,-0.7861689774081521,-0.7861689774081521,-0.7051396646541984,-0.7051396646541984,-0.7051396646541984
2016-06-12,-0.4400005421222596,-0.4400005421222596,-0.4400005421222596,-0.4484835631581801,-0.4484835631581801,-0.4484835631581801,-0.4243937707905025,-0.4243937707905025,-0.4243937707905025,-0.4190981808686024,-0.4190981808686024,-0.4190981808686024
2016-06-19,-0.2233150728308248,-0.2233150728308248,-0.2233150728308248,-0.11527092125274578,-0.11527092125274578,-0.11527092125274578,-0.40705231156339633,-0.40705231156339633,-0.40705231156339633,-0.09148009527979256,-0.09148009527979256,-0.09148009527979256
2016-06-26,-0.7006752970527693,-0.7006752970527693,-0.7006752970527693,-0.7594584547935894,-0.7594584547935894,-0.7594584547935894,-0.7117909912353498,-0.7117909912353498,-0.7117909912353498,-0.7643310405949013,-0.7643310405949013,-0.7643310405949013
2016-07-03,-0.9294373042642612,-0.9294373042642612,-0.9294373042642612,-0.9750749432173781,-0.9750749432173781,-0.9750749432173781,-0.9635283183137953,-0.9635283183137953,-0.9635283183137953,-1.005696784095731,-1.005696784095731,-1.005696784095731
2016-07-10,-1.6769173770585377,-1.6769173770585377,-1.6769173770585377,-1.6315428764305075,-1.6315428764305075,-1.6315428764305075,-1.5800563001359103,-1.5800563001359103,-1.5800563001359103,-1.6273044249680677,-1.6273044249680677,-1.6273044249680677
2016-07-17,-1.6228292693570754,-1.6228292693570754,-1.6228292693570754,-1.6901148946727953,-1.6901148946727953,-1.6901148946727953,-1.6384509475771067,-1.6384509475771067,-1.6384509475771067,-1.6862249605686375,-1.6862249605686375,-1.6862249605686375
2016-07-24,-1.7796956909166655,-1.7796956909166655,-1.7796956909166655,-1.8344451449994044,-1.8344451449994044,-1.8344451449994044,-1.8504797046008323,-1.8504797046008323,-1.8504797046008323,-1.8743449767010767,-1.8743449767010767,-1.8743449767010767
