Date,iShares Broad USD Investment Grade Corporate Bond_etf_Open_average,iShares Broad USD Investment Grade Corporate Bond_etf_Open_max,iShares Broad USD Investment Grade Corporate Bond_etf_Open_min,iShares Broad USD Investment Grade Corporate Bond_etf_High_average,iShares Broad USD Investment Grade Corporate Bond_etf_High_max,iShares Broad USD Investment Grade Corporate Bond_etf_High_min,iShares Broad USD Investment Grade Corporate Bond_etf_Low_average,iShares Broad USD Investment Grade Corporate Bond_etf_Low_max,iShares Broad USD Investment Grade Corporate Bond_etf_Low_min,iShares Broad USD Investment Grade Corporate Bond_etf_Close_average,iShares Broad USD Investment Grade Corporate Bond_etf_Close_max,iShares Broad USD Investment Grade Corporate Bond_etf_Close_min
2016-03-27,1.9436759165991733,1.9436759165991733,1.9436759165991733,2.052594765661226,2.052594765661226,2.052594765661226,1.854387999304489,1.854387999304489,1.854387999304489,2.0393493748185954,2.0393493748185954,2.0393493748185954
2016-04-03,1.9108359538181945,1.9108359538181945,1.9108359538181945,1.933331347713707,1.933331347713707,1.933331347713707,1.9275688844428356,1.9275688844428356,1.9275688844428356,1.8285302747938956,1.8285302747938956,1.8285302747938956
2016-04-10,1.4876744054755229,1.4876744054755229,1.4876744054755229,1.6426682044430962,1.6426682044430962,1.6426682044430962,1.56262382189521,1.56262382189521,1.56262382189521,1.6943352198359882,1.6943352198359882,1.6943352198359882
2016-04-17,1.4745253406611287,1.4745253406611287,1.4745253406611287,1.4244104214189708,1.4244104214189708,1.4244104214189708,1.5079509851606947,1.5079509851606947,1.5079509851606947,1.4440667437267705,1.4440667437267705,1.4440667437267705
2016-04-24,1.285036040899768,1.285036040899768,1.285036040899768,1.3264860083654517,1.3264860083654517,1.3264860083654517,1.2821726482118738,1.2821726482118738,1.2821726482118738,1.3655728490855017,1.3655728490855017,1.3655728490855017
2016-05-01,1.1648016742456109,1.1648016742456109,1.1648016742456109,1.1484729577916168,1.1484729577916168,1.1484729577916168,1.2134959802494358,1.2134959802494358,1.2134959802494358,1.1241925942225215,1.1241925942225215,1.1241925942225215
2016-05-08,1.0429262077688972,1.0429262077688972,1.0429262077688972,1.0818395299716594,1.0818395299716594,1.0818395299716594,1.0648874830515256,1.0648874830515256,1.0648874830515256,1.0883106639805826,1.0883106639805826,1.0883106639805826
2016-05-15,0.5166154439535499,0.5166154439535499,0.5166154439535499,0.5696803800856552,0.5696803800856552,0.5696803800856552,0.5792308500353621,0.5792308500353621,0.5792308500353621,0.4815991109809646,0.4815991109809646,0.4815991109809646
2016-05-22,0.6609175827319196,0.6609175827319196,0.6609175827319196,0.5568870347034891,0.5568870347034891,0.5568870347034891,0.5373487233325811,0.5373487233325811,0.5373487233325811,0.5092122871777639,0.5092122871777639,0.5092122871777639
2016-05-29,1.1786394070688742,1.1786394070688742,1.1786394070688742,1.075550362554955,1.075550362554955,1.075550362554955,1.0827703040085446,1.0827703040085446,1.0827703040085446,0.991875426325569,0.991875426325569,0.991875426325569
2016-06-05,1.446243295526558,1.446243295526558,1.446243295526558,1.630859544080663,1.630859544080663,1.630859544080663,1.5434677587435068,1.5434677587435068,1.5434677587435068,1.4905653992473196,1.4905653992473196,1.4905653992473196
2016-06-12,1.5238245335551797,1.5238245335551797,1.5238245335551797,1.468369545652487,1.468369545652487,1.468369545652487,1.5056856689691551,1.5056856689691551,1.5056856689691551,1.3862042056219384,1.3862042056219384,1.3862042056219384
2016-06-19,1.9771509172982096,1.9771509172982096,1.9771509172982096,1.8518889337598978,1.8518889337598978,1.8518889337598978,1.673666452770839,1.673666452770839,1.673666452770839,1.6658576283194388,1.6658576283194388,1.6658576283194388
2016-06-26,2.3628748962392496,2.3628748962392496,2.3628748962392496,2.3844588351040716,2.3844588351040716,2.3844588351040716,2.369299843666923,2.369299843666923,2.369299843666923,2.5160299634941583,2.5160299634941583,2.5160299634941583
2016-07-03,2.1753076978299313,2.1753076978299313,2.1753076978299313,2.412283970775802,2.412283970775802,2.412283970775802,2.368352157850868,2.368352157850868,2.368352157850868,2.4709421054799936,2.4709421054799936,2.4709421054799936
2016-07-10,-3.3206177562180965,-3.3206177562180965,-3.3206177562180965,-3.3193053867882742,-3.3193053867882742,-3.3193053867882742,-3.320554949264558,-3.320554949264558,-3.320554949264558,-3.3193417677345205,-3.3193417677345205,-3.3193417677345205
2016-07-17,-2.2544267577920296,-2.2544267577920296,-2.2544267577920296,-2.248441004003621,-2.248441004003621,-2.248441004003621,-2.248822845400233,-2.248822845400233,-2.248822845400233,-2.2457494952137345,-2.2457494952137345,-2.2457494952137345
2016-07-24,-1.7449769035515736,-1.7449769035515736,-1.7449769035515736,-1.746519580148215,-1.746519580148215,-1.746519580148215,-1.7431316321655737,-1.7431316321655737,-1.7431316321655737,-1.743282495906589,-1.743282495906589,-1.743282495906589
