Date,ProShares UltraShort S&P500Etf_Open_average,ProShares UltraShort S&P500Etf_Open_max,ProShares UltraShort S&P500Etf_Open_min,ProShares UltraShort S&P500Etf_High_average,ProShares UltraShort S&P500Etf_High_max,ProShares UltraShort S&P500Etf_High_min,ProShares UltraShort S&P500Etf_Low_average,ProShares UltraShort S&P500Etf_Low_max,ProShares UltraShort S&P500Etf_Low_min,ProShares UltraShort S&P500Etf_Close_average,ProShares UltraShort S&P500Etf_Close_max,ProShares UltraShort S&P500Etf_Close_min
2016-05-15,-0.8204485449264394,-0.8204485449264394,-0.8204485449264394,-0.8900033686008495,-0.8900033686008495,-0.8900033686008495,-0.8486857232233689,-0.8486857232233689,-0.8486857232233689,-0.8458107933876249,-0.8458107933876249,-0.8458107933876249
2016-05-22,-1.1501944104638462,-1.1501944104638462,-1.1501944104638462,-1.1906014935063314,-1.1906014935063314,-1.1906014935063314,-1.1401651956545642,-1.1401651956545642,-1.1401651956545642,-1.1816024357599577,-1.1816024357599577,-1.1816024357599577
2016-05-29,-1.1237968510580965,-1.1237968510580965,-1.1237968510580965,-1.0540987434641784,-1.0540987434641784,-1.0540987434641784,-1.0945551099967477,-1.0945551099967477,-1.0945551099967477,-1.0967122326368584,-1.0967122326368584,-1.0967122326368584
2016-06-05,-1.0566896452900243,-1.0566896452900243,-1.0566896452900243,-1.0132926849790822,-1.0132926849790822,-1.0132926849790822,-1.0283109553585468,-1.0283109553585468,-1.0283109553585468,-0.9945760163810714,-0.9945760163810714,-0.9945760163810714
2016-06-12,-0.7631827742694628,-0.7631827742694628,-0.7631827742694628,-0.6893391096624564,-0.6893391096624564,-0.6893391096624564,-0.6826377847208146,-0.6826377847208146,-0.6826377847208146,-0.6647838637343716,-0.6647838637343716,-0.6647838637343716
2016-06-19,-0.3535318999293307,-0.3535318999293307,-0.3535318999293307,-0.341042457316469,-0.341042457316469,-0.341042457316469,-0.5992067477219021,-0.5992067477219021,-0.5992067477219021,-0.27350005779190745,-0.27350005779190745,-0.27350005779190745
2016-06-26,-1.1623437203838445,-1.1623437203838445,-1.1623437203838445,-1.2612383971763874,-1.2612383971763874,-1.2612383971763874,-1.1918068625060882,-1.1918068625060882,-1.1918068625060882,-1.208528756744859,-1.208528756744859,-1.208528756744859
2016-07-03,-1.5331612841256812,-1.5331612841256812,-1.5331612841256812,-1.5838200783067806,-1.5838200783067806,-1.5838200783067806,-1.6937144668383757,-1.6937144668383757,-1.6937144668383757,-1.698138262717278,-1.698138262717278,-1.698138262717278
2016-07-10,-2.377277875550289,-2.377277875550289,-2.377277875550289,-2.2976498900413036,-2.2976498900413036,-2.2976498900413036,-2.3232680769993483,-2.3232680769993483,-2.3232680769993483,-2.2620455814201836,-2.2620455814201836,-2.2620455814201836
2016-07-17,-2.0539122140283683,-2.0539122140283683,-2.0539122140283683,-2.1630785636919883,-2.1630785636919883,-2.1630785636919883,-2.1365874325785894,-2.1365874325785894,-2.1365874325785894,-2.2241146147880926,-2.2241146147880926,-2.2241146147880926
