Date,DB Gold Double ShortEtf_Open_average,DB Gold Double ShortEtf_Open_max,DB Gold Double ShortEtf_Open_min,DB Gold Double ShortEtf_High_average,DB Gold Double ShortEtf_High_max,DB Gold Double ShortEtf_High_min,DB Gold Double ShortEtf_Low_average,DB Gold Double ShortEtf_Low_max,DB Gold Double ShortEtf_Low_min,DB Gold Double ShortEtf_Close_average,DB Gold Double ShortEtf_Close_max,DB Gold Double ShortEtf_Close_min
2016-05-15,-0.7339426349355977,-0.7339426349355977,-0.7339426349355977,-0.7439843488768989,-0.7439843488768989,-0.7439843488768989,-0.652737592492255,-0.652737592492255,-0.652737592492255,-0.6613968653765349,-0.6613968653765349,-0.6613968653765349
2016-05-22,-0.2694123195000035,-0.2694123195000035,-0.2694123195000035,-0.22431652114647463,-0.22431652114647463,-0.22431652114647463,-0.1587665921128064,-0.1587665921128064,-0.1587665921128064,-0.13201409228133026,-0.13201409228133026,-0.13201409228133026
2016-05-29,-0.42820363495845776,-0.42820363495845776,-0.42820363495845776,-0.5264097742676364,-0.5264097742676364,-0.5264097742676364,-0.4201322746144885,-0.4201322746144885,-0.4201322746144885,-0.5186759004199056,-0.5186759004199056,-0.5186759004199056
2016-06-05,-0.9492456245595609,-0.9492456245595609,-0.9492456245595609,-1.0228436068811104,-1.0228436068811104,-1.0228436068811104,-0.956556738013466,-0.956556738013466,-0.956556738013466,-1.0562893359819583,-1.0562893359819583,-1.0562893359819583
2016-06-12,-1.4439544297620814,-1.4439544297620814,-1.4439544297620814,-1.4308048787967125,-1.4308048787967125,-1.4308048787967125,-1.6137583939014675,-1.6137583939014675,-1.6137583939014675,-1.7669505272278043,-1.7669505272278043,-1.7669505272278043
2016-06-19,-2.500916671343775,-2.500916671343775,-2.500916671343775,-2.205643700402614,-2.205643700402614,-2.205643700402614,-2.4120843065787883,-2.4120843065787883,-2.4120843065787883,-2.2959405027900024,-2.2959405027900024,-2.2959405027900024
2016-06-26,-2.1386081359249958,-2.1386081359249958,-2.1386081359249958,-2.2498968039455893,-2.2498968039455893,-2.2498968039455893,-2.1567814187798158,-2.1567814187798158,-2.1567814187798158,-2.277446857727143,-2.277446857727143,-2.277446857727143
2016-07-03,-2.047169382223351,-2.047169382223351,-2.047169382223351,-2.115984039570607,-2.115984039570607,-2.115984039570607,-2.145901646338314,-2.145901646338314,-2.145901646338314,-2.2167207474539974,-2.2167207474539974,-2.2167207474539974
2016-07-10,-1.3473277335429765,-1.3473277335429765,-1.3473277335429765,-1.4212071136504238,-1.4212071136504238,-1.4212071136504238,-1.329819527864206,-1.329819527864206,-1.329819527864206,-1.3686590775401517,-1.3686590775401517,-1.3686590775401517
2016-07-17,-1.2032151430647964,-1.2032151430647964,-1.2032151430647964,-1.263365444845757,-1.263365444845757,-1.263365444845757,-1.101328278492678,-1.101328278492678,-1.101328278492678,-1.1458251789967766,-1.1458251789967766,-1.1458251789967766
2016-07-24,-1.365721457441449,-1.365721457441449,-1.365721457441449,-1.4074562488370255,-1.4074562488370255,-1.4074562488370255,-1.7239370904097346,-1.7239370904097346,-1.7239370904097346,-1.3794556278461436,-1.3794556278461436,-1.3794556278461436
2016-07-31,-1.2095511487201107,-1.2095511487201107,-1.2095511487201107,-1.1636699214970327,-1.1636699214970327,-1.1636699214970327,-1.0752124348093952,-1.0752124348093952,-1.0752124348093952,-1.0708639532196427,-1.0708639532196427,-1.0708639532196427
2016-08-07,-1.1517364651325255,-1.1517364651325255,-1.1517364651325255,-1.0424136265161208,-1.0424136265161208,-1.0424136265161208,-1.0795977527928637,-1.0795977527928637,-1.0795977527928637,-0.9223841185335394,-0.9223841185335394,-0.9223841185335394
2016-08-14,-0.937162298628332,-0.937162298628332,-0.937162298628332,-1.0296093145227898,-1.0296093145227898,-1.0296093145227898,-0.871102731008233,-0.871102731008233,-0.871102731008233,-0.9023699043689647,-0.9023699043689647,-0.9023699043689647
2016-08-21,-0.5938319535774464,-0.5938319535774464,-0.5938319535774464,-0.5637260010666763,-0.5637260010666763,-0.5637260010666763,-0.6708722577761561,-0.6708722577761561,-0.6708722577761561,-0.4764746526346076,-0.4764746526346076,-0.4764746526346076
