Date,ProShares UltraShort IndustrialsEtf_Open_average,ProShares UltraShort IndustrialsEtf_Open_max,ProShares UltraShort IndustrialsEtf_Open_min,ProShares UltraShort IndustrialsEtf_High_average,ProShares UltraShort IndustrialsEtf_High_max,ProShares UltraShort IndustrialsEtf_High_min,ProShares UltraShort IndustrialsEtf_Low_average,ProShares UltraShort IndustrialsEtf_Low_max,ProShares UltraShort IndustrialsEtf_Low_min,ProShares UltraShort IndustrialsEtf_Close_average,ProShares UltraShort IndustrialsEtf_Close_max,ProShares UltraShort IndustrialsEtf_Close_min
2016-03-27,-1.3619596503386981,-1.3619596503386981,-1.3619596503386981,-1.3551802199028802,-1.3551802199028802,-1.3551802199028802,-1.4043246894290364,-1.4043246894290364,-1.4043246894290364,-1.424579104584116,-1.424579104584116,-1.424579104584116
2016-04-03,-1.1590481868409894,-1.1590481868409894,-1.1590481868409894,-1.150817784949761,-1.150817784949761,-1.150817784949761,-1.1074026785753026,-1.1074026785753026,-1.1074026785753026,-1.1259543129434868,-1.1259543129434868,-1.1259543129434868
2016-04-10,-1.237111857485763,-1.237111857485763,-1.237111857485763,-1.1847643551694724,-1.1847643551694724,-1.1847643551694724,-1.2152619844883257,-1.2152619844883257,-1.2152619844883257,-1.177582480401264,-1.177582480401264,-1.177582480401264
2016-04-17,-1.1216550559103753,-1.1216550559103753,-1.1216550559103753,-1.1308458329968791,-1.1308458329968791,-1.1308458329968791,-1.1544195424429786,-1.1544195424429786,-1.1544195424429786,-1.1658505940124875,-1.1658505940124875,-1.1658505940124875
2016-04-24,-0.9963290749108566,-0.9963290749108566,-0.9963290749108566,-0.9371902232148598,-0.9371902232148598,-0.9371902232148598,-0.9809553306903707,-0.9809553306903707,-0.9809553306903707,-0.9202184076253908,-0.9202184076253908,-0.9202184076253908
2016-05-01,-0.5975640269964478,-0.5975640269964478,-0.5975640269964478,-0.6209256564224386,-0.6209256564224386,-0.6209256564224386,-0.6604313389129646,-0.6604313389129646,-0.6604313389129646,-0.6923081461727292,-0.6923081461727292,-0.6923081461727292
2016-05-08,-0.7634522033530594,-0.7634522033530594,-0.7634522033530594,-0.7421435454595412,-0.7421435454595412,-0.7421435454595412,-0.7332768790304501,-0.7332768790304501,-0.7332768790304501,-0.7034341890576951,-0.7034341890576951,-0.7034341890576951
2016-05-15,-0.5229705377120176,-0.5229705377120176,-0.5229705377120176,-0.5731433436648936,-0.5731433436648936,-0.5731433436648936,-0.4535176171294059,-0.4535176171294059,-0.4535176171294059,-0.5143875501193151,-0.5143875501193151,-0.5143875501193151
2016-05-22,-1.2874826573951932,-1.2874826573951932,-1.2874826573951932,-1.3549026621006417,-1.3549026621006417,-1.3549026621006417,-1.294545196531353,-1.294545196531353,-1.294545196531353,-1.3109044487455308,-1.3109044487455308,-1.3109044487455308
2016-05-29,-1.225437784429176,-1.225437784429176,-1.225437784429176,-1.299022543800507,-1.299022543800507,-1.299022543800507,-1.205159369496393,-1.205159369496393,-1.205159369496393,-1.2472258178338667,-1.2472258178338667,-1.2472258178338667
2016-06-05,-1.5867013899244906,-1.5867013899244906,-1.5867013899244906,-1.681807116853681,-1.681807116853681,-1.681807116853681,-1.6875214007177264,-1.6875214007177264,-1.6875214007177264,-1.7670708763679186,-1.7670708763679186,-1.7670708763679186
2016-06-12,-0.8732387112454912,-0.8732387112454912,-0.8732387112454912,-0.5642296022694582,-0.5642296022694582,-0.5642296022694582,-0.9928169778253516,-0.9928169778253516,-0.9928169778253516,-0.959643012146915,-0.959643012146915,-0.959643012146915
2016-06-19,0.19520846874667316,0.19520846874667316,0.19520846874667316,0.08354761631884465,0.08354761631884465,0.08354761631884465,0.023984654729884147,0.023984654729884147,0.023984654729884147,-0.004641813933460589,-0.004641813933460589,-0.004641813933460589
