Date,Direxion Daily Gold Miners Bear 3X SharesEtf_Open_average,Direxion Daily Gold Miners Bear 3X SharesEtf_Open_max,Direxion Daily Gold Miners Bear 3X SharesEtf_Open_min,Direxion Daily Gold Miners Bear 3X SharesEtf_High_average,Direxion Daily Gold Miners Bear 3X SharesEtf_High_max,Direxion Daily Gold Miners Bear 3X SharesEtf_High_min,Direxion Daily Gold Miners Bear 3X SharesEtf_Low_average,Direxion Daily Gold Miners Bear 3X SharesEtf_Low_max,Direxion Daily Gold Miners Bear 3X SharesEtf_Low_min,Direxion Daily Gold Miners Bear 3X SharesEtf_Close_average,Direxion Daily Gold Miners Bear 3X SharesEtf_Close_max,Direxion Daily Gold Miners Bear 3X SharesEtf_Close_min
2016-05-15,-0.8247484395023352,-0.8247484395023352,-0.8247484395023352,-0.7988468441250197,-0.7988468441250197,-0.7988468441250197,-0.7850528375429658,-0.7850528375429658,-0.7850528375429658,-0.7857580159559628,-0.7857580159559628,-0.7857580159559628
2016-05-22,-0.6982378298903903,-0.6982378298903903,-0.6982378298903903,-0.6818552900031423,-0.6818552900031423,-0.6818552900031423,-0.6655347353541442,-0.6655347353541442,-0.6655347353541442,-0.6500233705730603,-0.6500233705730603,-0.6500233705730603
2016-05-29,-0.6924264678884122,-0.6924264678884122,-0.6924264678884122,-0.7078363347817695,-0.7078363347817695,-0.7078363347817695,-0.724970802006477,-0.724970802006477,-0.724970802006477,-0.7450939946489984,-0.7450939946489984,-0.7450939946489984
2016-06-05,-0.8427788587394355,-0.8427788587394355,-0.8427788587394355,-0.8366029729471464,-0.8366029729471464,-0.8366029729471464,-0.8381997156404841,-0.8381997156404841,-0.8381997156404841,-0.8448404231113443,-0.8448404231113443,-0.8448404231113443
2016-06-12,-0.9914527706638162,-0.9914527706638162,-0.9914527706638162,-0.9749457411412052,-0.9749457411412052,-0.9749457411412052,-1.0381470137807425,-1.0381470137807425,-1.0381470137807425,-1.0684632993628718,-1.0684632993628718,-1.0684632993628718
2016-06-19,-1.2358134714640767,-1.2358134714640767,-1.2358134714640767,-1.1726468051475543,-1.1726468051475543,-1.1726468051475543,-1.220471852926098,-1.220471852926098,-1.220471852926098,-1.1609582172998845,-1.1609582172998845,-1.1609582172998845
2016-06-26,-1.2305118108907847,-1.2305118108907847,-1.2305118108907847,-1.2634398719092008,-1.2634398719092008,-1.2634398719092008,-1.2278673462101095,-1.2278673462101095,-1.2278673462101095,-1.2181847845393692,-1.2181847845393692,-1.2181847845393692
2016-07-03,-1.2296836048651012,-1.2296836048651012,-1.2296836048651012,-1.2563057676025637,-1.2563057676025637,-1.2563057676025637,-1.2474940643439278,-1.2474940643439278,-1.2474940643439278,-1.2330139034434502,-1.2330139034434502,-1.2330139034434502
2016-07-10,-1.176850102888999,-1.176850102888999,-1.176850102888999,-1.2187947542082485,-1.2187947542082485,-1.2187947542082485,-1.1748386608669512,-1.1748386608669512,-1.1748386608669512,-1.1643033349270135,-1.1643033349270135,-1.1643033349270135
2016-07-17,-1.036696224192615,-1.036696224192615,-1.036696224192615,-1.0804320902751092,-1.0804320902751092,-1.0804320902751092,-1.022000089381592,-1.022000089381592,-1.022000089381592,-1.0423703086253506,-1.0423703086253506,-1.0423703086253506
