Date,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Open_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_High_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Low_min,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_average,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_max,Direxion Daily Emerging Markets Bear 3X SharesEtf_Close_min
2016-05-15,-0.43790605258745713,-0.43790605258745713,-0.43790605258745713,-0.48798709988086264,-0.48798709988086264,-0.48798709988086264,-0.4027020749855973,-0.4027020749855973,-0.4027020749855973,-0.43650665378010794,-0.43650665378010794,-0.43650665378010794
2016-05-22,-0.7152659183868425,-0.7152659183868425,-0.7152659183868425,-0.6850323483768005,-0.6850323483768005,-0.6850323483768005,-0.6582741966069735,-0.6582741966069735,-0.6582741966069735,-0.6528528941208737,-0.6528528941208737,-0.6528528941208737
2016-05-29,-0.8432519362124856,-0.8432519362124856,-0.8432519362124856,-0.8031047147923579,-0.8031047147923579,-0.8031047147923579,-0.8094369963760548,-0.8094369963760548,-0.8094369963760548,-0.8602661107824555,-0.8602661107824555,-0.8602661107824555
2016-06-05,-0.7719744582077662,-0.7719744582077662,-0.7719744582077662,-0.7464111868189126,-0.7464111868189126,-0.7464111868189126,-0.7476023615168595,-0.7476023615168595,-0.7476023615168595,-0.7095458967356087,-0.7095458967356087,-0.7095458967356087
2016-06-12,-0.5481086633125527,-0.5481086633125527,-0.5481086633125527,-0.5134527653006081,-0.5134527653006081,-0.5134527653006081,-0.46976295507719606,-0.46976295507719606,-0.46976295507719606,-0.5284895992357868,-0.5284895992357868,-0.5284895992357868
2016-06-19,-0.4845666029366879,-0.4845666029366879,-0.4845666029366879,-0.48905520174833983,-0.48905520174833983,-0.48905520174833983,-0.6479506644464055,-0.6479506644464055,-0.6479506644464055,-0.43346729678363755,-0.43346729678363755,-0.43346729678363755
2016-06-26,-1.4405910353423554,-1.4405910353423554,-1.4405910353423554,-1.436066977270889,-1.436066977270889,-1.436066977270889,-1.381165584623487,-1.381165584623487,-1.381165584623487,-1.388745174003489,-1.388745174003489,-1.388745174003489
2016-07-03,-1.2928116093354067,-1.2928116093354067,-1.2928116093354067,-1.2807783303627949,-1.2807783303627949,-1.2807783303627949,-1.349585293809795,-1.349585293809795,-1.349585293809795,-1.350413407206613,-1.350413407206613,-1.350413407206613
2016-07-10,-2.3725834327624917,-2.3725834327624917,-2.3725834327624917,-2.356917630170145,-2.356917630170145,-2.356917630170145,-2.318096004621598,-2.318096004621598,-2.318096004621598,-2.3379876474703982,-2.3379876474703982,-2.3379876474703982
2016-07-17,-2.095194033925461,-2.095194033925461,-2.095194033925461,-2.1153634847004006,-2.1153634847004006,-2.1153634847004006,-2.0969482921299574,-2.0969482921299574,-2.0969482921299574,-2.128950240644167,-2.128950240644167,-2.128950240644167
2016-07-24,-1.9024541876914587,-1.9024541876914587,-1.9024541876914587,-1.8961292141175654,-1.8961292141175654,-1.8961292141175654,-1.9336905889299782,-1.9336905889299782,-1.9336905889299782,-1.9330398368083535,-1.9330398368083535,-1.9330398368083535
2016-07-31,-1.8233452581832998,-1.8233452581832998,-1.8233452581832998,-1.8371073160930078,-1.8371073160930078,-1.8371073160930078,-1.8376578637049814,-1.8376578637049814,-1.8376578637049814,-1.831452303033655,-1.831452303033655,-1.831452303033655
2016-08-07,-1.9470366298933968,-1.9470366298933968,-1.9470366298933968,-1.9256193426344868,-1.9256193426344868,-1.9256193426344868,-1.9190506679125099,-1.9190506679125099,-1.9190506679125099,-1.8793157617252816,-1.8793157617252816,-1.8793157617252816
2016-08-14,-1.6705460457093435,-1.6705460457093435,-1.6705460457093435,-1.6567546425331212,-1.6567546425331212,-1.6567546425331212,-1.6824908472350812,-1.6824908472350812,-1.6824908472350812,-1.6741562662716385,-1.6741562662716385,-1.6741562662716385
2016-08-21,-1.409300945519265,-1.409300945519265,-1.409300945519265,-1.2423854674397123,-1.2423854674397123,-1.2423854674397123,-1.4743522861384468,-1.4743522861384468,-1.4743522861384468,-1.240891015091513,-1.240891015091513,-1.240891015091513
2016-08-28,-1.3202450767325329,-1.3202450767325329,-1.3202450767325329,-1.3379443800066704,-1.3379443800066704,-1.3379443800066704,-1.298505552449593,-1.298505552449593,-1.298505552449593,-1.3243126512150243,-1.3243126512150243,-1.3243126512150243
2016-09-04,-1.2363414500899343,-1.2363414500899343,-1.2363414500899343,-1.1196191672098665,-1.1196191672098665,-1.1196191672098665,-1.184574155224948,-1.184574155224948,-1.184574155224948,-1.0388775825505605,-1.0388775825505605,-1.0388775825505605
