Date,ProShares Short FTSE China 50Etf_Open_average,ProShares Short FTSE China 50Etf_Open_max,ProShares Short FTSE China 50Etf_Open_min,ProShares Short FTSE China 50Etf_High_average,ProShares Short FTSE China 50Etf_High_max,ProShares Short FTSE China 50Etf_High_min,ProShares Short FTSE China 50Etf_Low_average,ProShares Short FTSE China 50Etf_Low_max,ProShares Short FTSE China 50Etf_Low_min,ProShares Short FTSE China 50Etf_Close_average,ProShares Short FTSE China 50Etf_Close_max,ProShares Short FTSE China 50Etf_Close_min
2016-05-15,-0.05954414538556007,-0.05954414538556007,-0.05954414538556007,-0.15559032728700709,-0.15559032728700709,-0.15559032728700709,-0.025168512729093363,-0.025168512729093363,-0.025168512729093363,-0.11845752262885406,-0.11845752262885406,-0.11845752262885406
2016-05-22,-0.7444060299568361,-0.7444060299568361,-0.7444060299568361,-0.7531503182518489,-0.7531503182518489,-0.7531503182518489,-0.6681326484178886,-0.6681326484178886,-0.6681326484178886,-0.6844277808839329,-0.6844277808839329,-0.6844277808839329
2016-05-29,-1.0460084800180987,-1.0460084800180987,-1.0460084800180987,-1.0809668825599823,-1.0809668825599823,-1.0809668825599823,-1.0429986677345298,-1.0429986677345298,-1.0429986677345298,-1.0809176628608772,-1.0809176628608772,-1.0809176628608772
2016-06-05,-0.9993250905306259,-0.9993250905306259,-0.9993250905306259,-0.9394849566145327,-0.9394849566145327,-0.9394849566145327,-0.9464880389903125,-0.9464880389903125,-0.9464880389903125,-0.9485397283044475,-0.9485397283044475,-0.9485397283044475
2016-06-12,-0.5263171095453755,-0.5263171095453755,-0.5263171095453755,-0.5793190537113249,-0.5793190537113249,-0.5793190537113249,-0.42278398649422055,-0.42278398649422055,-0.42278398649422055,-0.4923107399298852,-0.4923107399298852,-0.4923107399298852
2016-06-19,-0.6277826192804155,-0.6277826192804155,-0.6277826192804155,-0.5565975201708967,-0.5565975201708967,-0.5565975201708967,-0.7931528757075548,-0.7931528757075548,-0.7931528757075548,-0.500432804435243,-0.500432804435243,-0.500432804435243
2016-06-26,-1.7039574280008158,-1.7039574280008158,-1.7039574280008158,-1.7285384576282983,-1.7285384576282983,-1.7285384576282983,-1.5951331738652186,-1.5951331738652186,-1.5951331738652186,-1.6595644332738386,-1.6595644332738386,-1.6595644332738386
2016-07-03,-1.1402268355614893,-1.1402268355614893,-1.1402268355614893,-1.181922115390971,-1.181922115390971,-1.181922115390971,-1.3638296559009424,-1.3638296559009424,-1.3638296559009424,-1.4368666878909477,-1.4368666878909477,-1.4368666878909477
2016-07-10,-2.2693023868923334,-2.2693023868923334,-2.2693023868923334,-2.2477457308429547,-2.2477457308429547,-2.2477457308429547,-2.182049168652231,-2.182049168652231,-2.182049168652231,-2.252837755034338,-2.252837755034338,-2.252837755034338
2016-07-17,-1.9784920879265036,-1.9784920879265036,-1.9784920879265036,-1.9706177029270762,-1.9706177029270762,-1.9706177029270762,-1.9526007149019173,-1.9526007149019173,-1.9526007149019173,-2.0038064461306426,-2.0038064461306426,-2.0038064461306426
2016-07-24,-1.550975633362186,-1.550975633362186,-1.550975633362186,-1.594068650812707,-1.594068650812707,-1.594068650812707,-1.6073266019644499,-1.6073266019644499,-1.6073266019644499,-1.6511975332081275,-1.6511975332081275,-1.6511975332081275
2016-07-31,-1.6569807000992645,-1.6569807000992645,-1.6569807000992645,-1.6860040237682654,-1.6860040237682654,-1.6860040237682654,-1.6722731985198502,-1.6722731985198502,-1.6722731985198502,-1.6989495394522165,-1.6989495394522165,-1.6989495394522165
2016-08-07,-1.9944108257959599,-1.9944108257959599,-1.9944108257959599,-2.000255674028482,-2.000255674028482,-2.000255674028482,-1.9535969677233815,-1.9535969677233815,-1.9535969677233815,-1.9460411241015716,-1.9460411241015716,-1.9460411241015716
2016-08-14,-1.8908942527394426,-1.8908942527394426,-1.8908942527394426,-1.890665250246366,-1.890665250246366,-1.890665250246366,-1.86328335213083,-1.86328335213083,-1.86328335213083,-1.861696363510431,-1.861696363510431,-1.861696363510431
2016-08-21,-1.6356466939938066,-1.6356466939938066,-1.6356466939938066,-1.3469331409610104,-1.3469331409610104,-1.3469331409610104,-1.5987177233926004,-1.5987177233926004,-1.5987177233926004,-1.3591248030966714,-1.3591248030966714,-1.3591248030966714
2016-08-28,-1.634335603738344,-1.634335603738344,-1.634335603738344,-1.6260717856971918,-1.6260717856971918,-1.6260717856971918,-1.6345101925007475,-1.6345101925007475,-1.6345101925007475,-1.6722417233893323,-1.6722417233893323,-1.6722417233893323
2016-09-04,-1.6825046119501665,-1.6825046119501665,-1.6825046119501665,-1.5528539878957601,-1.5528539878957601,-1.5528539878957601,-1.666572704271525,-1.666572704271525,-1.666572704271525,-1.523941866823293,-1.523941866823293,-1.523941866823293
2016-09-11,-1.1854520492950749,-1.1854520492950749,-1.1854520492950749,-1.2049212896703496,-1.2049212896703496,-1.2049212896703496,-1.1712479364714592,-1.1712479364714592,-1.1712479364714592,-1.2275003006683445,-1.2275003006683445,-1.2275003006683445
2016-09-18,-1.2900746127546094,-1.2900746127546094,-1.2900746127546094,-1.3365899572419275,-1.3365899572419275,-1.3365899572419275,-1.2725081713929345,-1.2725081713929345,-1.2725081713929345,-1.2981388565146157,-1.2981388565146157,-1.2981388565146157
