Date,PowerShares DB US Dollar Bullish_etf_Open_average,PowerShares DB US Dollar Bullish_etf_Open_max,PowerShares DB US Dollar Bullish_etf_Open_min,PowerShares DB US Dollar Bullish_etf_High_average,PowerShares DB US Dollar Bullish_etf_High_max,PowerShares DB US Dollar Bullish_etf_High_min,PowerShares DB US Dollar Bullish_etf_Low_average,PowerShares DB US Dollar Bullish_etf_Low_max,PowerShares DB US Dollar Bullish_etf_Low_min,PowerShares DB US Dollar Bullish_etf_Close_average,PowerShares DB US Dollar Bullish_etf_Close_max,PowerShares DB US Dollar Bullish_etf_Close_min
2016-03-27,-1.594334814511214,-1.594334814511214,-1.594334814511214,-1.4971316860794261,-1.4971316860794261,-1.4971316860794261,-1.5755359413954513,-1.5755359413954513,-1.5755359413954513,-1.5814447106799685,-1.5814447106799685,-1.5814447106799685
2016-04-03,-1.5635201745161011,-1.5635201745161011,-1.5635201745161011,-1.5478762040669036,-1.5478762040669036,-1.5478762040669036,-1.5217035315717675,-1.5217035315717675,-1.5217035315717675,-1.4989527870180837,-1.4989527870180837,-1.4989527870180837
2016-04-10,-1.1209713826776568,-1.1209713826776568,-1.1209713826776568,-1.1574474601829197,-1.1574474601829197,-1.1574474601829197,-1.1156308196551445,-1.1156308196551445,-1.1156308196551445,-1.0726945402151231,-1.0726945402151231,-1.0726945402151231
2016-04-17,-0.9109114388516243,-0.9109114388516243,-0.9109114388516243,-0.8277148914253641,-0.8277148914253641,-0.8277148914253641,-0.8499914626106875,-0.8499914626106875,-0.8499914626106875,-0.7324576199946956,-0.7324576199946956,-0.7324576199946956
2016-04-24,-1.8908581522675494,-1.8908581522675494,-1.8908581522675494,-1.8983782796341226,-1.8983782796341226,-1.8983782796341226,-1.8367182590298712,-1.8367182590298712,-1.8367182590298712,-1.9053408793264692,-1.9053408793264692,-1.9053408793264692
2016-05-01,-1.2613488541447961,-1.2613488541447961,-1.2613488541447961,-1.191441702386784,-1.191441702386784,-1.191441702386784,-1.1930562927679522,-1.1930562927679522,-1.1930562927679522,-1.1245883088576218,-1.1245883088576218,-1.1245883088576218
2016-05-08,-0.6315295997759269,-0.6315295997759269,-0.6315295997759269,-0.5469901347014099,-0.5469901347014099,-0.5469901347014099,-0.4997483852539058,-0.4997483852539058,-0.4997483852539058,-0.5902266719143849,-0.5902266719143849,-0.5902266719143849
2016-05-15,-0.08054840269067262,-0.08054840269067262,-0.08054840269067262,-0.051401099951448044,-0.051401099951448044,-0.051401099951448044,0.036495591203197536,0.036495591203197536,0.036495591203197536,0.00414720183697082,0.00414720183697082,0.00414720183697082
2016-05-22,0.23065233106475,0.23065233106475,0.23065233106475,0.3789423691435227,0.3789423691435227,0.3789423691435227,0.42835242518066724,0.42835242518066724,0.42835242518066724,0.5088237111809812,0.5088237111809812,0.5088237111809812
2016-05-29,-0.658709575674095,-0.658709575674095,-0.658709575674095,-0.8162933708812787,-0.8162933708812787,-0.8162933708812787,-0.8184968851270911,-0.8184968851270911,-0.8184968851270911,-0.9354427371770339,-0.9354427371770339,-0.9354427371770339
2016-06-05,-0.5924886456574051,-0.5924886456574051,-0.5924886456574051,-0.23597740985460885,-0.23597740985460885,-0.23597740985460885,-0.4484536494763203,-0.4484536494763203,-0.4484536494763203,-0.15677418474271668,-0.15677418474271668,-0.15677418474271668
2016-06-12,-0.42664843392811824,-0.42664843392811824,-0.42664843392811824,-0.4495671669555918,-0.4495671669555918,-0.4495671669555918,-0.46941064467882254,-0.46941064467882254,-0.46941064467882254,-0.5748471091263956,-0.5748471091263956,-0.5748471091263956
