Date,ProShares UltraShort MSCI Brazil Capped_etf_Open_average,ProShares UltraShort MSCI Brazil Capped_etf_Open_max,ProShares UltraShort MSCI Brazil Capped_etf_Open_min,ProShares UltraShort MSCI Brazil Capped_etf_High_average,ProShares UltraShort MSCI Brazil Capped_etf_High_max,ProShares UltraShort MSCI Brazil Capped_etf_High_min,ProShares UltraShort MSCI Brazil Capped_etf_Low_average,ProShares UltraShort MSCI Brazil Capped_etf_Low_max,ProShares UltraShort MSCI Brazil Capped_etf_Low_min,ProShares UltraShort MSCI Brazil Capped_etf_Close_average,ProShares UltraShort MSCI Brazil Capped_etf_Close_max,ProShares UltraShort MSCI Brazil Capped_etf_Close_min
2016-03-27,-1.200442727753546,-1.200442727753546,-1.200442727753546,-1.2289814216047934,-1.2289814216047934,-1.2289814216047934,-1.2825767522777796,-1.2825767522777796,-1.2825767522777796,-1.2990699969061599,-1.2990699969061599,-1.2990699969061599
2016-04-03,-1.046030020245234,-1.046030020245234,-1.046030020245234,-1.0827275407081158,-1.0827275407081158,-1.0827275407081158,-1.0801913960004055,-1.0801913960004055,-1.0801913960004055,-1.103422366529111,-1.103422366529111,-1.103422366529111
2016-04-10,-1.1515190842566003,-1.1515190842566003,-1.1515190842566003,-1.1687016797478627,-1.1687016797478627,-1.1687016797478627,-1.1454604239663453,-1.1454604239663453,-1.1454604239663453,-1.159312950478884,-1.159312950478884,-1.159312950478884
2016-04-17,-1.0067142927203185,-1.0067142927203185,-1.0067142927203185,-1.0230911056794052,-1.0230911056794052,-1.0230911056794052,-1.0181988363509713,-1.0181988363509713,-1.0181988363509713,-1.0042254247878466,-1.0042254247878466,-1.0042254247878466
2016-04-24,-1.0790367691145655,-1.0790367691145655,-1.0790367691145655,-1.054464448625242,-1.054464448625242,-1.054464448625242,-1.054964128608637,-1.054964128608637,-1.054964128608637,-1.015148666140146,-1.015148666140146,-1.015148666140146
2016-05-01,-0.7121021033693459,-0.7121021033693459,-0.7121021033693459,-0.7313349985786003,-0.7313349985786003,-0.7313349985786003,-0.727765572145119,-0.727765572145119,-0.727765572145119,-0.7333152433355495,-0.7333152433355495,-0.7333152433355495
2016-05-08,-0.8100100489090997,-0.8100100489090997,-0.8100100489090997,-0.7027466056934294,-0.7027466056934294,-0.7027466056934294,-0.754747892472872,-0.754747892472872,-0.754747892472872,-0.6513125657735467,-0.6513125657735467,-0.6513125657735467
2016-05-15,-0.4567872910169121,-0.4567872910169121,-0.4567872910169121,-0.4610923491252724,-0.4610923491252724,-0.4610923491252724,-0.4305675716453602,-0.4305675716453602,-0.4305675716453602,-0.4045000411303501,-0.4045000411303501,-0.4045000411303501
2016-05-22,-0.05050630812924795,-0.05050630812924795,-0.05050630812924795,-0.009144209338079442,-0.009144209338079442,-0.009144209338079442,0.14950406664418137,0.14950406664418137,0.14950406664418137,0.21581261521179917,0.21581261521179917,0.21581261521179917
2016-05-29,-0.4473168712625596,-0.4473168712625596,-0.4473168712625596,-0.46814746642665267,-0.46814746642665267,-0.46814746642665267,-0.4376890815945125,-0.4376890815945125,-0.4376890815945125,-0.5881392202684296,-0.5881392202684296,-0.5881392202684296
2016-06-05,-0.9109073926990056,-0.9109073926990056,-0.9109073926990056,-0.778715557577076,-0.778715557577076,-0.778715557577076,-0.7610238668232536,-0.7610238668232536,-0.7610238668232536,-0.5972967540221331,-0.5972967540221331,-0.5972967540221331
2016-06-12,-0.6026384412363729,-0.6026384412363729,-0.6026384412363729,-0.7328364059048746,-0.7328364059048746,-0.7328364059048746,-0.5725203165809768,-0.5725203165809768,-0.5725203165809768,-0.6559676501760993,-0.6559676501760993,-0.6559676501760993
2016-06-19,-0.8999632760550448,-0.8999632760550448,-0.8999632760550448,-1.086867011202307,-1.086867011202307,-1.086867011202307,-1.1606990625061775,-1.1606990625061775,-1.1606990625061775,-1.1782001618441464,-1.1782001618441464,-1.1782001618441464
2016-06-26,-2.092091330594159,-2.092091330594159,-2.092091330594159,-2.24764936870199,-2.24764936870199,-2.24764936870199,-2.1641588924167796,-2.1641588924167796,-2.1641588924167796,-2.35642454345158,-2.35642454345158,-2.35642454345158
2016-07-03,-1.8713424347899177,-1.8713424347899177,-1.8713424347899177,-1.8985554417439643,-1.8985554417439643,-1.8985554417439643,-1.8598178337151026,-1.8598178337151026,-1.8598178337151026,-1.8958458349709686,-1.8958458349709686,-1.8958458349709686
2016-07-10,-1.9944007530774281,-1.9944007530774281,-1.9944007530774281,-2.00822267275228,-2.00822267275228,-2.00822267275228,-1.9472393592134594,-1.9472393592134594,-1.9472393592134594,-1.968442369948715,-1.968442369948715,-1.968442369948715
2016-07-17,-1.7228126333579838,-1.7228126333579838,-1.7228126333579838,-1.7276718640469007,-1.7276718640469007,-1.7276718640469007,-1.7473417588155715,-1.7473417588155715,-1.7473417588155715,-1.750823513081064,-1.750823513081064,-1.750823513081064
2016-07-24,-1.4881853180563467,-1.4881853180563467,-1.4881853180563467,-1.5020037231757455,-1.5020037231757455,-1.5020037231757455,-1.5293165507264235,-1.5293165507264235,-1.5293165507264235,-1.531672335384312,-1.531672335384312,-1.531672335384312
2016-07-31,-1.5149805709160813,-1.5149805709160813,-1.5149805709160813,-1.451483808121541,-1.451483808121541,-1.451483808121541,-1.4464572280683201,-1.4464572280683201,-1.4464572280683201,-1.4300674805469102,-1.4300674805469102,-1.4300674805469102
