Date,ProShares UltraShort 20+ Year TreasuryEtf_Open_average,ProShares UltraShort 20+ Year TreasuryEtf_Open_max,ProShares UltraShort 20+ Year TreasuryEtf_Open_min,ProShares UltraShort 20+ Year TreasuryEtf_High_average,ProShares UltraShort 20+ Year TreasuryEtf_High_max,ProShares UltraShort 20+ Year TreasuryEtf_High_min,ProShares UltraShort 20+ Year TreasuryEtf_Low_average,ProShares UltraShort 20+ Year TreasuryEtf_Low_max,ProShares UltraShort 20+ Year TreasuryEtf_Low_min,ProShares UltraShort 20+ Year TreasuryEtf_Close_average,ProShares UltraShort 20+ Year TreasuryEtf_Close_max,ProShares UltraShort 20+ Year TreasuryEtf_Close_min
2016-05-15,-0.5566570127287495,-0.5566570127287495,-0.5566570127287495,-0.6973653735391374,-0.6973653735391374,-0.6973653735391374,-0.6161057271833327,-0.6161057271833327,-0.6161057271833327,-0.7296538615303338,-0.7296538615303338,-0.7296538615303338
2016-05-22,-0.6993274359367038,-0.6993274359367038,-0.6993274359367038,-0.7316593525311431,-0.7316593525311431,-0.7316593525311431,-0.5212056731259348,-0.5212056731259348,-0.5212056731259348,-0.6005824127615362,-0.6005824127615362,-0.6005824127615362
2016-05-29,-1.711178545620323,-1.711178545620323,-1.711178545620323,-1.7660537060199843,-1.7660537060199843,-1.7660537060199843,-1.6571864516229171,-1.6571864516229171,-1.6571864516229171,-1.7991402511671883,-1.7991402511671883,-1.7991402511671883
2016-06-05,-2.332405951701427,-2.332405951701427,-2.332405951701427,-2.284623623148292,-2.284623623148292,-2.284623623148292,-2.3718061073597876,-2.3718061073597876,-2.3718061073597876,-2.240784472477188,-2.240784472477188,-2.240784472477188
2016-06-12,-2.3924729007388477,-2.3924729007388477,-2.3924729007388477,-2.2513281300144,-2.2513281300144,-2.2513281300144,-2.33170657163041,-2.33170657163041,-2.33170657163041,-2.216132102221902,-2.216132102221902,-2.216132102221902
2016-06-19,-2.1857068725923487,-2.1857068725923487,-2.1857068725923487,-2.022494217555749,-2.022494217555749,-2.022494217555749,-2.1633512373499597,-2.1633512373499597,-2.1633512373499597,-1.997624703910989,-1.997624703910989,-1.997624703910989
2016-06-26,-2.6342033513649477,-2.6342033513649477,-2.6342033513649477,-2.5409585381963056,-2.5409585381963056,-2.5409585381963056,-2.648259713204052,-2.648259713204052,-2.648259713204052,-2.6742022779224257,-2.6742022779224257,-2.6742022779224257
2016-07-03,-2.453593912372761,-2.453593912372761,-2.453593912372761,-2.519247029368049,-2.519247029368049,-2.519247029368049,-2.5405969744521752,-2.5405969744521752,-2.5405969744521752,-2.538056546555514,-2.538056546555514,-2.538056546555514
2016-07-10,-1.5303541211111094,-1.5303541211111094,-1.5303541211111094,-1.5470630938328316,-1.5470630938328316,-1.5470630938328316,-1.5183780364809434,-1.5183780364809434,-1.5183780364809434,-1.4656622802430312,-1.4656622802430312,-1.4656622802430312
2016-07-17,-1.2326593516326183,-1.2326593516326183,-1.2326593516326183,-1.3529289284298422,-1.3529289284298422,-1.3529289284298422,-1.3963766790516394,-1.3963766790516394,-1.3963766790516394,-1.3766688686666329,-1.3766688686666329,-1.3766688686666329
2016-07-24,-1.4907969954460671,-1.4907969954460671,-1.4907969954460671,-1.5769133241247717,-1.5769133241247717,-1.5769133241247717,-1.6060108481983355,-1.6060108481983355,-1.6060108481983355,-1.6297692777312123,-1.6297692777312123,-1.6297692777312123
2016-07-31,-1.1820580303347368,-1.1820580303347368,-1.1820580303347368,-1.1068403547132437,-1.1068403547132437,-1.1068403547132437,-1.13041595326211,-1.13041595326211,-1.13041595326211,-1.00443663096546,-1.00443663096546,-1.00443663096546
2016-08-07,-1.2856621082071316,-1.2856621082071316,-1.2856621082071316,-1.3305208624257847,-1.3305208624257847,-1.3305208624257847,-1.285681298246082,-1.285681298246082,-1.285681298246082,-1.230695529615193,-1.230695529615193,-1.230695529615193
2016-08-14,-0.8962193227389724,-0.8962193227389724,-0.8962193227389724,-0.9198171759951003,-0.9198171759951003,-0.9198171759951003,-0.8815716420424071,-0.8815716420424071,-0.8815716420424071,-0.9029483473655614,-0.9029483473655614,-0.9029483473655614
